time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-1.4621	-3.6343	-3.316	-2.7987	-1.4493	-0.3256	1.5122	2.1203	2.8063	2.2534	2.7711	1.7364	1.1599	-0.1001	-0.7473	-2.5334	-1.7045	-2.0895	-1.4954	-2.1472	-1.0678	-0.4111	-0.0013	0.8831	-0.5222	1.4693	0.9102	1.4434	-2.1577	-1.9809
-195.3125	-1.0005	-2.716	-2.9397	-2.0622	-1.1088	-0.4454	1.0928	1.0405	1.8987	1.7485	1.9643	1.4091	1.4617	0.4761	-0.3512	-1.6275	-0.8735	-1.3584	-0.7119	-1.195	-0.2962	0.3109	0.6573	1.488	0.1173	1.8411	1.1952	1.5115	-1.9189	-1.5949
-191.4062	-0.5573	-1.8616	-2.5534	-1.3744	-0.7947	-0.5515	0.6935	0.0539	1.0547	1.2737	1.2086	1.0979	1.7309	1.0062	0.0525	-0.7945	-0.1047	-0.6632	0.0108	-0.3218	0.4148	0.9729	1.2808	2.0232	0.6977	2.1467	1.437	1.5476	-1.667	-1.2189
-187.5	-0.1477	-1.1192	-2.1573	-0.772	-0.5236	-0.6221	0.3399	-0.7484	0.3377	0.8586	0.5536	0.8207	1.9378	1.4502	0.4498	-0.0889	0.5471	-0.0489	0.6201	0.4123	1.0154	1.5177	1.8238	2.4235	1.1592	2.3224	1.5955	1.525	-1.3975	-0.8649
-183.5938	0.2238	-0.5103	-1.7451	-0.2687	-0.2973	-0.6342	0.0583	-1.2945	-0.1988	0.5285	0.0412	0.5947	2.0631	1.783	0.8285	0.4613	1.0497	0.4586	1.0839	0.9757	1.4777	1.9066	2.2462	2.6428	1.4539	2.3202	1.6448	1.4274	-1.1037	-0.5372
-179.6875	0.5627	-0.0287	-1.3061	0.1453	-0.1023	-0.5661	-0.1265	-1.5417	-0.5177	0.3017	-0.2999	0.4342	2.1002	1.9969	1.178	0.8577	1.3976	0.8535	1.3948	1.3689	1.7982	2.1236	2.5178	2.6596	1.5512	2.1142	1.5759	1.2505	-0.7789	-0.2321
-175.7812	0.8799	0.3528	-0.8292	0.4963	0.0846	-0.4024	-0.1955	-1.4818	-0.6047	0.1868	-0.4582	0.3477	2.0534	2.1001	1.4873	1.1279	1.6094	1.1445	1.5674	1.6192	1.9947	2.1756	2.6224	2.4781	1.4415	1.7039	1.3967	1.002	-0.4195	0.0594
-171.875	1.1854	0.6695	-0.311	0.8147	0.2875	-0.1393	-0.1401	-1.1444	-0.4725	0.1809	-0.4411	0.3356	1.9353	2.1117	1.7449	1.3147	1.7196	1.3461	1.6315	1.7707	2.098	2.088	2.5606	2.1255	1.1379	1.1151	1.1283	0.6992	-0.0286	0.3458
-167.9688	1.4809	0.9526	0.2375	1.1229	0.5222	0.2114	0.033	-0.5931	-0.1609	0.2687	-0.2754	0.3883	1.7626	2.0559	1.9398	1.4634	1.7679	1.4714	1.6236	1.8698	2.1419	1.8977	2.3499	1.6461	0.6742	0.3953	0.7995	0.3656	0.3811	0.6303
-164.0625	1.7571	1.2192	0.7877	1.4272	0.7902	0.6212	0.3002	0.0825	0.2667	0.4245	-0.0038	0.4871	1.5518	1.9561	2.0645	1.6087	1.7889	1.5281	1.5786	1.9536	2.1547	1.6448	2.0217	1.0927	0.1	-0.3925	0.4409	0.0269	0.7866	0.9063
