time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-0.1844	-0.4919	-0.1273	-0.3336	-0.3514	-0.4494	-0.2738	-0.0098	-0.1652	-0.4097	-0.1794	-0.4019	-0.5181	-0.4663	-0.2027	-0.5614	-0.939	-0.6321	-0.9142	-0.5276	-0.4378	-0.6558	-0.681	-0.3733	-0.2546	-0.332	-0.1851	-0.4132	0.2178	-0.1069
-195.3125	-0.1841	-0.4508	-0.1424	-0.3453	-0.3637	-0.4253	-0.287	-0.0158	-0.1709	-0.3937	-0.2101	-0.418	-0.5521	-0.4705	-0.2211	-0.5448	-0.8988	-0.5939	-0.7433	-0.535	-0.4893	-0.5849	-0.6116	-0.4083	-0.2904	-0.4127	-0.2458	-0.4335	0.1567	-0.1515
-191.4062	-0.1888	-0.4186	-0.1603	-0.36	-0.375	-0.4048	-0.2958	-0.0221	-0.1751	-0.3735	-0.2323	-0.4239	-0.5775	-0.4708	-0.2351	-0.532	-0.858	-0.553	-0.5832	-0.5418	-0.5364	-0.5166	-0.5417	-0.4334	-0.3181	-0.4785	-0.298	-0.4472	0.1042	-0.1853
-187.5	-0.2005	-0.4009	-0.1813	-0.3792	-0.3837	-0.3894	-0.2969	-0.0291	-0.1773	-0.347	-0.2416	-0.4139	-0.5883	-0.4648	-0.2414	-0.525	-0.8159	-0.5093	-0.4441	-0.5476	-0.5752	-0.454	-0.4727	-0.4423	-0.3326	-0.5198	-0.3369	-0.4496	0.0666	-0.201
-183.5938	-0.2181	-0.3991	-0.2025	-0.4012	-0.3875	-0.3776	-0.2872	-0.0355	-0.1758	-0.3125	-0.2348	-0.3848	-0.58	-0.4505	-0.2375	-0.5236	-0.7716	-0.4623	-0.3321	-0.5513	-0.6021	-0.399	-0.4054	-0.4313	-0.3307	-0.5307	-0.3589	-0.4368	0.0478	-0.1949
-179.6875	-0.2366	-0.4098	-0.2178	-0.4218	-0.3836	-0.3653	-0.2641	-0.039	-0.1682	-0.2692	-0.2116	-0.3367	-0.5499	-0.4263	-0.2223	-0.5256	-0.7234	-0.4121	-0.2493	-0.5514	-0.6139	-0.3523	-0.3416	-0.4001	-0.3118	-0.5105	-0.3621	-0.406	0.0488	-0.1675
-175.7812	-0.2492	-0.4262	-0.2196	-0.4348	-0.3692	-0.347	-0.2268	-0.0367	-0.1522	-0.2176	-0.174	-0.2735	-0.4985	-0.3922	-0.1963	-0.5267	-0.6698	-0.3594	-0.1937	-0.5462	-0.6084	-0.3133	-0.2831	-0.3519	-0.278	-0.4632	-0.3476	-0.357	0.0677	-0.1232
-171.875	-0.2491	-0.4395	-0.2018	-0.4345	-0.3427	-0.3175	-0.1769	-0.0266	-0.127	-0.1605	-0.1277	-0.2025	-0.4294	-0.3499	-0.1621	-0.5226	-0.6101	-0.3059	-0.1614	-0.5345	-0.5854	-0.2813	-0.2328	-0.2931	-0.2337	-0.397	-0.3195	-0.2923	0.1002	-0.0695
-167.9688	-0.2324	-0.4419	-0.1619	-0.4172	-0.3046	-0.274	-0.119	-0.0082	-0.0939	-0.1027	-0.0802	-0.1335	-0.3493	-0.3033	-0.1242	-0.5102	-0.5454	-0.2552	-0.1481	-0.5165	-0.5471	-0.2558	-0.1941	-0.2324	-0.1854	-0.323	-0.2842	-0.2179	0.1405	-0.015
-164.0625	-0.1993	-0.4288	-0.1022	-0.3828	-0.2586	-0.2173	-0.06	0.0166	-0.0569	-0.0511	-0.0402	-0.0771	-0.2672	-0.2581	-0.0884	-0.4887	-0.479	-0.2117	-0.1509	-0.4937	-0.4979	-0.2372	-0.1706	-0.1787	-0.1402	-0.2531	-0.2498	-0.1423	0.1827	0.0321
-160.1562	-0.1543	-0.3997	-0.0301	-0.3353	-0.2107	-0.1519	-0.0082	0.0441	-0.0215	-0.0122	-0.0154	-0.0417	-0.1928	-0.2204	-0.0608	-0.4601	-0.4161	-0.18	-0.1686	-0.4691	-0.4446	-0.2267	-0.1647	-0.1395	-0.1049	-0.1973	-0.2234	-0.0746	0.2216	0.0657
-156.25	-0.1054	-0.3583	0.044	-0.2821	-0.1686	-0.0857	0.0288	0.0693	0.0065	0.0088	-0.0103	-0.0319	-0.134	-0.196	-0.0461	-0.4286	-0.3627	-0.1629	-0.2012	-0.4463	-0.3943	-0.2251	-0.1768	-0.1195	-0.0844	-0.1621	-0.2094	-0.0225	0.2534	0.083
-152.3438	-0.0614	-0.3117	0.1087	-0.2319	-0.1402	-0.0274	0.0458	0.0874	0.0225	0.0098	-0.0249	-0.0469	-0.0962	-0.1884	-0.0473	-0.3995	-0.324	-0.1606	-0.2488	-0.4284	-0.3539	-0.2329	-0.2047	-0.1192	-0.0804	-0.1489	-0.208	0.0094	0.2761	0.0845
-148.4375	-0.0302	-0.2681	0.1548	-0.1929	-0.1317	0.0148	0.0409	0.0946	0.0242	-0.0073	-0.0551	-0.0805	-0.0808	-0.1983	-0.0645	-0.3774	-0.3029	-0.17	-0.3096	-0.4177	-0.3281	-0.2488	-0.2432	-0.1351	-0.0914	-0.1543	-0.2157	0.0207	0.2891	0.0737
-144.5312	-0.0164	-0.2347	0.1767	-0.1713	-0.1464	0.035	0.0159	0.089	0.0123	-0.0376	-0.0934	-0.1234	-0.0861	-0.2238	-0.0955	-0.3658	-0.2992	-0.1852	-0.3799	-0.4148	-0.3191	-0.2702	-0.2856	-0.1617	-0.1131	-0.1715	-0.227	0.0143	0.2927	0.0558
-140.625	-0.0209	-0.2166	0.1738	-0.1697	-0.1835	0.0314	-0.0243	0.0711	-0.0101	-0.0744	-0.1311	-0.1649	-0.1083	-0.2611	-0.1362	-0.3657	-0.3091	-0.1993	-0.4532	-0.4191	-0.3262	-0.2937	-0.3252	-0.1927	-0.1399	-0.1926	-0.2364	-0.0049	0.2874	0.0357
