time,FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-199.2188,-0.3383,-0.1206,-0.929,-0.0901,-0.2985,0.0835,0.1823,0.152,0.5397,0.2294,0.3539,-0.0103,0.0855,0.0433,-1.1711,-0.4792,-0.4933,-0.5993,-0.4403,-0.3665,-0.2184,-0.4102,-0.542,-0.2652,0.1059,-0.3922,-0.2186,-0.2581,-0.345,-0.2272
-195.3125,-0.3443,-0.2455,-0.9008,-0.2045,-0.2566,-0.0058,0.2452,0.1904,0.5619,0.265,0.3354,0.0749,0.1549,0.1437,-1.0105,-0.4553,-0.4721,-0.4924,-0.4161,-0.3066,-0.1102,-0.359,-0.4333,-0.0945,0.1612,-0.2579,-0.0899,-0.162,-0.3242,-0.228
-191.4062,-0.351,-0.346,-0.8715,-0.2931,-0.2059,-0.0748,0.3102,0.2222,0.5826,0.2995,0.3097,0.1543,0.2278,0.2475,-0.85,-0.416,-0.4437,-0.3965,-0.3857,-0.2338,0.0036,-0.3076,-0.3305,0.0647,0.2105,-0.1309,0.0312,-0.0717,-0.3015,-0.2246
-187.5,-0.3588,-0.4001,-0.8382,-0.3355,-0.1405,-0.1096,0.3786,0.2439,0.6001,0.3326,0.2736,0.2232,0.3074,0.3575,-0.6884,-0.3486,-0.4011,-0.32,-0.343,-0.1378,0.1282,-0.2548,-0.2394,0.2028,0.2485,-0.0172,0.139,0.0092,-0.2751,-0.2137
-183.5938,-0.3659,-0.3939,-0.7989,-0.3198,-0.0562,-0.1027,0.4518,0.2548,0.614,0.3646,0.2278,0.2798,0.3964,0.4753,-0.5238,-0.246,-0.3391,-0.267,-0.2837,-0.0128,0.2666,-0.1977,-0.1616,0.316,0.2735,0.08,0.2315,0.0792,-0.2435,-0.1921
-179.6875,-0.3692,-0.3237,-0.7526,-0.2449,0.0481,-0.0537,0.5299,0.2575,0.6248,0.3965,0.1765,0.3249,0.4953,0.6003,-0.3549,-0.1079,-0.2557,-0.2376,-0.2065,0.1411,0.4182,-0.1329,-0.0958,0.4054,0.2879,0.1605,0.3101,0.1388,-0.2059,-0.1573
-175.7812,-0.3643,-0.1977,-0.6994,-0.1206,0.1695,0.0308,0.6113,0.2563,0.6334,0.4287,0.127,0.3611,0.6022,0.7284,-0.1829,0.058,-0.1538,-0.2292,-0.1134,0.3166,0.5784,-0.0578,-0.0387,0.4758,0.2964,0.2261,0.3783,0.1902,-0.1624,-0.1088
-171.875,-0.3465,-0.0351,-0.6399,0.0349,0.3007,0.1385,0.6918,0.2563,0.6408,0.4606,0.0873,0.3911,0.7118,0.8523,-0.0131,0.2374,-0.041,-0.2369,-0.0101,0.5007,0.7378,0.0278,0.0128,0.5328,0.3031,0.2796,0.4393,0.2358,-0.1138,-0.0488
-167.9688,-0.3118,0.1382,-0.5749,0.198,0.4304,0.2536,0.7649,0.2611,0.6471,0.4894,0.0646,0.4162,0.8153,0.9619,0.1451,0.4114,0.0717,-0.2546,0.095,0.6759,0.8837,0.1209,0.0598,0.5803,0.3108,0.3236,0.4939,0.2769,-0.0618,0.0176
-164.0625,-0.2586,0.2937,-0.5052,0.3445,0.5448,0.3587,0.8221,0.2722,0.6509,0.511,0.0629,0.4357,0.9016,1.0455,0.2787,0.5603,0.172,-0.2757,0.1926,0.8237,1.0017,0.215,0.1011,0.6184,0.3189,0.3591,0.5396,0.3134,-0.0086,0.0829
-160.1562,-0.1902,0.4069,-0.4321,0.4531,0.6294,0.4378,0.854,0.2878,0.6495,0.5197,0.082,0.4468,0.9585,1.0913,0.374,0.6665,0.2487,-0.2933,0.2728,0.9273,1.078,0.3008,0.1332,0.6435,0.3242,0.3851,0.5705,0.3427,0.0428,0.1387
-156.25,-0.1153,0.4617,-0.3578,0.5089,0.6714,0.4784,0.851,0.303,0.639,0.5094,0.1168,0.4447,0.974,1.0887,0.4199,0.7181,0.2926,-0.3022,0.3269,0.9737,1.1013,0.3672,0.1511,0.6487,0.3213,0.3985,0.5781,0.3607,0.0887,0.1773
-152.3438,-0.0476,0.4521,-0.2866,0.5043,0.6618,0.473,0.8051,0.3101,0.6146,0.4743,0.1577,0.4241,0.9384,1.0302,0.4105,0.7096,0.2982,-0.2995,0.3479,0.9552,1.0638,0.4034,0.1495,0.6261,0.3042,0.3948,0.5542,0.3617,0.1247,0.1934
-148.4375,-0.0029,0.3829,-0.2245,0.4397,0.5961,0.4205,0.7107,0.3002,0.5717,0.4092,0.1926,0.3807,0.8457,0.9114,0.3473,0.6424,0.264,-0.2865,0.3312,0.8702,0.9621,0.4006,0.1245,0.5688,0.2678,0.3696,0.4923,0.3405,0.1457,0.1853
-144.5312,0.0055,0.2664,-0.1784,0.3214,0.4751,0.3258,0.5665,0.2652,0.5074,0.3115,0.2096,0.3122,0.6947,0.7328,0.2394,0.5242,0.1929,-0.2681,0.2756,0.7231,0.7976,0.3541,0.0746,0.4731,0.2098,0.3203,0.3902,0.2932,0.1472,0.1555
-140.625,-0.0299,0.1197,-0.1551,0.1606,0.3047,0.1994,0.3762,0.1997,0.4209,0.1811,0.1994,0.2199,0.4902,0.4994,0.1024,0.3668,0.0921,-0.2513,0.1836,0.5237,0.5766,0.2646,0.0023,0.34,0.1321,0.2467,0.2508,0.2186,0.1259,0.1101
-136.7188,-0.1083,-0.0394,-0.1584,-0.0292,0.0956,0.0552,0.1488,0.103,0.3146,0.0221,0.158,0.1083,0.2426,0.2218,-0.0449,0.1847,-0.0276,-0.2427,0.0623,0.2857,0.3102,0.1388,-0.0867,0.1754,0.0403,0.1525,0.0825,0.119,0.0812,0.0577
-132.8125,-0.2201,-0.1951,-0.1881,-0.2332,-0.1378,-0.0911,-0.1017,-0.0212,0.1933,-0.1572,0.0874,-0.0149,-0.0326,-0.0846,-0.1837,-0.0075,-0.1536,-0.2456,-0.0777,0.0256,0.0139,-0.0121,-0.1844,-0.0106,-0.0564,0.0442,-0.1021,0.0005,0.0155,0.0072
-128.9062,-0.3486,-0.3356,-0.2384,-0.4366,-0.378,-0.224,-0.3576,-0.1644,0.0644,-0.3442,-0.0047,-0.14,-0.3159,-0.4001,-0.2983,-0.1961,-0.2731,-0.2585,-0.2231,-0.239,-0.2935,-0.1734,-0.2811,-0.2046,-0.1471,-0.0692,-0.2873,-0.1273,-0.0648,-0.034
-125,-0.4738,-0.4525,-0.2988,-0.6245,-0.6053,-0.33,-0.5988,-0.3144,-0.0637,-0.5235,-0.1063,-0.2565,-0.5858,-0.7019,-0.3781,-0.3688,-0.3739,-0.275,-0.3586,-0.4904,-0.5901,-0.3285,-0.3673,-0.3912,-0.2212,-0.1773,-0.4566,-0.252,-0.1502,-0.0608
-121.0938,-0.5763,-0.5396,-0.3552,-0.7814,-0.7989,-0.3986,-0.805,-0.4569,-0.1826,-0.6778,-0.2033,-0.3542,-0.8205,-0.9661,-0.4174,-0.5148,-0.4455,-0.2853,-0.4688,-0.7117,-0.8534,-0.461,-0.4341,-0.5546,-0.2697,-0.2697,-0.5938,-0.3603,-0.2289,-0.0713
