time,FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-199.2188,0.0762,0.045,0.0252,-0.0466,-0.1011,-0.6452,-0.0187,-0.2145,0.4077,0.6937,0.1405,-0.2607,-0.3451,-0.1033,-0.2242,-0.0108,-0.0437,0.042,0.1792,-0.2216,-0.2124,0.2301,0.4727,0.4025,-0.0964,-0.2872,0.1812,0.301,0.1942,0.4268
-195.3125,-0.029,-0.1603,-0.1335,-0.2311,-0.3074,-0.6023,-0.2119,-0.2418,0.2438,0.4769,-0.044,-0.3441,-0.5847,-0.4075,-0.3119,-0.303,-0.3028,-0.0449,0.0322,-0.5273,-0.5326,0.1158,0.4587,0.1667,-0.0096,-0.2237,0.0836,0.2637,0.129,0.2485
-191.4062,-0.123,-0.3369,-0.2716,-0.3903,-0.4853,-0.5539,-0.3707,-0.2564,0.0993,0.2904,-0.2144,-0.4077,-0.7849,-0.6706,-0.3844,-0.5596,-0.5362,-0.1257,-0.1074,-0.7955,-0.813,0.0036,0.4211,-0.0407,0.0633,-0.1593,-0.0019,0.2309,0.0766,0.0848
-187.5,-0.1955,-0.462,-0.3726,-0.5031,-0.6117,-0.4975,-0.469,-0.2479,-0.0116,0.1588,-0.3596,-0.435,-0.9145,-0.8579,-0.4281,-0.7511,-0.7198,-0.1955,-0.2302,-0.9947,-1.0197,-0.1005,0.3474,-0.1938,0.1159,-0.0932,-0.0662,0.2052,0.0459,-0.0519
-183.5938,-0.2402,-0.5239,-0.4263,-0.5584,-0.6733,-0.432,-0.4919,-0.2114,-0.08,0.0963,-0.4715,-0.4185,-0.9565,-0.9493,-0.4359,-0.8617,-0.8378,-0.2514,-0.3291,-1.1077,-1.1337,-0.1915,0.2356,-0.2786,0.1442,-0.0264,-0.1049,0.1876,0.0419,-0.1541
-179.6875,-0.2557,-0.5229,-0.43,-0.5558,-0.668,-0.3584,-0.4376,-0.1475,-0.1037,0.1049,-0.5452,-0.3602,-0.9106,-0.9417,-0.4081,-0.8907,-0.8846,-0.2921,-0.4002,-1.1333,-1.152,-0.2651,0.0943,-0.294,0.1484,0.0389,-0.1191,0.1776,0.0643,-0.2194
-175.7812,-0.2449,-0.4693,-0.387,-0.5038,-0.6035,-0.2788,-0.3167,-0.0611,-0.0864,0.1755,-0.5795,-0.27,-0.7906,-0.8472,-0.3506,-0.8504,-0.864,-0.317,-0.4425,-1.0835,-1.0858,-0.3181,-0.0603,-0.2505,0.1339,0.0996,-0.1143,0.173,0.1087,-0.25
-171.875,-0.2129,-0.3797,-0.305,-0.4164,-0.4941,-0.1956,-0.1485,0.0398,-0.0368,0.2909,-0.5766,-0.1627,-0.6206,-0.6884,-0.2734,-0.7608,-0.7873,-0.3255,-0.457,-0.9787,-0.9548,-0.3484,-0.2085,-0.1657,0.1115,0.1525,-0.0983,0.1712,0.1673,-0.251
-167.9688,-0.1659,-0.2724,-0.1947,-0.3091,-0.357,-0.1117,0.0423,0.1464,0.0329,0.4297,-0.542,-0.0535,-0.4283,-0.4924,-0.1873,-0.6442,-0.6699,-0.3176,-0.4456,-0.841,-0.7822,-0.3545,-0.3308,-0.0597,0.0948,0.1952,-0.0796,0.1688,0.2308,-0.2287
-164.0625,-0.109,-0.1632,-0.067,-0.1953,-0.2086,-0.0293,0.2313,0.2505,0.1099,0.5712,-0.4837,0.0449,-0.2397,-0.2858,-0.1016,-0.5196,-0.5287,-0.2943,-0.4103,-0.6897,-0.5892,-0.3358,-0.4102,0.0489,0.0972,0.2265,-0.0652,0.1627,0.2901,-0.19
