time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-0.7799	-1.283	-0.0561	-0.8947	-0.4937	-0.1558	0.2018	0.3017	0.2494	-0.0033	0.28	0.1181	-0.1348	-0.5025	-0.9453	-1.1811	-0.6611	-0.5714	-0.3298	-0.9884	-0.6507	-0.1294	-0.1258	-0.2121	-0.3027	-0.1784	-0.082	-0.2083	-0.2144	-0.5688
-195.3125	-1.0092	-1.2627	-0.4195	-0.8848	-0.5036	-0.2829	0.1546	0.2476	0.171	-0.0084	0.2444	0.1435	-0.1001	-0.4706	-0.8609	-1.2643	-0.7719	-0.5792	-0.4751	-1.0555	-0.6814	-0.2701	-0.2842	-0.1829	-0.2877	-0.1178	-0.0391	-0.1253	-0.3852	-0.6625
-191.4062	-1.2011	-1.2574	-0.7533	-0.8864	-0.5191	-0.4138	0.1127	0.1898	0.0952	-0.0142	0.2103	0.168	-0.0582	-0.4336	-0.7787	-1.3353	-0.8676	-0.5795	-0.5997	-1.1113	-0.7035	-0.3837	-0.4164	-0.1461	-0.2661	-0.0563	0.0053	-0.0425	-0.548	-0.7327
-187.5	-1.3318	-1.2729	-1.0341	-0.9045	-0.5424	-0.5498	0.0807	0.1249	0.0248	-0.019	0.1789	0.1904	-0.0035	-0.3867	-0.6994	-1.3811	-0.9322	-0.5641	-0.6851	-1.1444	-0.7085	-0.4492	-0.5011	-0.0947	-0.2307	0.0085	0.0541	0.04	-0.6941	-0.7636
-183.5938	-1.3897	-1.3078	-1.2433	-0.9385	-0.5724	-0.6874	0.0624	0.0519	-0.0379	-0.02	0.1517	0.2103	0.0681	-0.3256	-0.6265	-1.3899	-0.9509	-0.526	-0.7166	-1.1445	-0.6885	-0.4518	-0.5232	-0.0232	-0.1754	0.0794	0.1109	0.1218	-0.817	-0.7466
-179.6875	-1.3767	-1.3526	-1.3692	-0.9812	-0.6037	-0.817	0.0598	-0.0275	-0.0917	-0.0132	0.1301	0.2274	0.1576	-0.2473	-0.5649	-1.3523	-0.9121	-0.4611	-0.6855	-1.1031	-0.6374	-0.3864	-0.4764	0.0715	-0.0968	0.1584	0.1788	0.2019	-0.9116	-0.6817
-175.7812	-1.3067	-1.3912	-1.408	-1.0196	-0.6281	-0.9243	0.0736	-0.1082	-0.1357	0.005	0.1148	0.2413	0.2622	-0.1511	-0.5179	-1.2631	-0.8107	-0.3691	-0.5917	-1.0159	-0.5525	-0.259	-0.3652	0.1876	0.0038	0.2448	0.2583	0.2777	-0.9738	-0.5769
-171.875	-1.201	-1.4041	-1.3652	-1.0374	-0.6354	-0.9923	0.1025	-0.1828	-0.1694	0.0366	0.106	0.2504	0.3746	-0.0398	-0.4838	-1.1228	-0.6505	-0.2536	-0.4448	-0.8838	-0.436	-0.0871	-0.2056	0.3174	0.1197	0.3345	0.3462	0.3445	-1.0004	-0.4468
-167.9688	-1.0825	-1.3735	-1.2546	-1.0194	-0.6169	-1.0059	0.1432	-0.2429	-0.1923	0.0809	0.1027	0.2522	0.4833	0.08	-0.4563	-0.9386	-0.4445	-0.1227	-0.2632	-0.7138	-0.2953	0.1033	-0.0229	0.4473	0.2384	0.4195	0.4346	0.3962	-0.9896	-0.3091
-164.0625	-0.9708	-1.2878	-1.0965	-0.9551	-0.5676	-0.9557	0.1904	-0.281	-0.2037	0.1337	0.1028	0.2434	0.5742	0.1982	-0.4249	-0.7242	-0.2135	0.0125	-0.071	-0.519	-0.1432	0.282	0.1528	0.5594	0.344	0.4888	0.5113	0.4257	-0.9418	-0.1819
-160.1562	-0.8774	-1.1451	-0.9133	-0.8424	-0.4885	-0.8418	0.2363	-0.2933	-0.2032	0.1871	0.1026	0.2205	0.6329	0.3025	-0.3789	-0.4976	0.0177	0.1389	0.1067	-0.3164	0.0045	0.4215	0.2925	0.6351	0.42	0.5304	0.5619	0.4263	-0.8602	-0.0799
-156.25	-0.8037	-0.9549	-0.7253	-0.6889	-0.3873	-0.6748	0.2715	-0.2805	-0.192	0.231	0.0975	0.1808	0.6469	0.3803	-0.3103	-0.2789	0.2249	0.244	0.2483	-0.1246	0.131	0.5018	0.3749	0.6585	0.4532	0.5332	0.5723	0.3932	-0.7514	-0.0122
-152.3438	-0.7424	-0.7369	-0.5473	-0.5111	-0.2776	-0.4746	0.286	-0.2483	-0.173	0.254	0.0823	0.123	0.6077	0.4209	-0.2168	-0.0866	0.388	0.3171	0.3395	0.0388	0.2217	0.5143	0.3898	0.6197	0.4359	0.4901	0.5321	0.3249	-0.6248	0.0193
-148.4375	-0.6811	-0.5167	-0.3877	-0.331	-0.1766	-0.2667	0.2702	-0.2065	-0.1515	0.2457	0.0529	0.0484	0.5126	0.417	-0.1031	0.0642	0.494	0.3515	0.3745	0.1604	0.266	0.4619	0.3393	0.5167	0.3679	0.3992	0.4366	0.2242	-0.4914	0.0199
-144.5312	-0.6079	-0.3206	-0.2497	-0.1714	-0.1012	-0.0772	0.2176	-0.1666	-0.1342	0.1984	0.0067	-0.0388	0.3649	0.3657	0.0193	0.1644	0.5394	0.3446	0.3563	0.2327	0.2591	0.3569	0.2362	0.3563	0.2563	0.2656	0.2887	0.0989	-0.3624	0.0003
-140.625	-0.5169	-0.1698	-0.1345	-0.0512	-0.0645	0.0718	0.1258	-0.1391	-0.1281	0.1099	-0.0555	-0.132	0.1738	0.269	0.1337	0.2119	0.5291	0.2989	0.2943	0.2547	0.2027	0.2175	0.0994	0.1526	0.1149	0.1011	0.0994	-0.0386	-0.2474	-0.0262
-136.7188	-0.411	-0.0761	-0.0429	0.0188	-0.0729	0.1665	-0.0022	-0.1308	-0.138	-0.0162	-0.1296	-0.2223	-0.0463	0.1336	0.2213	0.211	0.4755	0.2205	0.2021	0.2318	0.1043	0.0628	-0.05	-0.0747	-0.0384	-0.0771	-0.1138	-0.1731	-0.1526	-0.0461
-132.8125	-0.3013	-0.0395	0.0225	0.0372	-0.1244	0.2027	-0.157	-0.1436	-0.1651	-0.1689	-0.2082	-0.3008	-0.2776	-0.0296	0.2662	0.1711	0.3947	0.1193	0.0942	0.1745	-0.0241	-0.0902	-0.1931	-0.3034	-0.1847	-0.249	-0.3295	-0.2894	-0.08	-0.0484
-128.9062	-0.2037	-0.0501	0.0586	0.0115	-0.2087	0.1864	-0.3242	-0.1736	-0.2065	-0.3319	-0.2822	-0.3593	-0.5008	-0.2065	0.2597	0.1047	0.3021	0.0065	-0.0168	0.0956	-0.1675	-0.229	-0.3158	-0.5119	-0.3068	-0.3956	-0.5255	-0.3749	-0.0268	-0.0265
-125	-0.1339	-0.0912	0.0634	-0.0449	-0.31	0.1312	-0.4858	-0.2126	-0.2551	-0.4857	-0.342	-0.392	-0.697	-0.381	0.203	0.0248	0.2084	-0.1062	-0.1214	0.0081	-0.3102	-0.3461	-0.4094	-0.6818	-0.3921	-0.5017	-0.682	-0.4221	0.0133	0.021
-121.0938	-0.1016	-0.144	0.0393	-0.116	-0.4092	0.0555	-0.6227	-0.2504	-0.3015	-0.6108	-0.38	-0.3962	-0.8496	-0.5368	0.1075	-0.0574	0.1184	-0.2086	-0.2144	-0.077	-0.4379	-0.438	-0.4701	-0.7998	-0.4338	-0.558	-0.7846	-0.4289	0.0485	0.0903
-117.1875	-0.1071	-0.1919	-0.0055	-0.1864	-0.4878	-0.0209	-0.7182	-0.2778	-0.3361	-0.6914	-0.3919	-0.3729	-0.9462	-0.6586	-0.0084	-0.1331	0.0323	-0.2925	-0.2933	-0.1514	-0.5382	-0.5033	-0.4977	-0.8593	-0.4308	-0.5619	-0.8255	-0.3984	0.0867	0.1728
-113.2812	-0.1398	-0.2233	-0.0573	-0.2437	-0.5304	-0.08	-0.7604	-0.2883	-0.3512	-0.718	-0.3774	-0.3261	-0.9797	-0.7344	-0.1239	-0.1959	-0.0519	-0.3526	-0.3573	-0.21	-0.6023	-0.5419	-0.494	-0.8596	-0.3871	-0.5168	-0.8041	-0.3376	0.1337	0.2565
-109.375	-0.1804	-0.2329	-0.1002	-0.2791	-0.5273	-0.1081	-0.744	-0.2796	-0.3424	-0.6886	-0.3407	-0.2629	-0.9488	-0.7564	-0.2199	-0.2416	-0.1348	-0.3863	-0.4057	-0.2499	-0.6244	-0.5531	-0.4618	-0.806	-0.3107	-0.431	-0.726	-0.2562	0.1906	0.3279
-105.4688	-0.2057	-0.2202	-0.1204	-0.2879	-0.4753	-0.0972	-0.6713	-0.2531	-0.3096	-0.6091	-0.2886	-0.1923	-0.8586	-0.7227	-0.2828	-0.2673	-0.2143	-0.3935	-0.4376	-0.2699	-0.6029	-0.537	-0.4052	-0.7083	-0.212	-0.3167	-0.6025	-0.1649	0.2538	0.3738
-101.5625	-0.1948	-0.1884	-0.11	-0.2684	-0.3778	-0.0459	-0.5515	-0.2125	-0.2562	-0.4912	-0.2299	-0.124	-0.7193	-0.6375	-0.3071	-0.271	-0.286	-0.3765	-0.4517	-0.2698	-0.5395	-0.4945	-0.3294	-0.5787	-0.1027	-0.1875	-0.4483	-0.0747	0.3147	0.3833
-97.6562	-0.1362	-0.1421	-0.0693	-0.2217	-0.2438	0.0406	-0.3987	-0.1625	-0.1878	-0.3498	-0.1724	-0.0669	-0.5453	-0.5105	-0.2958	-0.2514	-0.3441	-0.3402	-0.4474	-0.2497	-0.4396	-0.4285	-0.2411	-0.4307	0.006	-0.0577	-0.2794	0.0045	0.3622	0.3502
-93.75	-0.0313	-0.0853	-0.0062	-0.151	-0.0867	0.1519	-0.2295	-0.1069	-0.1106	-0.2001	-0.1212	-0.0271	-0.3526	-0.3555	-0.2596	-0.2086	-0.3832	-0.2909	-0.4251	-0.2104	-0.3113	-0.3442	-0.1482	-0.2765	0.1043	0.0599	-0.1114	0.065	0.3856	0.2737
-89.8438	0.1052	-0.0203	0.0667	-0.061	0.0785	0.2741	-0.0602	-0.0481	-0.0306	-0.0554	-0.0785	-0.0074	-0.157	-0.188	-0.2145	-0.1441	-0.3995	-0.236	-0.3861	-0.1532	-0.1644	-0.2484	-0.0594	-0.1266	0.1847	0.1551	0.0425	0.1019	0.378	0.1599
-85.9375	0.2495	0.0521	0.1359	0.042	0.237	0.3925	0.0957	0.0127	0.0475	0.075	-0.0431	-0.0065	0.0276	-0.0229	-0.1769	-0.061	-0.3916	-0.1826	-0.3329	-0.0802	-0.0098	-0.1489	0.0172	0.011	0.2421	0.2203	0.1716	0.1132	0.3391	0.0208
-82.0312	0.3762	0.1325	0.1925	0.1514	0.3762	0.4941	0.2287	0.0749	0.1199	0.1857	-0.0124	-0.0202	0.1903	0.1277	-0.1573	0.036	-0.3609	-0.1359	-0.2691	0.0056	0.142	-0.0538	0.075	0.1303	0.2736	0.2515	0.2688	0.0994	0.2757	-0.1267
-78.125	0.4656	0.2217	0.2337	0.2604	0.4872	0.5698	0.3331	0.1372	0.1833	0.2744	0.0162	-0.0424	0.3233	0.2551	-0.1564	0.1413	-0.312	-0.0982	-0.1988	0.1001	0.2813	0.0301	0.11	0.2271	0.2785	0.2481	0.3298	0.0641	0.2007	-0.2639
-74.2188	0.5098	0.3196	0.2638	0.3629	0.5657	0.6151	0.4068	0.1969	0.2355	0.341	0.0442	-0.0661	0.4219	0.355	-0.1624	0.2491	-0.2524	-0.0685	-0.1267	0.1986	0.3998	0.0973	0.1216	0.298	0.2585	0.2135	0.3537	0.0127	0.1302	-0.3726
-70.3125	0.5147	0.4254	0.291	0.4547	0.6112	0.6303	0.4501	0.2499	0.2744	0.3861	0.0711	-0.0848	0.4839	0.4261	-0.1548	0.3544	-0.1902	-0.0427	-0.0568	0.2963	0.4922	0.1447	0.1134	0.3407	0.2176	0.1545	0.3428	-0.0475	0.0799	-0.4386
-66.4062	0.4979	0.5371	0.3249	0.5338	0.6271	0.6189	0.4643	0.2909	0.2988	0.4102	0.0953	-0.0934	0.509	0.47	-0.1111	0.454	-0.1323	-0.0148	0.0078	0.3893	0.5558	0.1719	0.0921	0.3546	0.1627	0.0812	0.3024	-0.1077	0.0614	-0.4529
-62.5	0.4831	0.6523	0.3733	0.6005	0.6193	0.5867	0.4509	0.3148	0.3075	0.4131	0.1137	-0.0892	0.4991	0.4896	-0.015	0.5472	-0.0816	0.0211	0.0668	0.4754	0.5914	0.1818	0.0674	0.3417	0.102	0.0055	0.2405	-0.1596	0.0805	-0.4132
-58.5938	0.4935	0.7681	0.4407	0.657	0.595	0.5401	0.412	0.3177	0.2998	0.3945	0.1229	-0.0723	0.4581	0.4891	0.137	0.6357	-0.0348	0.0698	0.1232	0.5544	0.6032	0.1801	0.0505	0.3065	0.045	-0.0609	0.1675	-0.1954	0.1361	-0.3229
-54.6875	0.546	0.8821	0.5284	0.7065	0.562	0.4852	0.3505	0.2986	0.2752	0.3544	0.1203	-0.0456	0.3922	0.4731	0.3328	0.7222	0.0168	0.1336	0.1827	0.628	0.5981	0.1753	0.0518	0.2569	-0.0001	-0.1082	0.0942	-0.2094	0.2216	-0.1904
-50.7812	0.6469	0.9914	0.6336	0.7523	0.5277	0.4278	0.2711	0.2597	0.2352	0.295	0.105	-0.0137	0.3102	0.447	0.5471	0.8096	0.085	0.2115	0.2526	0.6986	0.5845	0.1765	0.0792	0.2028	-0.0272	-0.1303	0.0313	-0.1988	0.3262	-0.0282
-46.875	0.7907	1.0935	0.7498	0.7963	0.4989	0.3724	0.1809	0.2065	0.1832	0.2213	0.0788	0.0185	0.2222	0.4163	0.7476	0.898	0.1802	0.2996	0.3386	0.7676	0.5704	0.1918	0.1359	0.1542	-0.0343	-0.1261	-0.0135	-0.1638	0.437	0.1484
