FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-0.0399,-0.196,0.1944,0.2436,0.4595,0.1858,0.2188,0.0921,0.0208,0.0457,-0.2849,-0.0983,0.2126,0.7302,0.389,0.0146,0.5185,0.8456,0.7975,0.6721,0.8696,1.3055,0.9863,0.3896,0.1258,-0.1575,-0.3661,-0.251,0.8153,1.2119
0.167,-0.023,0.3635,0.395,0.5431,0.3009,0.2282,0.087,-0.0484,0.0375,-0.1973,-0.119,0.2557,0.7952,0.3371,0.1203,0.4855,0.7646,0.7709,0.7657,0.9513,1.2621,0.9209,0.4698,0.0956,-0.1514,-0.3421,-0.3096,0.6943,1.0651
0.3612,0.1407,0.5164,0.5384,0.6266,0.4064,0.2383,0.0819,-0.1148,0.0333,-0.1157,-0.1313,0.3057,0.8607,0.291,0.2227,0.4572,0.6892,0.7499,0.8576,1.0312,1.228,0.8665,0.5468,0.0728,-0.143,-0.3106,-0.355,0.5832,0.9335
0.5314,0.2876,0.6408,0.6659,0.7091,0.494,0.2475,0.0755,-0.1773,0.0354,-0.0485,-0.1309,0.3661,0.9258,0.2591,0.3191,0.4398,0.6289,0.7394,0.946,1.1064,1.2102,0.8302,0.6173,0.0618,-0.1319,-0.267,-0.3777,0.4901,0.8276
0.6686,0.4114,0.7282,0.7716,0.7893,0.5585,0.2543,0.0675,-0.2331,0.0456,-0.0021,-0.1165,0.4365,0.9877,0.2459,0.4063,0.4367,0.5909,0.7422,1.0273,1.1735,1.2114,0.8156,0.6771,0.0634,-0.1195,-0.211,-0.3742,0.4205,0.7536
0.7678,0.5086,0.7747,0.8524,0.8659,0.5982,0.2565,0.0591,-0.2784,0.0651,0.0201,-0.0904,0.5118,1.0417,0.2522,0.4809,0.4479,0.5789,0.7578,1.0971,1.2284,1.2301,0.8218,0.721,0.0739,-0.1093,-0.147,-0.3473,0.3771,0.7122
0.828,0.5785,0.7817,0.9082,0.9363,0.6149,0.2518,0.0522,-0.3089,0.0934,0.0176,-0.0576,0.5834,1.082,0.2751,0.5408,0.4713,0.5932,0.7838,1.1516,1.2674,1.2604,0.8438,0.744,0.0864,-0.1051,-0.0829,-0.3048,0.3597,0.6993
0.8524,0.6234,0.7555,0.9416,0.9969,0.6125,0.2379,0.0485,-0.3216,0.1279,-0.0073,-0.0246,0.6412,1.1032,0.3101,0.5856,0.5033,0.6305,0.8162,1.1888,1.2888,1.2939,0.8737,0.7425,0.0926,-0.1107,-0.0279,-0.2568,0.3654,0.7076
0.8476,0.6479,0.7057,0.9568,1.0428,0.5954,0.2127,0.0485,-0.3159,0.1636,-0.05,0.0024,0.6752,1.1012,0.3511,0.6167,0.5403,0.6844,0.8504,1.2093,1.2925,1.3213,0.9021,0.7146,0.0844,-0.1278,0.0103,-0.2128,0.3893,0.7282
0.8217,0.6581,0.6438,0.9584,1.0682,0.5673,0.1746,0.0513,-0.2943,0.1939,-0.1043,0.019,0.6784,1.0744,0.3924,0.6372,0.5785,0.7463,0.8822,1.2157,1.2807,1.3344,0.92,0.6616,0.0575,-0.1552,0.0274,-0.1789,0.4248,0.7523
0.7832,0.66,0.5804,0.9506,1.068,0.5307,0.123,0.0543,-0.2622,0.2116,-0.1626,0.0237,0.6481,1.024,0.4284,0.6502,0.6139,0.8055,0.9076,1.2119,1.2567,1.3277,0.9202,0.5881,0.0117,-0.1887,0.0245,-0.1565,0.4639,0.7715
0.7393,0.6584,0.5237,0.9359,1.039,0.4872,0.059,0.0546,-0.226,0.2117,-0.2166,0.0184,0.5873,0.9542,0.4546,0.6581,0.642,0.8502,0.9231,1.2017,1.2244,1.299,0.8983,0.5022,-0.0475,-0.2213,0.0075,-0.1424,0.4979,0.7795
0.6953,0.6561,0.4787,0.9159,0.9819,0.4384,-0.014,0.0506,-0.1918,0.1926,-0.2576,0.0077,0.5041,0.872,0.4676,0.6618,0.6575,0.869,0.9261,1.1874,1.1877,1.2496,0.8535,0.414,-0.1112,-0.2449,-0.0143,-0.1301,0.5186,0.7717
0.6544,0.6537,0.4463,0.8909,0.9025,0.3869,-0.0899,0.0425,-0.1633,0.1566,-0.2775,-0.0018,0.4109,0.7857,0.4656,0.6605,0.6555,0.8526,0.9144,1.1702,1.1498,1.1834,0.789,0.3336,-0.1693,-0.2526,-0.0305,-0.1128,0.52,0.7466
0.6177,0.6509,0.4245,0.8615,0.811,0.3369,-0.1606,0.0327,-0.1416,0.1099,-0.2707,-0.0039,0.3214,0.7039,0.4484,0.6527,0.6327,0.7967,0.8875,1.15,1.113,1.1053,0.7115,0.2694,-0.2135,-0.2406,-0.0332,-0.0855,0.4998,0.7058
0.5853,0.6468,0.4097,0.8284,0.7203,0.2943,-0.2179,0.0252,-0.1251,0.06,-0.2353,0.006,0.2477,0.6335,0.4178,0.6368,0.5892,0.7039,0.8465,1.1261,1.0784,1.0209,0.6298,0.2256,-0.2398,-0.2098,-0.0187,-0.0475,0.4606,0.6536
0.5564,0.6413,0.399,0.7934,0.6431,0.2652,-0.255,0.0242,-0.1108,0.0147,-0.1736,0.0292,0.198,0.5785,0.3779,0.6125,0.5294,0.5843,0.7942,1.0977,1.0462,0.9345,0.5533,0.2016,-0.249,-0.1657,0.0108,-0.0025,0.4088,0.5964
0.5294,0.6352,0.391,0.758,0.5897,0.2547,-0.2682,0.0325,-0.0956,-0.0204,-0.0925,0.0639,0.1749,0.5396,0.3344,0.5806,0.4611,0.4535,0.7345,1.0639,1.0151,0.849,0.4894,0.1925,-0.246,-0.1177,0.0485,0.0429,0.3531,0.5408
0.5025,0.6301,0.3868,0.7241,0.5646,0.2655,-0.2579,0.0509,-0.0768,-0.0424,-0.0017,0.1057,0.1753,0.5142,0.2937,0.5434,0.3943,0.3288,0.6716,1.0242,0.9829,0.7652,0.442,0.1907,-0.2375,-0.0759,0.0849,0.0807,0.3019,0.4917
0.4734,0.627,0.3883,0.692,0.5662,0.2959,-0.2284,0.0779,-0.0534,-0.0505,0.0881,0.1488,0.1918,0.497,0.2617,0.5036,0.3381,0.2253,0.6088,0.9775,0.9464,0.682,0.4103,0.1876,-0.2297,-0.0493,0.1106,0.1045,0.2612,0.4515
0.4403,0.6254,0.397,0.6606,0.5871,0.3397,-0.1862,0.1099,-0.0254,-0.0457,0.1677,0.1874,0.2148,0.4815,0.2419,0.4634,0.2983,0.1516,0.5479,0.9224,0.9015,0.5969,0.3891,0.1763,-0.2259,-0.0428,0.1192,0.1112,0.233,0.4189
0.4021,0.6226,0.4121,0.6269,0.6153,0.3866,-0.1386,0.1423,0.006,-0.0297,0.2304,0.2165,0.2348,0.4605,0.2346,0.424,0.2761,0.1082,0.4883,0.8566,0.8439,0.507,0.3705,0.1529,-0.226,-0.0561,0.1085,0.1016,0.215,0.3893
0.3583,0.6142,0.4304,0.5868,0.6376,0.4245,-0.0912,0.1705,0.0391,-0.0045,0.2735,0.2327,0.2447,0.4279,0.2368,0.3847,0.2673,0.0878,0.4277,0.7777,0.7692,0.4096,0.3453,0.1167,-0.2267,-0.0842,0.0807,0.0798,0.202,0.3564
0.3096,0.5947,0.4458,0.5361,0.642,0.4417,-0.0464,0.1912,0.0723,0.0282,0.2974,0.2346,0.2407,0.38,0.2427,0.3439,0.2637,0.0781,0.363,0.6835,0.6744,0.3042,0.3061,0.0707,-0.2223,-0.1178,0.0425,0.0525,0.1875,0.314
0.2571,0.5599,0.4512,0.4719,0.6206,0.4303,-0.0028,0.2037,0.1049,0.0674,0.3054,0.2229,0.2235,0.3161,0.2457,0.299,0.2555,0.0652,0.2915,0.573,0.5589,0.192,0.2493,0.0207,-0.2068,-0.146,0.003,0.0266,0.1662,0.2581
0.2024,0.5076,0.4393,0.3941,0.5713,0.3874,0.0448,0.2096,0.1373,0.1124,0.3026,0.2002,0.1976,0.239,0.24,0.2474,0.2332,0.0383,0.2123,0.4473,0.4248,0.0769,0.1757,-0.0255,-0.176,-0.1586,-0.0279,0.0085,0.1351,0.1874
0.1468,0.4384,0.4043,0.3049,0.4972,0.3162,0.1032,0.2131,0.1713,0.1631,0.2953,0.171,0.1702,0.155,0.2221,0.1874,0.1904,-0.0083,0.1264,0.3092,0.2776,-0.0357,0.0909,-0.0597,-0.1283,-0.1478,-0.0413,0.0025,0.0944,0.1043
0.0911,0.3554,0.3432,0.2084,0.4051,0.2244,0.1782,0.2193,0.2095,0.2193,0.2898,0.1407,0.1494,0.0718,0.1912,0.1185,0.1255,-0.0732,0.0369,0.1631,0.1243,-0.1401,0.0033,-0.0753,-0.0662,-0.1107,-0.0312,0.0108,0.0469,0.0132
0.0352,0.2636,0.2567,0.1093,0.3026,0.1219,0.2718,0.2327,0.2545,0.2801,0.292,0.1147,0.1415,-0.0032,0.1493,0.0415,0.042,-0.1496,-0.0524,0.014,-0.0269,-0.2319,-0.0782,-0.0687,0.0045,-0.0493,0.0043,0.0331,-0.0034,-0.0803
-0.0219,0.1679,0.1494,0.0111,0.1957,0.0185,0.3806,0.2554,0.3073,0.3431,0.3062,0.0974,0.1496,-0.0644,0.1002,-0.0421,-0.0524,-0.2269,-0.1378,-0.1332,-0.1696,-0.3089,-0.1467,-0.0409,0.0758,0.0298,0.0623,0.0672,-0.0527,-0.1709
-0.0818,0.072,0.0277,-0.0848,0.0863,-0.0793,0.4944,0.2856,0.3664,0.4034,0.3339,0.0913,0.1715,-0.1105,0.0479,-0.1294,-0.1471,-0.294,-0.2168,-0.2753,-0.2996,-0.3721,-0.1989,0.0025,0.1391,0.1165,0.1357,0.1096,-0.0984,-0.2551
-0.1467,-0.0228,-0.1014,-0.1798,-0.0279,-0.169,0.5971,0.317,0.4268,0.4539,0.3725,0.0963,0.1996,-0.1448,-0.0039,-0.2178,-0.2319,-0.3424,-0.289,-0.4102,-0.4163,-0.4251,-0.236,0.052,0.1873,0.2002,0.2142,0.1563,-0.1404,-0.3315
-0.2183,-0.1179,-0.2327,-0.2776,-0.1527,-0.2529,0.6687,0.3392,0.4799,0.4848,0.4154,0.1096,0.222,-0.1748,-0.0531,-0.3045,-0.2991,-0.3684,-0.3554,-0.5378,-0.5223,-0.4733,-0.2634,0.0954,0.2163,0.2711,0.2866,0.2034,-0.1808,-0.4012
-0.2974,-0.2164,-0.3637,-0.383,-0.2947,-0.3368,0.6901,0.3401,0.5144,0.4857,0.4522,0.1268,0.225,-0.2106,-0.0993,-0.3868,-0.3457,-0.3743,-0.4188,-0.6593,-0.6224,-0.5232,-0.2887,0.1208,0.2259,0.3232,0.3426,0.248,-0.2238,-0.4671
-0.3836,-0.3216,-0.4937,-0.5005,-0.4586,-0.427,0.6468,0.308,0.5187,0.4481,0.4711,0.1426,0.1958,-0.2631,-0.1429,-0.4627,-0.374,-0.3678,-0.4821,-0.7764,-0.7222,-0.5803,-0.3204,0.1183,0.2197,0.3544,0.3756,0.2884,-0.2737,-0.5329
-0.4754,-0.4351,-0.6224,-0.6318,-0.6449,-0.5279,0.5335,0.2355,0.4837,0.3672,0.461,0.1521,0.1261,-0.3408,-0.185,-0.5303,-0.3904,-0.3597,-0.548,-0.891,-0.8267,-0.6487,-0.3649,0.0827,0.2038,0.3669,0.3832,0.3235,-0.3339,-0.6015
-0.5699,-0.5552,-0.7482,-0.7751,-0.8486,-0.6393,0.3566,0.1218,0.4054,0.2447,0.4149,0.1519,0.0144,-0.4481,-0.2269,-0.5884,-0.4039,-0.3618,-0.6179,-1.0046,-0.9393,-0.7304,-0.4258,0.0139,0.1856,0.3657,0.3677,0.3531,-0.405,-0.6741
-0.6633,-0.6773,-0.8671,-0.9244,-1.059,-0.7555,0.1332,-0.026,0.2871,0.0894,0.3317,0.1404,-0.1334,-0.5836,-0.27,-0.6363,-0.4234,-0.383,-0.6922,-1.1174,-1.0608,-0.825,-0.5029,-0.0825,0.1717,0.3567,0.3351,0.3764,-0.4847,-0.7494
-0.7515,-0.7943,-0.9722,-1.0708,-1.2616,-0.8659,-0.1108,-0.1935,0.1399,-0.0842,0.2171,0.1184,-0.3047,-0.7404,-0.3161,-0.674,-0.4557,-0.4283,-0.7699,-1.2283,-1.1896,-0.9307,-0.5932,-0.1969,0.1665,0.3452,0.293,0.3921,-0.5674,-0.8238
-0.8306,-0.8988,-1.0555,-1.2041,-1.4403,-0.9573,-0.3459,-0.3613,-0.0189,-0.2577,0.0824,0.0879,-0.4826,-0.9076,-0.3675,-0.7026,-0.504,-0.4972,-0.8496,-1.3352,-1.3216,-1.0444,-0.692,-0.3184,0.1707,0.3337,0.2486,0.3979,-0.6455,-0.8925
-0.8976,-0.9847,-1.1091,-1.3142,-1.5804,-1.0168,-0.5442,-0.5084,-0.1686,-0.4124,-0.057,0.0518,-0.6496,-1.0717,-0.4256,-0.7237,-0.5674,-0.5845,-0.9298,-1.4343,-1.4509,-1.1627,-0.7948,-0.4367,0.1819,0.3219,0.2062,0.391,-0.7111,-0.9505
-0.9502,-1.0481,-1.1277,-1.3931,-1.6706,-1.0345,-0.684,-0.6161,-0.2885,-0.5325,-0.1855,0.0123,-0.7901,-1.2191,-0.4904,-0.7389,-0.6412,-0.682,-1.0084,-1.5213,-1.5702,-1.2818,-0.8976,-0.5444,0.1941,0.3069,0.1669,0.3683,-0.7578,-0.9941
-0.9864,-1.0877,-1.1102,-1.4353,-1.7044,-1.0052,-0.7532,-0.6711,-0.3621,-0.6079,-0.2903,-0.0294,-0.8939,-1.3385,-0.5591,-0.7492,-0.7173,-0.7794,-1.083,-1.5914,-1.6715,-1.3976,-0.9968,-0.6383,0.2003,0.2845,0.1279,0.3274,-0.7809,-1.0213
-1.0037,-1.1035,-1.0594,-1.4381,-1.6807,-0.9294,-0.7508,-0.6681,-0.38,-0.6359,-0.3643,-0.0741,-0.9573,-1.4222,-0.626,-0.7538,-0.7859,-0.8661,-1.1497,-1.6396,-1.7472,-1.5055,-1.0891,-0.719,0.1936,0.251,0.0837,0.2669,-0.7786,-1.0319
-0.9992,-1.0961,-0.9818,-1.4017,-1.604,-0.8135,-0.6859,-0.6108,-0.3421,-0.6213,-0.4077,-0.1243,-0.9834,-1.4672,-0.6834,-0.7498,-0.8363,-0.9317,-1.2036,-1.6625,-1.7916,-1.6,-1.1707,-0.7895,0.1693,0.2041,0.0278,0.1871,-0.7507,-1.0269
-0.9693,-1.0652,-0.8854,-1.329,-1.4835,-0.6688,-0.5752,-0.5107,-0.2574,-0.5751,-0.4275,-0.1836,-0.9805,-1.4756,-0.7229,-0.7327,-0.8587,-0.9672,-1.2385,-1.658,-1.8014,-1.6756,-1.237,-0.854,0.1262,0.1447,-0.0455,0.0903,-0.6988,-1.0075
-0.9117,-1.01,-0.7777,-1.2256,-1.3323,-0.5099,-0.4402,-0.3854,-0.142,-0.512,-0.4349,-0.2549,-0.9603,-1.4536,-0.7369,-0.6975,-0.846,-0.9659,-1.2489,-1.6267,-1.7774,-1.7268,-1.2831,-0.9159,0.0672,0.0759,-0.1389,-0.0192,-0.6253,-0.9751
-0.8261,-0.9296,-0.6652,-1.0997,-1.1668,-0.3534,-0.3035,-0.2554,-0.0159,-0.4469,-0.4422,-0.3396,-0.9348,-1.4108,-0.7213,-0.6401,-0.7949,-0.9245,-1.2306,-1.572,-1.7242,-1.75,-1.3047,-0.9765,-0.0011,0.0038,-0.2511,-0.1351,-0.5339,-0.9306
