FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
0.7681,1.4139,1.5862,1.4927,1.4258,0.9952,1.0647,0.0987,0.4012,1.1459,0.6648,0.8751,2.1475,2.6153,0.0566,1.1297,1.3244,0.9763,1.1551,1.5141,1.9195,1.2806,0.6173,1.399,0.6667,0.7899,1.2658,0.5187,0.4751,0.1781
0.8308,1.1406,1.3156,1.326,1.2391,0.8924,0.9926,0.1711,0.4682,1.1581,0.6483,0.883,1.8808,2.217,0.1982,0.9638,1.1176,0.8795,1.0553,1.3178,1.6042,1.1767,0.6762,1.2829,0.6529,0.6623,1.2324,0.423,0.5244,0.2829
0.8595,0.8713,1.0456,1.1591,1.0535,0.7872,0.9199,0.2405,0.5349,1.1679,0.6326,0.8912,1.624,1.8456,0.2843,0.7935,0.909,0.7857,0.951,1.1209,1.3004,1.0767,0.7216,1.1727,0.6387,0.5463,1.1955,0.3348,0.5378,0.3601
0.8319,0.6173,0.7842,0.9961,0.8735,0.6826,0.8475,0.3037,0.5971,1.1722,0.6181,0.8993,1.3888,1.5232,0.2859,0.6206,0.7039,0.6957,0.842,0.9282,1.022,0.9861,0.7454,1.074,0.6225,0.4501,1.153,0.2594,0.4956,0.3906
0.7315,0.3892,0.5392,0.8391,0.7033,0.5807,0.7754,0.3581,0.6487,1.168,0.6038,0.9061,1.1844,1.2648,0.2001,0.447,0.5071,0.6099,0.7276,0.7434,0.7785,0.9078,0.744,0.9885,0.6014,0.3763,1.1024,0.1981,0.3905,0.365
0.5515,0.1953,0.3179,0.6884,0.5464,0.4821,0.703,0.4013,0.6817,1.1523,0.5872,0.9092,1.017,1.0751,0.0506,0.2746,0.323,0.5288,0.6068,0.5693,0.5747,0.8411,0.7182,0.9145,0.572,0.3221,1.0418,0.1486,0.2285,0.2849
0.2988,0.0402,0.1267,0.5429,0.4052,0.3864,0.6292,0.4303,0.6868,1.1223,0.5647,0.9056,0.8889,0.9494,-0.12,0.1064,0.1561,0.4528,0.4793,0.4081,0.4109,0.7829,0.6726,0.847,0.5313,0.2811,0.9703,0.1067,0.0276,0.1618
-0.0046,-0.0755,-0.0295,0.402,0.2816,0.2931,0.5528,0.4418,0.6551,1.0756,0.5326,0.8927,0.7995,0.8755,-0.263,-0.0529,0.0121,0.3824,0.3461,0.2622,0.2847,0.7289,0.6139,0.7808,0.4787,0.2459,0.8891,0.0688,-0.1859,0.0139
-0.3241,-0.1546,-0.1462,0.2673,0.1768,0.2032,0.4739,0.4323,0.5815,1.0117,0.488,0.8694,0.7453,0.8366,-0.3378,-0.1964,-0.1025,0.3181,0.2106,0.1349,0.1922,0.6753,0.5492,0.7116,0.4164,0.2112,0.8016,0.0337,-0.3825,-0.1375
-0.6176,-0.2021,-0.2205,0.1431,0.0924,0.12,0.3939,0.3996,0.4668,0.932,0.4301,0.8367,0.721,0.8156,-0.3246,-0.3157,-0.1809,0.2599,0.079,0.0303,0.1293,0.6201,0.4854,0.6386,0.3497,0.1756,0.7142,0.0035,-0.5349,-0.2725
-0.8446,-0.2234,-0.2511,0.0361,0.0296,0.049,0.3159,0.3438,0.3196,0.8402,0.361,0.7974,0.7204,0.7978,-0.2299,-0.4025,-0.2188,0.2065,-0.0414,-0.0478,0.0922,0.5632,0.4278,0.5642,0.2865,0.1422,0.6347,-0.0168,-0.6229,-0.3763
-0.9752,-0.2249,-0.2405,-0.0469,-0.0111,-0.0038,0.2442,0.268,0.1555,0.7424,0.2849,0.7562,0.7363,0.7727,-0.0861,-0.4513,-0.2163,0.1552,-0.1433,-0.0976,0.0764,0.5054,0.3792,0.4937,0.2358,0.1181,0.5716,-0.0213,-0.6377,-0.4408
-0.9972,-0.2141,-0.1967,-0.1021,-0.0315,-0.0342,0.1828,0.1786,-0.0053,0.6456,0.2081,0.7177,0.7604,0.7349,0.0575,-0.4622,-0.1806,0.1021,-0.2224,-0.1214,0.0759,0.4469,0.3397,0.4332,0.2055,0.1115,0.5321,-0.0045,-0.5835,-0.4662
-0.9194,-0.2005,-0.1333,-0.1306,-0.036,-0.0427,0.1345,0.0844,-0.1421,0.5567,0.1372,0.6854,0.7839,0.6834,0.1487,-0.4417,-0.1262,0.043,-0.2787,-0.1264,0.0828,0.3861,0.3062,0.3871,0.2011,0.1298,0.5199,0.0362,-0.4771,-0.4594
-0.7686,-0.1951,-0.0679,-0.1388,-0.0311,-0.0353,0.1001,-0.0045,-0.2378,0.4821,0.0787,0.6607,0.7975,0.6212,0.147,-0.4022,-0.073,-0.0251,-0.3171,-0.1236,0.0876,0.3196,0.2733,0.3569,0.2241,0.1765,0.5349,0.0998,-0.3446,-0.432
-0.5825,-0.2078,-0.0182,-0.1363,-0.0243,-0.0219,0.0789,-0.0778,-0.2814,0.4268,0.0383,0.643,0.7933,0.5539,0.0363,-0.3589,-0.042,-0.1031,-0.3458,-0.1251,0.0816,0.2432,0.2355,0.3407,0.2717,0.2504,0.5728,0.1825,-0.2154,-0.3963
-0.399,-0.2445,0.0025,-0.1329,-0.0217,-0.0139,0.0698,-0.1268,-0.2696,0.3948,0.0209,0.6305,0.7662,0.4878,-0.17,-0.3248,-0.05,-0.1888,-0.3735,-0.1401,0.0593,0.1539,0.1883,0.334,0.3366,0.3449,0.6261,0.2779,-0.1151,-0.3621
-0.2478,-0.3032,-0.0106,-0.1349,-0.0259,-0.0193,0.0722,-0.1447,-0.2061,0.3888,0.0304,0.621,0.7158,0.4291,-0.4307,-0.3071,-0.1041,-0.2763,-0.4062,-0.1716,0.0208,0.0515,0.1301,0.3308,0.4082,0.45,0.686,0.3794,-0.0588,-0.3337
-0.1448,-0.3722,-0.0522,-0.1424,-0.0349,-0.0399,0.0876,-0.1277,-0.1001,0.4108,0.0691,0.6134,0.6468,0.3822,-0.6866,-0.3037,-0.1979,-0.357,-0.4441,-0.214,-0.0273,-0.0593,0.0629,0.3262,0.4742,0.5539,0.7437,0.4807,-0.0461,-0.3091
