FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
2.6886,2.3111,-0.0897,2.2209,2.2232,1.4282,1.5734,0.691,0.7338,1.4851,0.9131,0.6811,1.4288,1.8486,3.4119,2.301,1.5384,1.1954,1.6545,2.6227,2.5553,1.5392,1.0934,0.3963,0.0952,0.0126,0.4015,0.336,0.0525,-6.1552
2.0703,1.8834,0.1123,1.9245,1.9854,1.2512,1.4366,0.6416,0.71,1.2908,0.8386,0.6877,1.2436,1.701,2.521,1.9948,1.3104,1.0045,1.529,2.4043,2.3501,1.4664,1.0875,0.4145,0.1677,0.0883,0.3981,0.3617,-0.0408,-4.7592
1.4963,1.4788,0.2878,1.6421,1.7607,1.082,1.3044,0.5958,0.6831,1.1053,0.7594,0.6882,1.0744,1.5682,1.7155,1.7042,1.0943,0.8338,1.4082,2.1938,2.155,1.3997,1.0812,0.4398,0.2368,0.1638,0.3998,0.3881,-0.1335,-3.4807
1.0051,1.1196,0.413,1.3868,1.5602,0.9269,1.1821,0.5554,0.6507,0.9392,0.6746,0.679,0.9343,1.4606,1.0654,1.4422,0.9002,0.6968,1.2962,1.9975,1.978,1.343,1.0731,0.4759,0.2999,0.2391,0.4093,0.4149,-0.2233,-2.4249
0.6175,0.8188,0.4735,1.1665,1.39,0.7892,1.0729,0.5195,0.6108,0.8002,0.5837,0.657,0.8297,1.3819,0.6018,1.2168,0.7351,0.5985,1.1952,1.8191,1.8235,1.2967,1.0612,0.5218,0.3541,0.3113,0.4263,0.4386,-0.3069,-1.6464
0.3359,0.5797,0.4662,0.9833,1.2508,0.6691,0.9776,0.484,0.5615,0.6913,0.4863,0.6202,0.759,1.3284,0.3146,1.0299,0.602,0.5356,1.105,1.6592,1.691,1.257,1.0428,0.5721,0.3964,0.3742,0.4463,0.4524,-0.3797,-1.1443
0.1482,0.3974,0.3986,0.8339,1.1383,0.5648,0.8944,0.4436,0.501,0.6111,0.3821,0.5667,0.7135,1.2896,0.1632,0.8781,0.5004,0.4979,1.0236,1.5149,1.5753,1.2172,1.015,0.6166,0.4238,0.4191,0.4615,0.4467,-0.437,-0.8738
0.0358,0.2627,0.2864,0.7124,1.045,0.4736,0.8207,0.3943,0.4286,0.5544,0.2718,0.4954,0.6807,1.2516,0.0948,0.754,0.4277,0.473,0.948,1.3815,1.4686,1.1698,0.9751,0.6435,0.4337,0.4374,0.4621,0.4124,-0.4743,-0.7681
-0.0188,0.1667,0.1503,0.6128,0.9639,0.395,0.7542,0.335,0.3454,0.5149,0.1585,0.4077,0.6483,1.2013,0.0631,0.65,0.3801,0.4504,0.8766,1.254,1.3628,1.1095,0.9224,0.6426,0.4251,0.4231,0.4395,0.3448,-0.4885,-0.761
-0.0276,0.1044,0.0134,0.5325,0.8905,0.3313,0.6949,0.2693,0.2555,0.4871,0.0497,0.3085,0.6088,1.1305,0.0419,0.5603,0.355,0.425,0.8097,1.1299,1.253,1.0354,0.8592,0.6083,0.3991,0.3756,0.3898,0.2467,-0.4782,-0.8033
0.0036,0.0755,-0.1021,0.4728,0.8248,0.288,0.6451,0.2047,0.1658,0.4684,-0.0442,0.2067,0.5612,1.0391,0.0274,0.484,0.3513,0.398,0.7504,1.0104,1.1392,0.9523,0.7916,0.5425,0.3594,0.3009,0.3151,0.1293,-0.4448,-0.8676
0.0715,0.0822,-0.1769,0.4381,0.7706,0.272,0.6081,0.1508,0.0848,0.458,-0.1116,0.1134,0.511,0.9341,0.0325,0.4239,0.3691,0.3761,0.7031,0.9006,1.0266,0.8693,0.7278,0.4542,0.3124,0.2105,0.2241,0.0103,-0.3922,-0.9435
0.171,0.1249,-0.1977,0.432,0.7323,0.2881,0.5862,0.1159,0.0201,0.4553,-0.1449,0.0388,0.4666,0.8275,0.074,0.3854,0.4074,0.3684,0.6719,0.8074,0.9234,0.7969,0.6768,0.3576,0.2653,0.1188,0.1296,-0.0904,-0.3271,-1.0261
0.2905,0.1984,-0.1597,0.4539,0.7123,0.3362,0.578,0.1047,-0.0235,0.4579,-0.1425,-0.0108,0.4357,0.7315,0.1602,0.3719,0.463,0.3816,0.6572,0.7363,0.837,0.7429,0.6446,0.268,0.2247,0.0398,0.0454,-0.1563,-0.2582,-1.105
0.4111,0.2892,-0.0683,0.4961,0.7079,0.4092,0.5782,0.1164,-0.045,0.4608,-0.1106,-0.0346,0.4217,0.6541,0.2834,0.3824,0.5282,0.4174,0.6546,0.6878,0.7703,0.7095,0.6323,0.1984,0.1952,-0.0158,-0.017,-0.1788,-0.1952,-1.1602
0.5089,0.3768,0.0609,0.5442,0.7109,0.494,0.5779,0.1457,-0.0466,0.4574,-0.0607,-0.0371,0.4217,0.5966,0.4199,0.4094,0.5913,0.4697,0.6541,0.6561,0.7201,0.6916,0.6346,0.1561,0.1782,-0.0421,-0.0505,-0.1584,-0.1472,-1.1641
0.5599,0.4383,0.2047,0.5795,0.709,0.573,0.5678,0.1841,-0.0321,0.4412,-0.0055,-0.0255,0.4277,0.5536,0.5367,0.4402,0.6382,0.5257,0.643,0.6301,0.6777,0.6782,0.6406,0.1418,0.1719,-0.0386,-0.0541,-0.1047,-0.1204,-1.0915
