FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-3.5265,-2.5091,-2.551,-2.4326,-1.5295,-1.163,-0.3837,0.8398,1.1666,0.4747,0.5196,-1.2351,-1.9387,-2.393,-3.0229,-2.4447,-3.4219,-2.4398,-3.324,-3.4654,-3.2154,-3.4417,-2.5762,-1.6301,0.3982,0.5497,-0.6636,-2.9382,-2.1465,-1.3114
-3.6419,-2.6287,-2.6258,-2.5483,-1.7264,-1.2229,-0.5983,0.9806,1.3354,0.3957,0.431,-1.4153,-2.3477,-2.7609,-3.1403,-2.6177,-3.5835,-2.52,-3.4876,-3.697,-3.5448,-3.6625,-2.6844,-1.8203,0.5547,0.7049,-0.8228,-3.1332,-2.2763,-1.3741
-3.8369,-2.8019,-2.7342,-2.7197,-1.9963,-1.3498,-0.8612,1.0958,1.5038,0.3028,0.3446,-1.6053,-2.8254,-3.2119,-3.3188,-2.8297,-3.8034,-2.682,-3.6957,-3.9855,-3.957,-3.9093,-2.835,-2.0087,0.7361,0.9444,-0.9394,-3.284,-2.4137,-1.4627
-4.1199,-3.0367,-2.8792,-2.9469,-2.3152,-1.5298,-1.1347,1.187,1.6807,0.224,0.2799,-1.7948,-3.3244,-3.7115,-3.5673,-3.0878,-4.0877,-2.935,-3.9535,-4.3272,-4.4284,-4.1793,-3.0288,-2.1689,0.9508,1.273,-0.9842,-3.3814,-2.5578,-1.5845
-4.4764,-3.3237,-3.0501,-3.2155,-2.6487,-1.7385,-1.3821,1.2556,1.8641,0.1787,0.2455,-1.9715,-3.7896,-4.212,-3.8771,-3.3849,-4.4252,-3.2646,-4.2525,-4.7036,-4.9193,-4.4592,-3.255,-2.277,1.1992,1.6727,-0.9405,-3.4276,-2.6984,-1.736
-4.8652,-3.6324,-3.2213,-3.4943,-2.9536,-1.943,-1.5723,1.3009,2.0376,0.174,0.2344,-2.1243,-4.1641,-4.6563,-4.2174,-3.6944,-4.7834,-3.6298,-4.5662,-5.0788,-5.3751,-4.7224,-3.4887,-2.3151,1.4705,2.1012,-0.8075,-3.4372,-2.8158,-1.9019
-5.2226,-3.9133,-3.354,-3.7372,-3.1819,-2.1058,-1.6825,1.3198,2.1714,0.2039,0.2259,-2.245,-4.3944,-4.9824,-4.5367,-3.9708,-5.1102,-3.9684,-4.8506,-5.4002,-5.7313,-4.9297,-3.6923,-2.2719,1.7402,2.4948,-0.6011,-3.4349,-2.8817,-2.0572
-5.4717,-4.1044,-3.4025,-3.8899,-3.286,-2.189,-1.6984,1.3074,2.2285,0.2544,0.1905,-2.3294,-4.4349,-5.1304,-4.7697,-4.1545,-5.3403,-4.2068,-5.0489,-5.605,-5.9217,-5.0339,-3.8209,-2.1425,1.9716,2.7774,-0.3491,-3.4506,-2.8633,-2.1705
-5.5373,-4.1419,-3.3215,-3.8979,-3.2249,-2.1598,-1.6111,1.2599,2.1737,0.3111,0.0999,-2.3768,-4.2509,-5.0487,-4.8485,-4.1827,-5.4063,-4.2744,-5.1005,-5.6296,-5.8877,-4.9869,-3.8294,-1.9267,2.1205,2.8729,-0.0845,-3.5127,-2.7288,-2.2088
-5.3598,-3.9729,-3.0749,-3.7159,-2.9686,-1.9936,-1.4147,1.1773,1.9839,0.3658,-0.0642,-2.3883,-3.8196,-4.7005,-4.7148,-4.0011,-5.2511,-4.1168,-4.951,-5.4214,-5.587,-4.7476,-3.6799,-1.6273,2.1414,2.7193,0.1627,-3.6415,-2.4537,-2.1421
