FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.2914,0.6077,0.4736,0.3284,-0.1994,-0.143,-0.5926,-0.145,0.2459,-0.023,-0.1141,-0.1936,-0.4822,-0.3126,0.3527,0.4702,0.3129,0.1517,-0.0269,0.3069,0.0182,-0.796,-0.9138,-1.1604,-0.9944,-1.0838,-0.9651,-0.7391,0.3881,-0.3945
0.4484,0.725,0.6368,0.4934,0.0076,-0.0253,-0.5462,-0.0503,0.2428,-0.0056,-0.1675,-0.2721,-0.4774,-0.2473,0.5252,0.6551,0.4905,0.333,0.1732,0.4763,0.1368,-0.6063,-0.7454,-1.078,-0.9351,-1.0724,-0.9656,-0.7492,0.2657,-0.4053
0.5832,0.8379,0.8322,0.6657,0.2332,0.14,-0.4815,0.0485,0.2065,0.0135,-0.2312,-0.3422,-0.419,-0.146,0.6877,0.7996,0.6446,0.514,0.3532,0.5878,0.2442,-0.38,-0.536,-0.9207,-0.8284,-1.0181,-0.9075,-0.7305,0.2086,-0.418
0.6784,0.9272,1.0438,0.8212,0.4475,0.3329,-0.4144,0.1337,0.132,0.0248,-0.3096,-0.4018,-0.3168,-0.0207,0.8172,0.8823,0.7558,0.6753,0.4897,0.6247,0.326,-0.1488,-0.3107,-0.7034,-0.6817,-0.9195,-0.7943,-0.6804,0.2221,-0.4307
0.723,0.9812,1.2496,0.9412,0.6256,0.5282,-0.3593,0.1866,0.0198,0.0225,-0.4032,-0.4477,-0.181,0.1188,0.8971,0.8962,0.8138,0.8018,0.5696,0.587,0.3762,0.0586,-0.0954,-0.4457,-0.5058,-0.7794,-0.634,-0.5979,0.2958,-0.4437
0.7144,0.9975,1.4246,1.016,0.7524,0.7003,-0.325,0.193,-0.1215,0.0076,-0.5052,-0.4747,-0.0197,0.267,0.9201,0.85,0.8182,0.8833,0.5914,0.491,0.3982,0.2213,0.0871,-0.169,-0.3147,-0.6059,-0.4381,-0.4847,0.4061,-0.4599
0.6581,0.984,1.5454,1.0467,0.8253,0.8276,-0.3114,0.1469,-0.2757,-0.0097,-0.6006,-0.4748,0.1641,0.4239,0.8894,0.7661,0.7785,0.9157,0.5655,0.3667,0.4054,0.3306,0.2208,0.1069,-0.1241,-0.4123,-0.2192,-0.3448,0.5235,-0.4844
0.5668,0.9563,1.5954,1.045,0.8549,0.8984,-0.3086,0.0538,-0.4203,-0.0103,-0.6673,-0.4374,0.3731,0.5956,0.8178,0.676,0.7122,0.9017,0.512,0.252,0.4194,0.3913,0.2994,0.3672,0.0501,-0.2154,0.0106,-0.1839,0.6191,-0.5235
0.4583,0.9342,1.5691,1.03,0.8622,0.9122,-0.2978,-0.0702,-0.5306,0.0301,-0.6799,-0.3521,0.6145,0.7918,0.7257,0.6137,0.6413,0.8499,0.4572,0.1858,0.4658,0.4201,0.3266,0.6039,0.1948,-0.0328,0.2424,-0.0087,0.672,-0.5822
0.3528,0.9363,1.473,1.0228,0.8728,0.8801,-0.2559,-0.201,-0.5847,0.1344,-0.6165,-0.2111,0.8962,1.0224,0.6355,0.6075,0.5881,0.7741,0.4271,0.1996,0.5676,0.4405,0.3151,0.816,0.3017,0.1207,0.4706,0.1737,0.6732,-0.6622
0.2683,0.9742,1.3251,1.0402,0.909,0.8201,-0.1628,-0.312,-0.5687,0.3168,-0.4645,-0.0139,1.2213,1.2918,0.5671,0.6729,0.5696,0.69,0.4413,0.309,0.7381,0.4757,0.2827,1.0077,0.369,0.2359,0.6933,0.3564,0.6269,-0.7601
0.2173,1.0491,1.1501,1.0889,0.9826,0.752,-0.0085,-0.3801,-0.4803,0.5758,-0.2257,0.2309,1.5835,1.5941,0.5328,0.8077,0.5938,0.6122,0.5076,0.5088,0.9741,0.5413,0.2475,1.185,0.4011,0.3113,0.9108,0.5332,0.5482,-0.8676
0.2041,1.1507,0.9751,1.1631,1.0901,0.6916,0.2026,-0.3905,-0.3294,0.8924,0.0822,0.5053,1.9645,1.9112,0.535,0.9914,0.6573,0.5515,0.6192,0.7715,1.2536,0.64,0.2232,1.353,0.4081,0.3546,1.1245,0.6996,0.4585,-0.9724
