FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
2.0623,1.629,1.282,1.5768,1.827,1.4504,1.2984,0.8498,0.4652,0.3928,0.0055,0.3406,1.9558,2.7577,1.9712,2.4993,2.4617,1.8142,2.6453,2.8936,2.9949,2.8643,2.8007,1.8269,1.002,0.2697,0.6821,-0.1639,-0.3679,-1.448
2.0623,1.5907,1.2944,1.5521,1.7526,1.3462,1.1928,0.7942,0.3782,0.3918,0.026,0.198,1.7852,2.5536,1.9303,2.3615,2.2141,1.7256,2.3492,2.7286,2.8056,2.6148,2.5861,1.5903,0.8573,0.1086,0.4866,-0.3303,-0.3371,-1.4542
2.039,1.5432,1.2951,1.5144,1.6664,1.2371,1.0842,0.7333,0.2935,0.3904,0.0436,0.0765,1.6153,2.3401,1.8757,2.2185,1.9681,1.6285,2.0556,2.5544,2.6042,2.3583,2.3673,1.3605,0.7231,-0.0368,0.3053,-0.4711,-0.3112,-1.4457
1.9758,1.4812,1.2778,1.4549,1.5625,1.1236,0.9736,0.6663,0.2152,0.3893,0.0576,-0.0068,1.4476,2.1112,1.795,2.065,1.7262,1.5183,1.7684,2.3638,2.3833,2.0899,2.1416,1.1435,0.606,-0.1541,0.1494,-0.5654,-0.2915,-1.4089
1.8635,1.4014,1.2401,1.3688,1.4394,1.0083,0.863,0.595,0.1481,0.3889,0.0684,-0.0414,1.2833,1.8651,1.6788,1.8968,1.4907,1.393,1.4927,2.1539,2.1409,1.8093,1.9091,0.9448,0.5106,-0.2338,0.0268,-0.5994,-0.2777,-1.3333
1.7019,1.3042,1.1839,1.2566,1.3014,0.8968,0.7566,0.5245,0.0969,0.3894,0.0779,-0.024,1.124,1.6059,1.5227,1.7122,1.2649,1.2539,1.2345,1.9269,1.8813,1.5215,1.6729,0.7688,0.4384,-0.2701,-0.0587,-0.5684,-0.2672,-1.2142
1.5,1.1942,1.1152,1.1248,1.1581,0.7972,0.6601,0.4628,0.0669,0.3919,0.0894,0.0411,0.9718,1.3436,1.3285,1.5129,1.0532,1.1059,1.0007,1.6902,1.6149,1.2362,1.4395,0.6191,0.3882,-0.2626,-0.107,-0.4772,-0.2559,-1.0532
1.2747,1.0795,1.0423,0.9855,1.0236,0.7195,0.5812,0.4198,0.0626,0.3982,0.1082,0.1435,0.8302,1.0925,1.1052,1.3047,0.8611,0.9571,0.7985,1.4556,1.3571,0.9668,1.2174,0.4979,0.3557,-0.2162,-0.1209,-0.3389,-0.2375,-0.8591
1.0476,0.9706,0.9744,0.8544,0.9134,0.674,0.5279,0.4048,0.0877,0.4113,0.14,0.2691,0.7039,0.8687,0.8679,1.0969,0.6948,0.8169,0.6343,1.2369,1.1255,0.7275,1.0156,0.4064,0.3346,-0.1404,-0.1052,-0.1724,-0.2055,-0.6464
0.8406,0.8784,0.9194,0.7476,0.8416,0.6687,0.5076,0.4249,0.1438,0.4349,0.1901,0.4025,0.5987,0.6871,0.6363,0.9012,0.5601,0.6949,0.5122,1.0473,0.9363,0.5304,0.842,0.3447,0.3181,-0.0479,-0.0651,0.0017,-0.1546,-0.4333
0.6716,0.8112,0.8825,0.678,0.8169,0.7073,0.525,0.483,0.2298,0.4727,0.2622,0.5299,0.5204,0.5583,0.4304,0.729,0.461,0.5984,0.4335,0.8969,0.8019,0.3843,0.7016,0.3124,0.3002,0.0485,-0.0048,0.1651,-0.0825,-0.2387
0.5509,0.7736,0.8655,0.6522,0.8408,0.7869,0.5809,0.576,0.3417,0.527,0.3563,0.6411,0.4742,0.4866,0.268,0.5901,0.3991,0.5314,0.3959,0.7903,0.7274,0.2927,0.5964,0.3088,0.2779,0.1378,0.0729,0.3051,0.0088,-0.0796
0.4798,0.7646,0.8664,0.6692,0.9067,0.8977,0.6709,0.695,0.4724,0.5976,0.4684,0.7304,0.4621,0.4692,0.1611,0.4906,0.3731,0.4936,0.3943,0.7264,0.7105,0.2547,0.5252,0.3326,0.2512,0.2134,0.1664,0.4158,0.112,0.0317
0.4511,0.7783,0.88,0.7204,0.9999,1.0235,0.7849,0.8262,0.6117,0.6806,0.5901,0.7955,0.4827,0.4968,0.1141,0.4325,0.379,0.4804,0.4213,0.699,0.741,0.265,0.4849,0.3816,0.2234,0.2726,0.2741,0.497,0.2157,0.0891
0.451,0.8051,0.8986,0.7909,1.1009,1.1443,0.9078,0.952,0.7474,0.7678,0.7088,0.8363,0.5294,0.5554,0.1228,0.413,0.411,0.4845,0.4692,0.6983,0.8029,0.3161,0.4708,0.4518,0.2,0.3168,0.3925,0.5521,0.3059,0.093
0.4634,0.833,0.9129,0.8624,1.1874,1.2391,1.0214,1.054,0.8657,0.8476,0.81,0.8529,0.5913,0.6285,0.1756,0.4255,0.4623,0.4968,0.5303,0.7127,0.877,0.3985,0.4774,0.5371,0.1864,0.3491,0.5146,0.5856,0.3686,0.0505
0.4726,0.85,0.9136,0.9161,1.239,1.2893,1.1073,1.1155,0.9533,0.9064,0.8796,0.8451,0.6552,0.6999,0.255,0.46,0.5257,0.5082,0.5975,0.7308,0.9439,0.5016,0.4991,0.6288,0.1866,0.3731,0.6304,0.6007,0.3924,-0.0263
0.4665,0.8452,0.8924,0.9359,1.2395,1.2814,1.1498,1.124,0.9986,0.9317,0.9068,0.8123,0.7072,0.7553,0.3411,0.5047,0.5932,0.5109,0.664,0.742,0.9869,0.614,0.5295,0.7169,0.2009,0.3907,0.7267,0.5989,0.3714,-0.1222
0.4378,0.8104,0.8429,0.9102,1.1793,1.2086,1.1389,1.0732,0.9934,0.9147,0.8862,0.7545,0.736,0.7845,0.4146,0.5466,0.656,0.4988,0.722,0.7374,0.9935,0.7233,0.5615,0.7905,0.2261,0.4018,0.7902,0.5805,0.3065,-0.221
