FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-0.5889,-0.0909,0.1736,-0.6513,-0.9608,-0.399,-1.0229,-0.8946,-0.6033,-0.7938,-0.7458,-0.0581,-1.244,-1.7542,-0.0459,-0.4673,-0.5693,0.855,-0.6811,-0.9967,-1.7888,-1.1473,-0.8465,-1.3521,0.2927,-0.6402,-1.1296,-0.3442,0.0924,1.322
-0.6822,-0.142,0.1321,-0.6643,-0.9753,-0.383,-1.0351,-0.9477,-0.5735,-1.0949,-0.8275,-0.0127,-1.3459,-1.8198,-0.0617,-0.5496,-0.622,0.8892,-0.7513,-1.0861,-1.8847,-1.1458,-0.7525,-1.3551,0.3016,-0.5787,-1.1505,-0.3092,0.1584,1.256
-0.7574,-0.1782,0.1041,-0.6703,-0.9791,-0.3762,-1.0009,-0.9616,-0.5003,-1.3328,-0.9044,0.0392,-1.4377,-1.8805,-0.0542,-0.6264,-0.6877,0.9011,-0.8322,-1.1762,-1.9743,-1.1646,-0.6791,-1.3583,0.3046,-0.4755,-1.1371,-0.2631,0.2155,1.1987
-0.8146,-0.2033,0.087,-0.6757,-0.9775,-0.3815,-0.9225,-0.9358,-0.3855,-1.4848,-0.9678,0.0974,-1.5117,-1.9341,-0.0328,-0.6927,-0.7678,0.8938,-0.9228,-1.2614,-2.053,-1.2166,-0.6576,-1.3684,0.3013,-0.3381,-1.0984,-0.2126,0.2604,1.1665
-0.8561,-0.2245,0.0743,-0.6882,-0.9772,-0.3996,-0.8091,-0.875,-0.2359,-1.5456,-1.0099,0.161,-1.562,-1.9792,-0.0067,-0.746,-0.861,0.8732,-1.0182,-1.3371,-2.1168,-1.3062,-0.7067,-1.3912,0.2928,-0.1794,-1.0496,-0.1663,0.2918,1.1677
-0.8849,-0.2493,0.0583,-0.7145,-0.9843,-0.429,-0.6757,-0.7881,-0.0646,-1.5277,-1.0267,0.2283,-1.5859,-2.0148,0.0183,-0.7854,-0.9616,0.8482,-1.1099,-1.3988,-2.1621,-1.4264,-0.8279,-1.4306,0.2812,-0.0163,-1.0093,-0.1349,0.311,1.201
-0.9023,-0.2828,0.0339,-0.7572,-1.0026,-0.4658,-0.5409,-0.6873,0.1115,-1.4585,-1.0178,0.2961,-1.5833,-2.0397,0.0415,-0.8103,-1.0591,0.8297,-1.1856,-1.443,-2.1853,-1.5598,-1.0041,-1.4872,0.27,0.1321,-0.9952,-0.1288,0.3204,1.2569
-0.9071,-0.3252,0.0018,-0.8131,-1.0307,-0.5046,-0.4231,-0.5856,0.2739,-1.3722,-0.9861,0.3605,-1.5557,-2.0518,0.068,-0.8185,-1.1383,0.83,-1.2312,-1.4659,-2.183,-1.6804,-1.2018,-1.5565,0.262,0.2475,-1.0183,-0.1556,0.3225,1.3213
-0.8959,-0.3712,-0.0305,-0.8728,-1.0622,-0.5384,-0.3357,-0.4942,0.4073,-1.2999,-0.9353,0.419,-1.5057,-2.048,0.1055,-0.8061,-1.1826,0.8597,-1.2327,-1.4641,-2.1525,-1.7599,-1.3769,-1.6292,0.2587,0.3155,-1.0783,-0.2165,0.3193,1.3798
-0.8653,-0.4114,-0.05,-0.9233,-1.0873,-0.5607,-0.284,-0.422,0.5028,-1.2612,-0.8684,0.4707,-1.4366,-2.025,0.1613,-0.7693,-1.1777,0.9243,-1.1808,-1.4359,-2.0939,-1.7739,-1.4849,-1.6916,0.2595,0.3293,-1.1609,-0.3038,0.3122,1.4213
-0.8145,-0.437,-0.0429,-0.9525,-1.096,-0.5672,-0.2639,-0.3739,0.5603,-1.2577,-0.7864,0.5177,-1.3523,-1.9824,0.2379,-0.7067,-1.1173,1.021,-1.0745,-1.3831,-2.0127,-1.7096,-1.4921,-1.7282,0.2628,0.2929,-1.2383,-0.4002,0.3033,1.4406
