FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
0.976,0.7165,-0.2968,0.7017,-0.101,-0.5684,-1.2392,-1.7464,-1.784,-1.5842,-1.446,-0.8509,0.0241,0.5402,0.5339,1.0253,0.404,0.6657,0.723,0.4022,0.9528,0.8418,1.3604,-0.0077,0.3474,-0.1822,-0.7512,-0.4184,-0.4785,-0.2629
0.8367,0.698,-0.1626,0.8895,0.1807,-0.3846,-0.8842,-1.2766,-1.3875,-1.2328,-1.0766,-0.5563,0.1691,0.6292,0.3022,1.0846,0.3876,0.6218,0.6678,0.5519,1.0032,0.7267,1.0453,0.086,0.2934,-0.1525,-0.5575,-0.2598,-0.4123,-0.2855
0.7008,0.6653,-0.0522,1.0411,0.4251,-0.2193,-0.5589,-0.8416,-1.0159,-0.9035,-0.7303,-0.2873,0.2917,0.7007,0.0867,1.1238,0.366,0.5664,0.6095,0.6791,1.0392,0.6131,0.7487,0.1665,0.2348,-0.1274,-0.3815,-0.1186,-0.3629,-0.3184
0.574,0.6104,0.0192,1.1296,0.6042,-0.0861,-0.2873,-0.4737,-0.6891,-0.6138,-0.4265,-0.062,0.3769,0.7425,-0.0964,1.1291,0.3377,0.4941,0.5499,0.7663,1.0509,0.509,0.4933,0.227,0.1717,-0.1076,-0.2346,-0.005,-0.3398,-0.365
0.4579,0.5279,0.0416,1.1369,0.6981,0.0049,-0.0845,-0.1946,-0.42,-0.3757,-0.1784,0.1088,0.4165,0.7465,-0.2369,1.0913,0.3012,0.4029,0.4893,0.8023,1.0308,0.4194,0.2931,0.2628,0.1062,-0.0925,-0.1232,0.0768,-0.3476,-0.426
0.3511,0.417,0.0127,1.0569,0.6984,0.0492,0.0447,-0.0124,-0.2137,-0.1942,0.0083,0.2233,0.4103,0.7097,-0.3313,1.0079,0.2556,0.296,0.427,0.7835,0.9752,0.347,0.153,0.273,0.0423,-0.0804,-0.0476,0.1287,-0.3851,-0.4986
0.2515,0.2828,-0.0597,0.8971,0.6098,0.0489,0.1059,0.0778,-0.0668,-0.0671,0.1354,0.2873,0.3662,0.6354,-0.3815,0.8837,0.2022,0.1822,0.3636,0.7148,0.8857,0.2928,0.0703,0.2609,-0.0143,-0.0691,-0.0027,0.1577,-0.444,-0.5756
0.159,0.1367,-0.1586,0.6785,0.4504,0.0131,0.1129,0.0922,0.03,0.0133,0.2109,0.3125,0.2994,0.5339,-0.3924,0.7312,0.1454,0.0747,0.3026,0.609,0.7696,0.2587,0.0391,0.2341,-0.0579,-0.0563,0.0206,0.1731,-0.5097,-0.6454
0.0766,-0.0045,-0.2598,0.4324,0.2491,-0.0431,0.0849,0.0544,0.0894,0.0582,0.2462,0.3123,0.2285,0.4208,-0.3703,0.5683,0.0928,-0.0104,0.2509,0.4839,0.6397,0.2475,0.0531,0.2036,-0.0842,-0.0408,0.0329,0.1829,-0.563,-0.6933
0.0095,-0.1225,-0.3367,0.1942,0.0407,-0.102,0.0417,-0.0096,0.1239,0.0791,0.2528,0.2985,0.172,0.3148,-0.3218,0.4151,0.0543,-0.0577,0.2183,0.3594,0.5121,0.2626,0.1064,0.1809,-0.0912,-0.0231,0.0433,0.1917,-0.5847,-0.7044
-0.0373,-0.2016,-0.3659,-0.0033,-0.1408,-0.1461,0.0001,-0.076,0.1428,0.0852,0.2401,0.2785,0.1436,0.2334,-0.2538,0.2893,0.039,-0.0565,0.2141,0.2523,0.4026,0.3057,0.1931,0.1751,-0.0809,-0.0065,0.057,0.1988,-0.5598,-0.6675
-0.0625,-0.2328,-0.3335,-0.1361,-0.2684,-0.162,-0.0286,-0.1267,0.1511,0.0819,0.2133,0.2543,0.1494,0.1889,-0.1748,0.2018,0.0527,-0.0047,0.2435,0.1733,0.323,0.3742,0.3044,0.1901,-0.0593,0.0033,0.074,0.1985,-0.4829,-0.5791
-0.0694,-0.2167,-0.2381,-0.1935,-0.3273,-0.1426,-0.0398,-0.1516,0.1494,0.0705,0.1746,0.2232,0.1858,0.185,-0.0948,0.1552,0.0952,0.0897,0.3043,0.1249,0.2783,0.4598,0.4271,0.2228,-0.0355,-0.0011,0.0889,0.1826,-0.36,-0.4464
-0.0658,-0.1624,-0.0915,-0.179,-0.3167,-0.0876,-0.0348,-0.1486,0.1355,0.0497,0.1241,0.1802,0.2413,0.2165,-0.0242,0.1439,0.1598,0.2098,0.3861,0.1025,0.2656,0.5485,0.5436,0.2642,-0.02,-0.026,0.0934,0.1435,-0.208,-0.2863
-0.0611,-0.0857,0.0838,-0.108,-0.2484,-0.003,-0.0194,-0.1223,0.1072,0.0175,0.0623,0.1207,0.2988,0.2695,0.0287,0.1561,0.2348,0.3326,0.4721,0.0961,0.2758,0.6233,0.6335,0.3008,-0.0221,-0.0753,0.0784,0.0767,-0.0506,-0.1222
-0.0631,-0.0048,0.2596,-0.0031,-0.1429,0.1001,-0.0016,-0.0818,0.0637,-0.0272,-0.009,0.0429,0.3397,0.3251,0.0592,0.1785,0.3058,0.4348,0.5427,0.0942,0.2956,0.668,0.6774,0.3188,-0.0479,-0.1486,0.0373,-0.0163,0.0873,0.0211
-0.0753,0.0642,0.4089,0.1105,-0.0243,0.2082,0.0099,-0.0381,0.0069,-0.0835,-0.0865,-0.0512,0.3477,0.3634,0.068,0.1988,0.3594,0.4966,0.5801,0.0866,0.3112,0.6707,0.6611,0.3064,-0.0992,-0.2409,-0.0329,-0.1289,0.1859,0.1235
-0.0966,0.1106,0.511,0.2103,0.0846,0.3069,0.0076,-0.0022,-0.0597,-0.1491,-0.166,-0.1561,0.3123,0.3674,0.0597,0.2087,0.3849,0.5058,0.5722,0.0663,0.3109,0.6265,0.5791,0.257,-0.1727,-0.344,-0.1297,-0.2502,0.2338,0.1733
-0.1217,0.1308,0.555,0.2795,0.1661,0.3834,-0.0143,0.0179,-0.1318,-0.2203,-0.2435,-0.2638,0.2299,0.327,0.0414,0.2042,0.376,0.4591,0.5148,0.0299,0.287,0.5379,0.4357,0.1697,-0.2615,-0.4475,-0.2464,-0.3679,0.2295,0.1691
-0.144,0.1279,0.5413,0.3091,0.2097,0.4281,-0.058,0.0187,-0.2052,-0.2931,-0.316,-0.366,0.1048,0.2403,0.02,0.1848,0.3312,0.3621,0.4118,-0.0216,0.237,0.4135,0.2448,0.0498,-0.3554,-0.5414,-0.3726,-0.4708,0.1804,0.1186
-0.1573,0.1105,0.4793,0.2976,0.2134,0.4359,-0.1217,0.0017,-0.2757,-0.3626,-0.3805,-0.4545,-0.0519,0.1137,0.001,0.1525,0.2537,0.228,0.2743,-0.0843,0.1637,0.2661,0.0275,-0.0928,-0.4438,-0.617,-0.4961,-0.5502,0.1002,0.0369
-0.1581,0.0896,0.3842,0.2503,0.1824,0.4071,-0.1989,-0.0265,-0.3381,-0.4227,-0.4333,-0.5215,-0.2239,-0.0395,-0.0118,0.1106,0.1507,0.0756,0.1181,-0.1515,0.074,0.1105,-0.1905,-0.2449,-0.5163,-0.668,-0.604,-0.6008,0.0064,-0.0573
-0.1456,0.075,0.2738,0.177,0.1279,0.3473,-0.2784,-0.0563,-0.3851,-0.4659,-0.4691,-0.5602,-0.3923,-0.2015,-0.0164,0.0618,0.033,-0.0739,-0.0389,-0.215,-0.0224,-0.0388,-0.3829,-0.3916,-0.565,-0.6903,-0.6847,-0.6194,-0.0832,-0.1444
-0.1225,0.0728,0.1643,0.0893,0.0632,0.2657,-0.3466,-0.0773,-0.4076,-0.4839,-0.4812,-0.5646,-0.5384,-0.3539,-0.0122,0.0084,-0.0872,-0.2004,-0.1796,-0.2673,-0.115,-0.1691,-0.5266,-0.519,-0.585,-0.6821,-0.7289,-0.6051,-0.1527,-0.2077
-0.0939,0.083,0.0682,-0.0021,0.0013,0.1733,-0.3902,-0.0812,-0.3965,-0.4696,-0.4633,-0.5318,-0.6471,-0.4805,-0.0001,-0.0492,-0.1986,-0.2886,-0.2906,-0.3031,-0.1954,-0.2718,-0.6058,-0.6159,-0.5758,-0.6435,-0.731,-0.5584,-0.1905,-0.2355
-0.0672,0.0999,-0.0068,-0.0895,-0.0489,0.0808,-0.3992,-0.0633,-0.345,-0.4184,-0.4123,-0.4629,-0.709,-0.5708,0.0162,-0.1126,-0.2931,-0.331,-0.3651,-0.3217,-0.2593,-0.3435,-0.6155,-0.6758,-0.5408,-0.5771,-0.6906,-0.4823,-0.1913,-0.2233
-0.051,0.1127,-0.0587,-0.169,-0.0832,-0.003,-0.3688,-0.023,-0.2518,-0.3304,-0.3297,-0.3646,-0.7212,-0.6207,0.0295,-0.1855,-0.3684,-0.3292,-0.4038,-0.3278,-0.3069,-0.3863,-0.5626,-0.6969,-0.4865,-0.488,-0.6117,-0.3827,-0.1565,-0.174
-0.055,0.1087,-0.0893,-0.2407,-0.102,-0.0717,-0.3002,0.0372,-0.1217,-0.2099,-0.2224,-0.2481,-0.6868,-0.6321,0.03,-0.2724,-0.427,-0.2924,-0.4144,-0.3306,-0.3429,-0.4067,-0.4646,-0.6823,-0.4201,-0.3829,-0.5023,-0.2676,-0.0935,-0.0966
-0.0882,0.0758,-0.1036,-0.3079,-0.1095,-0.1216,-0.1991,0.1123,0.0346,-0.0648,-0.1008,-0.127,-0.613,-0.6118,0.0067,-0.3776,-0.4755,-0.235,-0.4091,-0.3411,-0.3743,-0.4139,-0.3451,-0.6376,-0.3485,-0.2692,-0.3723,-0.1468,-0.014,-0.0039
-0.1572,0.0059,-0.1082,-0.375,-0.1114,-0.1511,-0.0746,0.1967,0.2026,0.0953,0.0238,-0.0141,-0.5093,-0.5683,-0.0493,-0.5032,-0.5214,-0.173,-0.4018,-0.369,-0.4081,-0.417,-0.2285,-0.5692,-0.276,-0.1534,-0.2312,-0.0297,0.0688,0.0902
-0.2633,-0.1036,-0.1098,-0.4469,-0.1139,-0.1614,0.063,0.2841,0.3672,0.2602,0.1418,0.0814,-0.3855,-0.5108,-0.1407,-0.6478,-0.5709,-0.1206,-0.4039,-0.4201,-0.4495,-0.4229,-0.1343,-0.4827,-0.2045,-0.0403,-0.0866,0.0762,0.1424,0.1728
-0.4015,-0.2482,-0.1154,-0.527,-0.1231,-0.1565,0.2023,0.3676,0.5143,0.4194,0.2471,0.1554,-0.2518,-0.4471,-0.2621,-0.8054,-0.6268,-0.0883,-0.4228,-0.494,-0.501,-0.4346,-0.0739,-0.3825,-0.1335,0.0671,0.0562,0.1662,0.1969,0.2342
-0.5587,-0.4175,-0.1311,-0.6173,-0.1446,-0.1438,0.3318,0.4393,0.6327,0.5627,0.3365,0.2086,-0.1182,-0.3834,-0.3992,-0.9663,-0.6872,-0.0816,-0.4598,-0.5841,-0.5617,-0.451,-0.049,-0.2717,-0.0616,0.1681,0.1938,0.239,0.2266,0.2687
-0.7158,-0.5956,-0.1613,-0.7168,-0.1826,-0.1327,0.4399,0.4904,0.7139,0.6795,0.4087,0.2449,0.0054,-0.3243,-0.5311,-1.1174,-0.7457,-0.1008,-0.51,-0.6791,-0.6276,-0.4672,-0.0528,-0.1532,0.0131,0.2632,0.3238,0.2954,0.2301,0.2758
-0.8493,-0.7633,-0.2079,-0.8214,-0.2394,-0.1329,0.5161,0.5127,0.7523,0.7599,0.4625,0.2691,0.11,-0.2719,-0.634,-1.2437,-0.7917,-0.1414,-0.5629,-0.7647,-0.692,-0.4761,-0.0729,-0.0302,0.0923,0.3536,0.444,0.338,0.2113,0.261
-0.9353,-0.8997,-0.2676,-0.9226,-0.3135,-0.1512,0.5525,0.5,0.7454,0.7961,0.4957,0.2851,0.189,-0.2264,-0.6854,-1.3294,-0.8118,-0.1942,-0.6045,-0.8256,-0.7457,-0.4697,-0.0949,0.0932,0.1769,0.4402,0.5516,0.3697,0.178,0.2344
-0.9527,-0.9848,-0.3319,-1.0081,-0.3983,-0.1885,0.5454,0.4499,0.694,0.7839,0.5052,0.2946,0.2386,-0.1858,-0.6681,-1.3597,-0.7925,-0.2477,-0.6204,-0.8482,-0.7786,-0.4419,-0.106,0.2124,0.2662,0.5224,0.6429,0.3926,0.1419,0.2101
-0.8876,-1.0027,-0.3876,-1.0627,-0.4824,-0.2384,0.4961,0.365,0.6021,0.724,0.4876,0.2965,0.2588,-0.1476,-0.5733,-1.3233,-0.7229,-0.2898,-0.5988,-0.8221,-0.7812,-0.3901,-0.0984,0.3215,0.3573,0.5969,0.7131,0.4069,0.1154,0.2022
-0.7359,-0.944,-0.4189,-1.0714,-0.5508,-0.2878,0.4116,0.253,0.477,0.6222,0.4407,0.2876,0.2526,-0.1101,-0.402,-1.2146,-0.5981,-0.3104,-0.5347,-0.7427,-0.7472,-0.3171,-0.0714,0.4136,0.4441,0.6575,0.7566,0.4106,0.1102,0.222
-0.5055,-0.8086,-0.4116,-1.022,-0.5876,-0.3205,0.3033,0.1265,0.3298,0.4899,0.3655,0.2641,0.2254,-0.0733,-0.1659,-1.0359,-0.4213,-0.3039,-0.4309,-0.612,-0.6756,-0.2309,-0.0306,0.4814,0.5183,0.6966,0.7686,0.4003,0.1336,0.2743
-0.2167,-0.6066,-0.3569,-0.9094,-0.5801,-0.3212,0.1863,0.0016,0.1751,0.343,0.2679,0.2243,0.1837,-0.0401,0.1133,-0.7984,-0.2048,-0.2708,-0.2989,-0.439,-0.572,-0.1435,0.0125,0.518,0.5706,0.707,0.7462,0.3731,0.1872,0.3559
0.0992,-0.358,-0.2546,-0.7373,-0.5221,-0.2811,0.0766,-0.1044,0.0296,0.1998,0.16,0.1706,0.1338,-0.0151,0.405,-0.5219,0.031,-0.2179,-0.1568,-0.2394,-0.4487,-0.0689,0.044,0.5182,0.5928,0.685,0.6904,0.3279,0.2655,0.4548
0.4047,-0.091,-0.1145,-0.5193,-0.4168,-0.201,-0.0112,-0.1762,-0.0897,0.0788,0.0579,0.1093,0.0806,-0.0048,0.6738,-0.2332,0.26,-0.1579,-0.0267,-0.0333,-0.3231,-0.021,0.0498,0.4793,0.58,0.6315,0.6059,0.2669,0.3562,0.5527
0.6611,0.1626,0.0451,-0.2777,-0.2762,-0.0918,-0.0666,-0.204,-0.1686,-0.0057,-0.0211,0.0497,0.0263,-0.0159,0.8841,0.0376,0.4545,-0.1069,0.0702,0.157,-0.2152,-0.0114,0.0181,0.4011,0.5313,0.5523,0.5005,0.1949,0.4424,0.6289
0.8353,0.3727,0.2008,-0.0391,-0.12,0.0285,-0.0848,-0.1859,-0.198,-0.0452,-0.063,0.001,-0.0297,-0.0537,1.0063,0.2623,0.5904,-0.081,0.1169,0.311,-0.1438,-0.0467,-0.0577,0.2863,0.4509,0.4568,0.384,0.119,0.5067,0.6647
0.9059,0.5168,0.3295,0.1698,0.0296,0.1403,-0.0671,-0.1278,-0.1753,-0.0385,-0.0603,-0.0298,-0.0895,-0.1209,1.0226,0.4187,0.652,-0.0927,0.1047,0.4137,-0.1223,-0.1278,-0.178,0.1409,0.3467,0.3561,0.2662,0.0469,0.534,0.6478
0.8663,0.5837,0.4143,0.3273,0.1525,0.2274,-0.0185,-0.0413,-0.1034,0.0099,-0.0126,-0.0389,-0.1546,-0.215,0.9301,0.4952,0.6346,-0.148,0.0348,0.4584,-0.1556,-0.2487,-0.3357,-0.0259,0.2303,0.2607,0.1563,-0.0135,0.5154,0.5754
0.7251,0.5755,0.4471,0.4201,0.2353,0.2813,0.0542,0.0601,0.0114,0.0922,0.0743,-0.026,-0.2243,-0.3282,0.7413,0.4921,0.5456,-0.2449,-0.082,0.4486,-0.2385,-0.3973,-0.5171,-0.2014,0.1144,0.1799,0.0628,-0.0552,0.4496,0.4538
