FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.5014,1.7556,1.5042,2.4107,2.8351,1.4487,1.8447,1.0077,0.7231,0.8429,-0.0017,-0.4415,1.8308,2.5805,0.2202,1.8781,0.594,-0.3411,1.4512,2.5393,2.7601,1.4481,1.0543,0.7957,0.0146,-0.9883,-0.5263,-1.1281,0.2596,-0.8963
0.503,1.5868,1.2112,2.1992,2.6194,1.484,1.8619,1.0618,0.8434,1.0279,0.162,-0.2556,1.8998,2.531,0.2807,1.7262,0.7079,0.1451,1.4615,2.3075,2.6028,1.5528,1.0807,1.0185,0.0528,-0.7658,-0.1897,-0.8329,0.1729,-0.7388
0.4812,1.4207,0.9287,1.9897,2.4045,1.4869,1.8664,1.1088,0.9575,1.1928,0.3223,-0.0687,1.947,2.4608,0.3119,1.5676,0.7954,0.5566,1.461,2.0749,2.4373,1.6315,1.0944,1.2147,0.0865,-0.546,0.1264,-0.5484,0.1035,-0.5916
0.4208,1.251,0.6657,1.778,2.1873,1.4364,1.8454,1.1417,1.0564,1.3188,0.4733,0.1179,1.952,2.3489,0.2877,1.3906,0.8297,0.8322,1.4353,1.8338,2.2507,1.6603,1.0833,1.3609,0.1127,-0.332,0.4034,-0.2851,0.0624,-0.4553
0.3152,1.069,0.4291,1.5567,1.9625,1.322,1.7871,1.1533,1.1297,1.3897,0.6066,0.2984,1.8977,2.1785,0.1926,1.1839,0.7913,0.9356,1.3699,1.5752,2.031,1.6204,1.0368,1.4381,0.1282,-0.1287,0.6242,-0.0536,0.0551,-0.3274
0.1682,0.8654,0.2226,1.3172,1.7237,1.1446,1.6818,1.1361,1.1664,1.3936,0.7117,0.4631,1.773,1.9393,0.0241,0.9389,0.6706,0.8613,1.2511,1.2902,1.7685,1.5007,0.948,1.4344,0.1311,0.0568,0.7747,0.1373,0.0802,-0.2029
-0.0073,0.6334,0.047,1.0533,1.4661,0.916,1.5247,1.0846,1.1565,1.3251,0.7779,0.6004,1.5752,1.6302,-0.2061,0.6526,0.4694,0.6342,1.07,0.9732,1.4585,1.3,0.8142,1.3472,0.1211,0.217,0.8472,0.2819,0.1303,-0.0762
-0.1923,0.3719,-0.0991,0.7656,1.1894,0.6557,1.3175,0.9965,1.0944,1.1863,0.7974,0.6999,1.3118,1.2607,-0.4751,0.3296,0.2007,0.3022,0.8252,0.625,1.1042,1.0281,0.6395,1.1849,0.1006,0.3459,0.8429,0.379,0.1938,0.0565
-0.366,0.0881,-0.2192,0.4635,0.8995,0.388,1.0689,0.8744,0.9803,0.9873,0.767,0.7551,1.0009,0.8512,-0.751,-0.0163,-0.1126,-0.074,0.5264,0.2556,0.7186,0.706,0.4349,0.9664,0.0744,0.4407,0.7731,0.4328,0.2576,0.1948
-0.5104,-0.2028,-0.3176,0.1642,0.6074,0.1373,0.7941,0.7254,0.8206,0.7447,0.6893,0.7652,0.6685,0.4299,-0.9978,-0.3621,-0.4407,-0.4327,0.195,-0.1153,0.324,0.3637,0.2188,0.7188,0.049,0.5026,0.6575,0.4515,0.3095,0.3315
