time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	0.5976	0.5163	-0.377	0.8247	1.1078	0.4529	0.844	0.3206	0.2875	0.4819	0.3588	0.5961	1.7069	2.0538	0.0996	0.9091	0.8441	0.388	0.2288	1.4909	1.6951	1.0537	0.5612	0.9337	0.0778	0.1569	0.3712	0.1393	-0.3122	-0.7943
-195.3125	0.4566	0.3626	-0.4455	0.7791	0.8905	0.3544	0.664	0.2014	0.2524	0.3991	0.3675	0.4601	1.2633	1.705	0.1068	0.8451	0.6821	0.2452	0.1467	1.378	1.5452	0.727	0.3136	0.5854	0.0735	0.0193	0.0853	-0.0123	-0.364	-0.7572
-191.4062	0.3421	0.2213	-0.4962	0.7404	0.6903	0.2675	0.4898	0.0907	0.2138	0.3135	0.3651	0.3362	0.8523	1.373	0.1064	0.7838	0.5321	0.1131	0.0659	1.2728	1.3964	0.4259	0.0909	0.269	0.0728	-0.0935	-0.166	-0.1424	-0.4036	-0.7241
-187.5	0.2758	0.1063	-0.5143	0.7145	0.523	0.2017	0.3286	-0.0059	0.1686	0.2231	0.3412	0.2358	0.5049	1.0758	0.0955	0.7315	0.4111	0.0075	-0.0042	1.1853	1.2538	0.1774	-0.08	0.0164	0.0813	-0.1611	-0.349	-0.2329	-0.4215	-0.6916
-183.5938	0.266	0.0321	-0.4879	0.7065	0.4004	0.1642	0.1863	-0.083	0.1141	0.1273	0.2885	0.1652	0.2419	0.826	0.0786	0.6948	0.3325	-0.0599	-0.055	1.1239	1.123	0.002	-0.1803	-0.1511	0.1014	-0.1744	-0.4424	-0.273	-0.4094	-0.655
-179.6875	0.3063	0.0116	-0.4111	0.7192	0.3293	0.1588	0.0676	-0.1361	0.0497	0.028	0.2043	0.1256	0.0724	0.6304	0.0675	0.6804	0.3049	-0.0833	-0.0793	1.0944	1.0102	-0.0889	-0.2015	-0.2249	0.1325	-0.136	-0.4391	-0.2601	-0.3604	-0.6082
-175.7812	0.3791	0.0528	-0.2857	0.7532	0.3111	0.1848	-0.0236	-0.162	-0.0217	-0.0697	0.0928	0.1151	-0.0045	0.4914	0.0777	0.6935	0.3308	-0.0625	-0.0712	1.1001	0.9226	-0.0933	-0.1455	-0.2077	0.1727	-0.0576	-0.3443	-0.1976	-0.2707	-0.5436
-171.875	0.4607	0.1553	-0.1227	0.8061	0.3426	0.2377	-0.0835	-0.1606	-0.0944	-0.1578	-0.0352	0.1315	0.0025	0.4087	0.1233	0.7366	0.406	-0.002	-0.0259	1.1406	0.8675	-0.0183	-0.0226	-0.1109	0.2199	0.0445	-0.1725	-0.0925	-0.1412	-0.4541
-167.9688	0.529	0.309	0.0583	0.8727	0.4159	0.309	-0.1083	-0.1348	-0.1598	-0.2266	-0.1641	0.1736	0.081	0.3812	0.2126	0.8082	0.5203	0.0914	0.0598	1.2117	0.8511	0.1225	0.151	0.0496	0.2737	0.1545	0.0574	0.0472	0.0202	-0.334
-164.0625	0.5682	0.4942	0.2319	0.9444	0.52	0.387	-0.0955	-0.0916	-0.2088	-0.2664	-0.2771	0.2421	0.2166	0.4072	0.3446	0.902	0.6593	0.21	0.186	1.3049	0.8765	0.3107	0.3558	0.256	0.335	0.2603	0.3246	0.2135	0.1979	-0.1821
