time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-1.0064	-0.5966	-1.6317	-0.4161	-0.0379	0.0548	0.0041	-0.3037	-0.1322	-0.1605	-0.448	0.4855	0.2293	0.5332	-0.0807	-0.3846	-0.3012	-0.141	-0.0568	-0.314	0.408	0.2629	-0.1013	0.2025	-0.1238	-0.9019	-0.4171	-0.4321	-1.1295	-1.0182
-195.3125	-0.7188	-0.4075	-1.1174	-0.2007	0.0971	0.0898	0.0773	-0.164	0.0016	-0.0474	-0.2411	0.5648	0.3546	0.7066	0.1091	-0.2183	-0.1696	-0.0859	0.0773	-0.1042	0.6115	0.3808	0.1105	0.1243	-0.2912	-0.8396	-0.3481	-0.3713	-0.7557	-0.7935
-191.4062	-0.4693	-0.2542	-0.6626	-0.0223	0.2053	0.1121	0.1204	-0.0498	0.1096	0.0344	-0.0703	0.6189	0.4411	0.8349	0.2584	-0.0895	-0.0683	-0.046	0.1841	0.0629	0.767	0.4681	0.2821	0.0279	-0.448	-0.7792	-0.3003	-0.3233	-0.4341	-0.6065
-187.5	-0.2874	-0.1625	-0.3121	0.0915	0.2673	0.1126	0.1139	0.0195	0.1743	0.064	0.0391	0.6307	0.4624	0.8854	0.3362	-0.0248	-0.0202	-0.0386	0.242	0.1567	0.8397	0.5018	0.3833	-0.0934	-0.5823	-0.7155	-0.2839	-0.2927	-0.2051	-0.4859
-183.5938	-0.1881	-0.1431	-0.0889	0.1274	0.2764	0.0873	0.0525	0.0362	0.1888	0.0344	0.0759	0.5939	0.4087	0.8442	0.3275	-0.0342	-0.0344	-0.0722	0.2425	0.1638	0.8136	0.4741	0.4033	-0.2327	-0.6819	-0.6396	-0.2982	-0.2769	-0.0876	-0.4443
-179.6875	-0.1689	-0.1902	0.0081	0.0888	0.2396	0.0382	-0.0537	0.0044	0.1583	-0.0458	0.0443	0.5144	0.289	0.7181	0.2363	-0.1094	-0.1034	-0.1444	0.1911	0.0908	0.6948	0.3933	0.3519	-0.3699	-0.7357	-0.5401	-0.3311	-0.2661	-0.0766	-0.476
-175.7812	-0.2136	-0.2841	0.0004	-0.0072	0.1734	-0.028	-0.1829	-0.0618	0.0981	-0.156	-0.0378	0.4082	0.1274	0.5313	0.0838	-0.2272	-0.2079	-0.2435	0.104	-0.0395	0.5079	0.2788	0.2536	-0.4784	-0.7356	-0.4062	-0.3635	-0.2457	-0.1475	-0.5603
-171.875	-0.2983	-0.3985	-0.0786	-0.1361	0.0973	-0.1035	-0.3081	-0.1441	0.0283	-0.2697	-0.1449	0.2966	-0.0451	0.3174	-0.0986	-0.3572	-0.3229	-0.3524	0.001	-0.1953	0.2874	0.1537	0.1378	-0.5344	-0.6794	-0.2321	-0.3747	-0.2014	-0.2653	-0.6688
-167.9688	-0.3987	-0.5082	-0.1932	-0.2738	0.0262	-0.1823	-0.4062	-0.2253	-0.032	-0.3629	-0.2509	0.1998	-0.1997	0.1094	-0.278	-0.4708	-0.4265	-0.4546	-0.1011	-0.3456	0.0678	0.0364	0.0287	-0.5258	-0.5734	-0.0218	-0.3502	-0.1242	-0.3949	-0.7731
-164.0625	-0.495	-0.5953	-0.3129	-0.4025	-0.0343	-0.263	-0.4637	-0.2939	-0.0697	-0.4205	-0.3352	0.1317	-0.3179	-0.0684	-0.4279	-0.5484	-0.5052	-0.5387	-0.1931	-0.4672	-0.1244	-0.0642	-0.061	-0.4575	-0.433	0.2098	-0.2865	-0.0146	-0.5079	-0.8517
-160.1562	-0.5741	-0.6514	-0.4161	-0.5129	-0.0884	-0.347	-0.4802	-0.3455	-0.0798	-0.4389	-0.3861	0.0975	-0.3944	-0.205	-0.5327	-0.5824	-0.556	-0.5997	-0.2744	-0.5493	-0.2759	-0.1489	-0.131	-0.3509	-0.281	0.438	-0.1931	0.1173	-0.5861	-0.8927
-156.25	-0.629	-0.6764	-0.4905	-0.6029	-0.1464	-0.4366	-0.4663	-0.3819	-0.0658	-0.4256	-0.4015	0.0937	-0.4367	-0.302	-0.5888	-0.5771	-0.5842	-0.6378	-0.3499	-0.593	-0.3862	-0.2251	-0.1887	-0.2377	-0.143	0.6324	-0.0898	0.2534	-0.6204	-0.8933
-152.3438	-0.6567	-0.6757	-0.5308	-0.6747	-0.2188	-0.5317	-0.4401	-0.4079	-0.0365	-0.3956	-0.387	0.1105	-0.4605	-0.3705	-0.6014	-0.5448	-0.5993	-0.6549	-0.4257	-0.6085	-0.4646	-0.3013	-0.2431	-0.1521	-0.0424	0.764	-0.0023	0.3715	-0.6084	-0.8568
-148.4375	-0.6565	-0.6569	-0.5372	-0.7316	-0.3115	-0.6278	-0.4204	-0.4291	-0.0037	-0.3659	-0.3529	0.1353	-0.4839	-0.4259	-0.581	-0.5009	-0.6104	-0.6525	-0.5053	-0.6104	-0.5251	-0.383	-0.2996	-0.1215	0.0049	0.8107	0.0446	0.4508	-0.5511	-0.7893
-144.5312	-0.629	-0.6273	-0.5128	-0.7759	-0.4221	-0.7164	-0.4221	-0.4495	0.0219	-0.3514	-0.3108	0.1568	-0.5216	-0.4822	-0.5392	-0.46	-0.6228	-0.6298	-0.5872	-0.6129	-0.5814	-0.4697	-0.3578	-0.1603	-0.0064	0.7624	0.0327	0.4757	-0.452	-0.697
-140.625	-0.5759	-0.5924	-0.4636	-0.8081	-0.5401	-0.7862	-0.4516	-0.4697	0.0328	-0.3607	-0.2702	0.1667	-0.5804	-0.5478	-0.4854	-0.4319	-0.6363	-0.585	-0.6646	-0.6261	-0.6429	-0.5551	-0.4112	-0.2677	-0.07	0.6238	-0.0445	0.4391	-0.316	-0.5853
-136.7188	-0.5002	-0.555	-0.3967	-0.8258	-0.648	-0.8252	-0.5051	-0.4871	0.0262	-0.3943	-0.2365	0.1622	-0.6572	-0.6231	-0.4253	-0.4196	-0.6461	-0.5161	-0.7274	-0.6532	-0.7119	-0.6287	-0.4505	-0.4281	-0.17	0.4134	-0.1799	0.344	-0.1509	-0.4577
-132.8125	-0.4053	-0.5144	-0.3198	-0.8245	-0.7258	-0.8236	-0.5697	-0.4964	0.004	-0.445	-0.2103	0.1448	-0.739	-0.6999	-0.3603	-0.4192	-0.6441	-0.4222	-0.7638	-0.6894	-0.7826	-0.6781	-0.4652	-0.6149	-0.2842	0.1607	-0.3532	0.2031	0.0325	-0.3169
-128.9062	-0.2949	-0.4663	-0.2394	-0.7976	-0.7547	-0.7748	-0.626	-0.4908	-0.028	-0.4989	-0.1879	0.1195	-0.8062	-0.7629	-0.2883	-0.4208	-0.6215	-0.3046	-0.7636	-0.7224	-0.8424	-0.6913	-0.4473	-0.7958	-0.3886	-0.0998	-0.5348	0.0362	0.2211	-0.1651
-125	-0.172	-0.4037	-0.1594	-0.7378	-0.7214	-0.6772	-0.6531	-0.4638	-0.0625	-0.5396	-0.163	0.0924	-0.8369	-0.7933	-0.2054	-0.4108	-0.5708	-0.1668	-0.7192	-0.7351	-0.8747	-0.6588	-0.3914	-0.9387	-0.4613	-0.3344	-0.6912	-0.1332	0.4005	-0.0051
-121.0938	-0.0391	-0.3192	-0.0809	-0.6387	-0.621	-0.5339	-0.6333	-0.4113	-0.0922	-0.5513	-0.1295	0.0692	-0.8123	-0.7733	-0.1076	-0.3753	-0.4875	-0.0144	-0.6276	-0.709	-0.8623	-0.5751	-0.2962	-1.0173	-0.4862	-0.5163	-0.7919	-0.2817	0.5577	0.1588
-117.1875	0.1014	-0.207	-0.0027	-0.4978	-0.4586	-0.3528	-0.5565	-0.3326	-0.1124	-0.5229	-0.0832	0.0534	-0.7218	-0.6905	0.007	-0.3034	-0.3711	0.1448	-0.4903	-0.629	-0.7919	-0.4393	-0.1635	-1.0146	-0.4538	-0.6283	-0.8148	-0.39	0.6827	0.3211
-113.2812	0.2464	-0.0662	0.0769	-0.318	-0.2487	-0.1461	-0.4227	-0.232	-0.1215	-0.4507	-0.0238	0.046	-0.5655	-0.5413	0.1371	-0.1903	-0.2248	0.3029	-0.3132	-0.487	-0.6576	-0.2561	0.0024	-0.9252	-0.3624	-0.6643	-0.7502	-0.4451	0.7699	0.4749
-109.375	0.3905	0.0982	0.1581	-0.1093	-0.0137	0.0703	-0.2423	-0.1179	-0.1212	-0.3394	0.0456	0.0459	-0.3549	-0.3331	0.278	-0.039	-0.055	0.4518	-0.1058	-0.2851	-0.463	-0.0353	0.1945	-0.7553	-0.2167	-0.6277	-0.6019	-0.4412	0.8178	0.6126
-105.4688	0.5259	0.2744	0.2386	0.1116	0.2199	0.2784	-0.0348	-0.0024	-0.116	-0.2013	0.1182	0.0501	-0.1113	-0.0842	0.4219	0.1399	0.1286	0.5842	0.1192	-0.0362	-0.2215	0.2082	0.402	-0.5215	-0.0269	-0.5291	-0.3859	-0.3802	0.8289	0.7269
-101.5625	0.6425	0.4456	0.3125	0.3238	0.4261	0.4596	0.1752	0.1011	-0.1111	-0.0539	0.1857	0.0549	0.1386	0.1794	0.5582	0.3294	0.3141	0.6934	0.3462	0.2375	0.0453	0.4543	0.6097	-0.2477	0.1923	-0.3843	-0.1277	-0.2707	0.8074	0.8119
-97.6562	0.7296	0.5927	0.3718	0.5058	0.5833	0.5978	0.3626	0.181	-0.1114	0.0845	0.24	0.0563	0.3671	0.4277	0.675	0.5093	0.4879	0.7733	0.558	0.5076	0.311	0.6802	0.7983	0.0383	0.4233	-0.2107	0.1428	-0.1261	0.7581	0.8632
-93.75	0.7776	0.6987	0.4083	0.6402	0.6781	0.6817	0.5064	0.2297	-0.119	0.1985	0.2754	0.0515	0.5509	0.6326	0.7607	0.6594	0.6362	0.8189	0.7379	0.7449	0.549	0.8631	0.947	0.3091	0.6478	-0.0247	0.3961	0.0374	0.6855	0.8791
-89.8438	0.7811	0.7527	0.4166	0.7175	0.7077	0.7079	0.5946	0.2459	-0.1327	0.2796	0.2904	0.0393	0.6753	0.7739	0.8054	0.7641	0.7479	0.8277	0.8724	0.9252	0.7369	0.9843	1.0379	0.5424	0.8492	0.1612	0.6083	0.204	0.5935	0.8607
-85.9375	0.7404	0.7527	0.3962	0.7385	0.6801	0.6828	0.6262	0.2356	-0.147	0.3282	0.2885	0.0216	0.7366	0.8429	0.8032	0.8149	0.816	0.8001	0.9533	1.0334	0.8601	1.0333	1.0606	0.7241	1.0144	0.3398	0.7647	0.3604	0.4863	0.8122
-82.0312	0.6624	0.706	0.3519	0.713	0.6112	0.6205	0.6104	0.2104	-0.1534	0.3526	0.2776	0.0023	0.7419	0.8435	0.7533	0.8119	0.8394	0.7401	0.9788	1.0664	0.9136	1.0093	1.0149	0.8497	1.1351	0.508	0.861	0.4969	0.3687	0.7403
-78.125	0.5584	0.6265	0.2922	0.6566	0.5206	0.5398	0.5635	0.1848	-0.1435	0.3661	0.2673	-0.014	0.706	0.7891	0.66	0.7621	0.8222	0.6541	0.9528	1.0314	0.9008	0.9211	0.9099	0.9232	1.2069	0.6641	0.9018	0.6074	0.2473	0.6537
-74.2188	0.442	0.5302	0.2261	0.5847	0.4257	0.4582	0.5036	0.1717	-0.1115	0.3818	0.2657	-0.0235	0.6463	0.6975	0.5315	0.6768	0.7718	0.5497	0.8822	0.9431	0.8311	0.7833	0.7604	0.9528	1.2274	0.8036	0.8968	0.6882	0.129	0.561
-70.3125	0.3254	0.4309	0.1604	0.5088	0.3379	0.3874	0.4458	0.1795	-0.0568	0.408	0.2767	-0.0256	0.5776	0.5856	0.3785	0.5683	0.6963	0.4342	0.7743	0.8187	0.7167	0.6127	0.5829	0.9476	1.1946	0.9169	0.857	0.7353	0.021	0.4693
-66.4062	0.2182	0.3382	0.0989	0.4348	0.2606	0.3307	0.3988	0.2099	0.0149	0.4456	0.2988	-0.0234	0.5093	0.4649	0.2133	0.4478	0.6028	0.3147	0.6361	0.6743	0.5701	0.4246	0.3912	0.9138	1.107	0.989	0.7909	0.7446	-0.0708	0.3837
-62.5	0.1263	0.2568	0.0432	0.364	0.1913	0.2848	0.3648	0.2586	0.0935	0.4885	0.3259	-0.0231	0.4442	0.3414	0.0487	0.3248	0.4975	0.1976	0.4741	0.5234	0.4032	0.2313	0.1963	0.8545	0.9648	1.0021	0.7036	0.711	-0.1425	0.3069
-58.5938	0.0534	0.1889	-0.0045	0.2963	0.1252	0.243	0.3408	0.3175	0.1669	0.5257	0.3494	-0.0322	0.3806	0.2165	-0.1021	0.2074	0.3863	0.0894	0.2963	0.3763	0.2279	0.0422	0.0068	0.7706	0.7723	0.9414	0.5974	0.631	-0.1917	0.2401
-54.6875	0.0016	0.1358	-0.0406	0.233	0.059	0.2001	0.3217	0.3765	0.2241	0.5458	0.361	-0.0573	0.3147	0.0901	-0.2275	0.1035	0.2753	-0.0038	0.1132	0.241	0.0554	-0.1349	-0.1692	0.6632	0.5399	0.8005	0.4748	0.5043	-0.2189	0.1833
-50.7812	-0.0278	0.0991	-0.0594	0.1777	-0.0068	0.1545	0.302	0.4261	0.2578	0.54	0.3545	-0.1025	0.2435	-0.0372	-0.3185	0.0204	0.1709	-0.0765	-0.062	0.1236	-0.1034	-0.2937	-0.3246	0.5355	0.2848	0.5851	0.34	0.3363	-0.2264	0.1366
-46.875	-0.0348	0.0803	-0.0559	0.1351	-0.0681	0.1092	0.2782	0.4583	0.2653	0.505	0.3268	-0.1684	0.1667	-0.1627	-0.3708	-0.0363	0.0799	-0.1255	-0.2155	0.0284	-0.2394	-0.4287	-0.4532	0.3943	0.0287	0.314	0.2004	0.1387	-0.2192	0.0997
-42.9688	-0.0216	0.0796	-0.0269	0.1094	-0.1195	0.07	0.2485	0.4677	0.2483	0.4431	0.278	-0.252	0.0865	-0.2817	-0.3853	-0.064	0.0079	-0.1496	-0.3348	-0.0423	-0.3459	-0.5355	-0.5517	0.2496	-0.2047	0.0163	0.0665	-0.0714	-0.2037	0.0727
-39.0625	0.0073	0.0951	0.0266	0.1024	-0.1566	0.0425	0.2129	0.4516	0.2114	0.3615	0.2112	-0.3469	0.0074	-0.3885	-0.3683	-0.0642	-0.0413	-0.1509	-0.411	-0.0884	-0.4189	-0.611	-0.6203	0.1135	-0.3937	-0.2732	-0.0499	-0.2735	-0.1868	0.0552
-35.1562	0.0453	0.1224	0.0992	0.1122	-0.1783	0.0298	0.1725	0.4105	0.1605	0.2707	0.1315	-0.4448	-0.0651	-0.4773	-0.3292	-0.0427	-0.066	-0.1337	-0.4408	-0.1123	-0.4578	-0.6533	-0.6624	-0.0014	-0.5222	-0.5205	-0.1375	-0.4468	-0.174	0.0472
