time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	0.0347	0.2832	-0.743	0.532	0.6201	1.0925	-0.2932	-0.0425	-0.0172	0.0711	-0.381	-0.8194	0.0824	1.0403	-0.0579	0.6082	0.7916	2.7701	0.8564	1.0999	1.7162	1.1431	0.155	1.188	0.4585	-2.4958	-1.6697	-1.8461	0.8902	-0.3327
-195.3125	-0.146	0.3571	-0.3261	0.5445	0.6209	0.6582	-0.4174	-0.2028	-0.1805	0.5909	-0.4941	-0.8364	0.0165	0.8385	-0.1156	0.7282	0.8535	2.3145	0.7349	1.1077	1.5313	1.017	0.3018	1.0202	0.5501	-1.6475	-1.5101	-1.5183	0.5741	-0.2281
-191.4062	-0.322	0.4094	0.0377	0.5301	0.5904	0.222	-0.5516	-0.3692	-0.3723	1.058	-0.6297	-0.881	-0.0622	0.6307	-0.1823	0.8129	0.8923	1.8959	0.609	1.085	1.3351	0.8716	0.4034	0.8375	0.6104	-0.9031	-1.3945	-1.2352	0.2888	-0.1328
-187.5	-0.4747	0.429	0.3175	0.4753	0.5158	-0.1919	-0.6931	-0.5345	-0.598	1.4281	-0.7925	-0.9747	-0.1607	0.4174	-0.2503	0.8393	0.8927	1.5439	0.4778	1.015	1.1243	0.6982	0.4375	0.6353	0.6135	-0.346	-1.3513	-1.0365	0.0671	-0.0513
-183.5938	-0.5873	0.4137	0.499	0.3768	0.3973	-0.556	-0.8324	-0.686	-0.8462	1.6718	-0.9703	-1.127	-0.2813	0.2018	-0.3075	0.7958	0.848	1.2765	0.3421	0.8909	0.9	0.496	0.392	0.4164	0.5457	-0.0234	-1.3904	-0.9427	-0.0692	0.0154
-179.6875	-0.6451	0.3713	0.5872	0.2434	0.2488	-0.8414	-0.9539	-0.8062	-1.0889	1.7778	-1.1346	-1.3321	-0.4192	-0.0095	-0.338	0.6844	0.7618	1.0981	0.2059	0.7185	0.6688	0.2737	0.271	0.1922	0.4084	0.0617	-1.4998	-0.9495	-0.1123	0.0706
-175.7812	-0.6373	0.3177	0.6042	0.0946	0.095	-1.0195	-1.0389	-0.8761	-1.2875	1.7512	-1.2481	-1.5689	-0.5624	-0.2057	-0.3251	0.5215	0.6467	0.9996	0.0771	0.5159	0.4434	0.0501	0.0977	-0.0174	0.2184	-0.0532	-1.6458	-1.0293	-0.0676	0.1196
-171.875	-0.5574	0.2715	0.5836	-0.0436	-0.0348	-1.0677	-1.071	-0.8811	-1.4042	1.6101	-1.2773	-1.8051	-0.6931	-0.3736	-0.2557	0.3337	0.5206	0.9601	-0.0331	0.31	0.24	-0.1494	-0.0879	-0.1883	0.0045	-0.3019	-1.7811	-1.1388	0.0483	0.1679
-167.9688	-0.4046	0.2492	0.5621	-0.1453	-0.1148	-0.9752	-1.0421	-0.8167	-1.4145	1.3801	-1.204	-2.0048	-0.7918	-0.4998	-0.1229	0.1525	0.402	0.9512	-0.1135	0.1309	0.0752	-0.2983	-0.2375	-0.2966	-0.1993	-0.6055	-1.8551	-1.2298	0.2128	0.2189
-164.0625	-0.185	0.2601	0.5705	-0.1916	-0.1301	-0.7481	-0.9559	-0.6921	-1.3164	1.0892	-1.0329	-2.1359	-0.8415	-0.5744	0.0725	0.007	0.3056	0.9428	-0.1568	0.0054	-0.0383	-0.376	-0.3077	-0.3251	-0.3601	-0.8891	-1.8268	-1.2624	0.4015	0.272
-160.1562	0.0883	0.3041	0.6268	-0.1757	-0.081	-0.4123	-0.8285	-0.5286	-1.1321	0.7655	-0.7904	-2.1776	-0.833	-0.5934	0.3222	-0.082	0.2387	0.9093	-0.1623	-0.0494	-0.0947	-0.3736	-0.2725	-0.2688	-0.4523	-1.0942	-1.6745	-1.2133	0.5931	0.3221
-156.25	0.3945	0.3731	0.7325	-0.1048	0.0157	-0.0119	-0.6856	-0.3549	-0.9014	0.4346	-0.5169	-2.1231	-0.7674	-0.561	0.6107	-0.1062	0.2006	0.8347	-0.1375	-0.0301	-0.0974	-0.2962	-0.1315	-0.1385	-0.4623	-1.1853	-1.4011	-1.0797	0.7709	0.36
