time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-2.0849	-0.9436	-0.2362	-1.1698	-1.3745	-0.2898	-2.6652	-0.8922	-0.9386	-1.4373	-1.2787	-1.2394	-0.4753	-0.6628	0.7358	-1.8386	-0.7158	-0.7453	-0.2333	-1.6358	-0.9173	-0.6294	-0.4828	-0.9623	-0.8532	-1.2268	-1.7296	-1.261	-0.4169	-0.7305
-195.3125	-2.0201	-1.0077	-0.3953	-1.2258	-1.3722	-0.7337	-2.6027	-0.8116	-0.7919	-1.4328	-1.1116	-0.9873	-0.5431	-0.7249	0.2814	-1.7253	-1.0101	-0.9436	-0.2994	-1.5845	-0.8922	-0.6728	-0.6002	-0.9787	-0.7571	-1.0592	-1.5036	-1.0651	-0.5583	-0.9713
-191.4062	-1.9393	-1.0189	-0.5022	-1.2274	-1.3201	-1.1057	-2.5054	-0.7379	-0.6515	-1.4073	-0.9375	-0.7238	-0.5642	-0.7413	-0.1154	-1.5714	-1.2127	-1.0881	-0.3074	-1.4858	-0.8265	-0.6691	-0.6685	-0.9547	-0.6434	-0.8684	-1.2555	-0.8475	-0.6754	-1.1675
-187.5	-1.8056	-0.9417	-0.5192	-1.1344	-1.181	-1.3461	-2.3457	-0.6771	-0.5195	-1.339	-0.75	-0.4389	-0.4983	-0.6757	-0.4144	-1.3471	-1.2535	-1.1307	-0.2164	-1.3048	-0.6896	-0.5799	-0.6452	-0.8549	-0.4922	-0.6319	-0.9679	-0.5889	-0.7393	-1.2826
-183.5938	-1.5937	-0.763	-0.433	-0.9327	-0.9428	-1.4215	-2.1109	-0.6321	-0.3979	-1.2155	-0.5479	-0.1285	-0.3261	-0.5128	-0.6046	-1.0444	-1.1039	-1.051	-0.0152	-1.0297	-0.4705	-0.3909	-0.5125	-0.6614	-0.2949	-0.338	-0.6355	-0.2792	-0.7361	-1.3009
-179.6875	-1.2985	-0.4951	-0.2572	-0.637	-0.6202	-1.3298	-1.8049	-0.6021	-0.2877	-1.036	-0.3355	0.2034	-0.054	-0.2616	-0.7033	-0.6793	-0.7831	-0.862	0.2738	-0.6748	-0.1812	-0.1159	-0.2821	-0.3779	-0.0565	0.0104	-0.2686	0.08	-0.6691	-1.2299
-175.7812	-0.94	-0.1717	-0.0273	-0.2859	-0.2491	-1.0987	-1.4471	-0.5824	-0.1895	-0.8103	-0.1216	0.5443	0.2887	0.0475	-0.7459	-0.2878	-0.3516	-0.6063	0.5997	-0.2769	0.1464	0.2066	0.0076	-0.0293	0.2049	0.3958	0.1083	0.4738	-0.5574	-1.0963
-171.875	-0.561	0.16	0.209	0.0693	0.1229	-0.7784	-1.0668	-0.5658	-0.1021	-0.5556	0.0818	0.8747	0.6565	0.3708	-0.7707	0.0845	0.1057	-0.3444	0.8965	0.1147	0.4696	0.5237	0.3019	0.3447	0.4628	0.789	0.4611	0.8764	-0.429	-0.9368
-167.9688	-0.216	0.4507	0.405	0.3778	0.4497	-0.4308	-0.6962	-0.5438	-0.0229	-0.2921	0.2626	1.1709	0.9992	0.6626	-0.8048	0.3943	0.5027	-0.1361	1.1012	0.4509	0.7448	0.7826	0.5441	0.6981	0.688	1.1546	0.755	1.2547	-0.3122	-0.7866
-164.0625	0.045	0.6597	0.5267	0.6011	0.6963	-0.1164	-0.3637	-0.508	0.0525	-0.0383	0.4107	1.4093	1.2729	0.8857	-0.8543	0.6121	0.7741	-0.0231	1.1713	0.6948	0.9391	0.9448	0.6912	0.989	0.8563	1.4576	0.9631	1.5741	-0.2271	-0.6694
-160.1562	0.1911	0.7638	0.5614	0.7211	0.8456	0.117	-0.088	-0.4513	0.1299	0.1915	0.5204	1.5707	1.4493	1.0193	-0.9018	0.7286	0.8908	-0.0161	1.0962	0.8304	1.0366	0.9959	0.7249	1.1876	0.9535	1.6697	1.0733	1.8043	-0.1803	-0.5921
-156.25	0.2178	0.7615	0.52	0.742	0.8996	0.2419	0.1248	-0.3689	0.2149	0.3883	0.5906	1.6434	1.5193	1.0614	-0.9121	0.7561	0.863	-0.0932	0.8995	0.8649	1.0411	0.9469	0.6537	1.281	0.9774	1.773	1.0894	1.9238	-0.1659	-0.546
-152.3438	0.1459	0.6727	0.4325	0.6875	0.8757	0.2536	0.2797	-0.2591	0.3112	0.5472	0.6245	1.6248	1.4917	1.0258	-0.8424	0.7234	0.7328	-0.2082	0.632	0.8245	0.9725	0.8291	0.5083	1.2726	0.9363	1.7623	1.028	1.9227	-0.1701	-0.5125
-148.4375	0.0147	0.5336	0.339	0.593	0.8006	0.1682	0.3899	-0.1233	0.4186	0.6662	0.628	1.5218	1.3883	0.9366	-0.6579	0.6673	0.559	-0.3063	0.3586	0.7459	0.8605	0.6833	0.3312	1.18	0.8456	1.6443	0.9125	1.8037	-0.1786	-0.4709
-144.5312	-0.1275	0.3879	0.2784	0.4965	0.7035	0.0172	0.4714	0.0328	0.5319	0.7444	0.6083	1.3497	1.2375	0.821	-0.3464	0.6238	0.4002	-0.3398	0.1426	0.6666	0.7366	0.5493	0.1656	1.0293	0.7241	1.4365	0.7665	1.5824	-0.182	-0.405
-140.625	-0.2334	0.2771	0.2772	0.4297	0.6098	-0.1591	0.5377	0.1994	0.6411	0.7818	0.5717	1.1295	1.0677	0.7031	0.0712	0.6193	0.2999	-0.2816	0.0317	0.6155	0.6275	0.4562	0.0464	0.8509	0.591	1.1649	0.6087	1.2847	-0.1775	-0.3067
-136.7188	-0.2674	0.2302	0.3426	0.4111	0.5365	-0.32	0.5955	0.3622	0.7317	0.778	0.5214	0.8848	0.9023	0.5987	0.5381	0.6651	0.2774	-0.1314	0.0469	0.6062	0.549	0.4176	-0.0068	0.6738	0.4635	0.8609	0.4495	0.9438	-0.1671	-0.1773
-132.8125	-0.2147	0.2568	0.4591	0.4414	0.4898	-0.4313	0.6432	0.5033	0.7867	0.7321	0.4567	0.6375	0.7546	0.5135	0.9708	0.7547	0.3258	0.0849	0.1778	0.6348	0.5042	0.4289	0.0074	0.521	0.3546	0.5575	0.2904	0.5957	-0.1543	-0.0261
-128.9062	-0.0871	0.3446	0.5931	0.5034	0.4656	-0.4719	0.6723	0.6031	0.7894	0.6423	0.3731	0.4053	0.6269	0.4426	1.2781	0.8656	0.4172	0.3225	0.3856	0.6816	0.4836	0.4704	0.0735	0.4064	0.2714	0.285	0.1264	0.274	-0.1426	0.1325
-125	0.0782	0.4631	0.7009	0.5672	0.4531	-0.4359	0.672	0.6448	0.7278	0.5079	0.2646	0.1995	0.5121	0.3751	1.3864	0.9652	0.5134	0.53	0.6127	0.7175	0.4698	0.5142	0.1655	0.3334	0.214	0.0672	-0.0494	0.0055	-0.1351	0.2823
-121.0938	0.2273	0.5729	0.7414	0.5983	0.4397	-0.3323	0.6344	0.6191	0.5984	0.3319	0.1277	0.0256	0.3975	0.2986	1.2645	1.0208	0.5791	0.663	0.7985	0.7137	0.4437	0.5323	0.2552	0.2961	0.1755	-0.0822	-0.2403	-0.1928	-0.1357	0.4083
-117.1875	0.306	0.6376	0.6874	0.568	0.4157	-0.1818	0.5585	0.5276	0.4093	0.1227	-0.0359	-0.1157	0.2706	0.2053	0.9362	1.0095	0.5935	0.6952	0.8951	0.6504	0.3908	0.5052	0.3206	0.2822	0.1444	-0.1611	-0.4429	-0.3163	-0.1497	0.4994
-113.2812	0.2779	0.6355	0.5338	0.4623	0.3783	-0.0116	0.4519	0.3842	0.1798	-0.1045	-0.2178	-0.2269	0.1232	0.0954	0.478	0.9245	0.5546	0.6254	0.8786	0.5239	0.3064	0.4269	0.3507	0.2769	0.1079	-0.1793	-0.6461	-0.3728	-0.1815	0.5496
