time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	0.2286	-0.1889	0.6402	-0.0445	0.0218	0.5607	0.6927	0.4606	-0.104	0.2239	-0.5263	-0.4657	0.6536	-0.0334	-0.36	-0.1335	-0.9412	-0.4385	-0.2589	-0.1115	0.156	0.1758	0.1362	-0.2404	-0.4249	-0.158	-0.6785	0.2206	-0.4692	-0.7435
-195.3125	-0.1423	-0.2493	0.4435	-0.0845	-0.1152	0.3256	0.3263	0.2555	-0.3057	-0.1274	-0.5695	-0.7003	0.1308	-0.4332	-0.4987	-0.1553	-0.798	-0.5049	-0.3253	-0.1667	-0.1107	-0.0286	-0.0501	-0.6066	-0.478	-0.2573	-0.8235	-0.0162	-0.6612	-0.7188
-191.4062	-0.4907	-0.3233	0.2294	-0.1411	-0.2582	0.0867	-0.0165	0.0537	-0.4878	-0.4489	-0.605	-0.9216	-0.3573	-0.8121	-0.6358	-0.1995	-0.6846	-0.5726	-0.3998	-0.2373	-0.3719	-0.2154	-0.2214	-0.934	-0.5241	-0.3443	-0.9496	-0.236	-0.8424	-0.6899
-187.5	-0.7944	-0.4157	-0.0042	-0.2225	-0.407	-0.1529	-0.3177	-0.1397	-0.6308	-0.7144	-0.6219	-1.1166	-0.7755	-1.1447	-0.7658	-0.2795	-0.62	-0.6384	-0.4829	-0.3305	-0.6157	-0.3667	-0.3606	-1.1854	-0.5541	-0.4056	-1.0367	-0.4207	-1.0029	-0.6525
-183.5938	-1.0338	-0.5218	-0.246	-0.3265	-0.5542	-0.3824	-0.5608	-0.3169	-0.7201	-0.9022	-0.6109	-1.2708	-1.0922	-1.4053	-0.8788	-0.395	-0.6074	-0.6948	-0.5656	-0.4429	-0.8261	-0.4665	-0.4555	-1.331	-0.5588	-0.4254	-1.0674	-0.554	-1.1332	-0.6047
-179.6875	-1.1939	-0.6272	-0.4727	-0.4406	-0.686	-0.5834	-0.7329	-0.4676	-0.748	-0.9981	-0.5654	-1.3699	-1.2826	-1.5704	-0.9606	-0.5316	-0.6333	-0.7301	-0.6295	-0.5591	-0.9836	-0.5027	-0.4999	-1.3531	-0.53	-0.3885	-1.0293	-0.6229	-1.2242	-0.5472
-175.7812	-1.2656	-0.7109	-0.655	-0.5443	-0.7842	-0.7348	-0.8269	-0.581	-0.7153	-0.9972	-0.4823	-1.4024	-1.3319	-1.6216	-0.9957	-0.6635	-0.6716	-0.7315	-0.6524	-0.6553	-1.0684	-0.4688	-0.4937	-1.2484	-0.4613	-0.2828	-0.9181	-0.6192	-1.2672	-0.4826
-171.875	-1.2473	-0.7515	-0.7669	-0.6148	-0.8306	-0.8177	-0.8425	-0.6479	-0.6313	-0.9058	-0.3627	-1.3627	-1.2379	-1.549	-0.971	-0.7608	-0.6913	-0.6879	-0.6146	-0.7055	-1.0645	-0.3659	-0.4424	-1.0287	-0.3509	-0.1043	-0.7392	-0.5417	-1.2551	-0.4136
-167.9688	-1.1463	-0.732	-0.7933	-0.6324	-0.8114	-0.8209	-0.7875	-0.663	-0.5116	-0.74	-0.211	-1.2536	-1.0124	-1.3531	-0.8798	-0.7968	-0.6651	-0.5933	-0.5055	-0.6874	-0.9638	-0.2027	-0.355	-0.719	-0.2019	0.1391	-0.5075	-0.3973	-1.1841	-0.3423
-164.0625	-0.9776	-0.6441	-0.7345	-0.5844	-0.7192	-0.7432	-0.6753	-0.6258	-0.3748	-0.5224	-0.0348	-1.0882	-0.6794	-1.0453	-0.7238	-0.7544	-0.5761	-0.4485	-0.327	-0.5885	-0.7679	0.0057	-0.2404	-0.3533	-0.0239	0.426	-0.2442	-0.2017	-1.0555	-0.2689
