time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-1.4849	-1.3911	-1.2613	-1.1363	-0.647	-0.4316	-0.1392	-0.1641	-0.3212	0.0021	0.0582	0.1733	-0.0002	-0.5323	-1.2968	-1.4328	-1.2348	-1.0471	-1.0277	-1.1059	-0.8267	-0.8305	-0.5445	-0.1969	0.1429	0.316	0.2278	0.3068	-1.0913	-0.946
-195.3125	-1.24	-1.144	-0.9668	-0.9673	-0.5862	-0.3436	-0.0784	-0.1396	-0.1061	0.0729	0.1646	0.182	-0.0401	-0.5676	-1.1825	-1.2921	-1.166	-0.8929	-0.9982	-1.0166	-0.8525	-0.8547	-0.5329	-0.1969	0.1471	0.2908	0.1854	0.2719	-0.9272	-0.8317
-191.4062	-1.0137	-0.9132	-0.6946	-0.8085	-0.5322	-0.2625	-0.0245	-0.1146	0.0932	0.1336	0.2563	0.1833	-0.0835	-0.6046	-1.0722	-1.1593	-1.0986	-0.7485	-0.9718	-0.934	-0.8794	-0.8813	-0.5296	-0.2072	0.1442	0.2613	0.1385	0.2335	-0.7727	-0.7248
-187.5	-0.8238	-0.7141	-0.4639	-0.6693	-0.4915	-0.1949	0.017	-0.0895	0.2627	0.1774	0.3242	0.1742	-0.1316	-0.6433	-0.972	-1.0431	-1.0364	-0.6239	-0.9523	-0.8654	-0.9082	-0.913	-0.541	-0.2336	0.1309	0.2267	0.0864	0.1916	-0.6371	-0.6327
-183.5938	-0.6827	-0.5586	-0.289	-0.5568	-0.4682	-0.1466	0.0428	-0.0668	0.3916	0.2009	0.3632	0.1549	-0.1826	-0.6819	-0.8876	-0.9503	-0.9838	-0.5266	-0.9429	-0.8158	-0.9386	-0.9502	-0.5692	-0.2762	0.1072	0.1882	0.0315	0.1484	-0.5284	-0.561
-179.6875	-0.5966	-0.4538	-0.1787	-0.476	-0.4637	-0.1219	0.0517	-0.0504	0.4742	0.2042	0.3729	0.1289	-0.2326	-0.717	-0.824	-0.8847	-0.9452	-0.4615	-0.9452	-0.7874	-0.9694	-0.9915	-0.6121	-0.3297	0.0764	0.1494	-0.0206	0.1083	-0.4525	-0.513
-175.7812	-0.5652	-0.4017	-0.1351	-0.4291	-0.4776	-0.1239	0.0448	-0.0449	0.509	0.1906	0.3578	0.1023	-0.2762	-0.7444	-0.7851	-0.848	-0.9242	-0.4302	-0.9592	-0.7801	-0.9987	-1.0335	-0.6633	-0.3842	0.0439	0.1146	-0.0627	0.0767	-0.4129	-0.4893
-171.875	-0.5827	-0.3998	-0.154	-0.4159	-0.508	-0.1533	0.0243	-0.0538	0.4987	0.1659	0.3261	0.0821	-0.3082	-0.7606	-0.7725	-0.8392	-0.9227	-0.4322	-0.9826	-0.7917	-1.0248	-1.0718	-0.7147	-0.4288	0.0159	0.0879	-0.0887	0.0581	-0.4096	-0.4884
-167.9688	-0.6386	-0.4408	-0.2256	-0.4341	-0.5518	-0.2081	-0.0066	-0.0785	0.4495	0.1362	0.2879	0.0743	-0.3245	-0.7638	-0.7851	-0.855	-0.9398	-0.4642	-1.0111	-0.8187	-1.0457	-1.1013	-0.7573	-0.4538	-0.0026	0.0718	-0.0949	0.0554	-0.4392	-0.5063
-164.0625	-0.7198	-0.5139	-0.3353	-0.4783	-0.6049	-0.2832	-0.0438	-0.1169	0.3701	0.1077	0.2533	0.0825	-0.3238	-0.7532	-0.818	-0.8898	-0.9712	-0.5201	-1.0383	-0.8562	-1.0596	-1.117	-0.7838	-0.4536	-0.0088	0.0673	-0.0813	0.0683	-0.494	-0.5371
-160.1562	-0.8113	-0.6058	-0.4653	-0.5407	-0.6618	-0.37	-0.0826	-0.1634	0.2709	0.0849	0.2303	0.1061	-0.3068	-0.7294	-0.8631	-0.9357	-1.0088	-0.5902	-1.0562	-0.898	-1.0637	-1.1142	-0.7889	-0.4275	-0.002	0.0737	-0.0515	0.0939	-0.5631	-0.5729
-156.25	-0.8979	-0.7012	-0.5962	-0.6103	-0.7152	-0.457	-0.1177	-0.2093	0.1637	0.0707	0.2232	0.1408	-0.2767	-0.693	-0.9094	-0.9825	-1.042	-0.6621	-1.0563	-0.9364	-1.0544	-1.0887	-0.7697	-0.3793	0.0158	0.0886	-0.0118	0.1264	-0.6333	-0.605
-152.3438	-0.9655	-0.785	-0.7092	-0.6741	-0.7562	-0.5315	-0.1436	-0.2447	0.0603	0.0657	0.2317	0.1787	-0.2377	-0.6443	-0.9447	-1.0185	-1.0591	-0.7223	-1.0309	-0.9626	-1.0271	-1.0368	-0.7262	-0.316	0.0409	0.1086	0.0299	0.1584	-0.6912	-0.6248
-148.4375	-1.002	-0.843	-0.7876	-0.7185	-0.775	-0.5814	-0.1554	-0.2607	-0.0284	0.069	0.251	0.211	-0.1942	-0.5833	-0.9569	-1.0315	-1.049	-0.7581	-0.9745	-0.9672	-0.9769	-0.9567	-0.6605	-0.2455	0.0683	0.1293	0.0663	0.1825	-0.7249	-0.6248
-144.5312	-0.9983	-0.8644	-0.8187	-0.7308	-0.7627	-0.597	-0.1495	-0.2517	-0.0941	0.0782	0.2734	0.2298	-0.1497	-0.5095	-0.936	-1.0111	-1.0039	-0.7602	-0.8851	-0.9418	-0.8996	-0.8485	-0.5769	-0.175	0.0934	0.1468	0.0918	0.1928	-0.7257	-0.6
-140.625	-0.9499	-0.8429	-0.7953	-0.7025	-0.7126	-0.573	-0.1243	-0.2166	-0.1316	0.0909	0.2905	0.2306	-0.106	-0.4228	-0.8759	-0.9501	-0.9205	-0.725	-0.7648	-0.8809	-0.7933	-0.715	-0.481	-0.1093	0.1122	0.1581	0.1042	0.1865	-0.6892	-0.5486
