time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-1.9885	-2.4301	-1.6332	-2.2496	-1.49	-0.9022	-0.468	-0.1391	-0.2946	-0.2065	-0.0994	-0.3983	-0.7718	-1.3503	-2.1842	-2.7356	-2.2892	-1.4494	-1.9726	-2.8989	-2.3067	-1.0298	-0.8457	-0.5186	-0.2623	-0.4329	-0.3134	-0.1894	-0.64	-0.9185
-195.3125	-1.9721	-2.3502	-1.5557	-2.1278	-1.3875	-0.795	-0.424	-0.0675	-0.2304	-0.1635	-0.0173	-0.2918	-0.6902	-1.2413	-2.146	-2.6878	-2.2442	-1.4241	-1.8904	-2.78	-2.1246	-1.0346	-0.8563	-0.5031	-0.2869	-0.3966	-0.2788	-0.1431	-0.5373	-0.874
-191.4062	-1.9315	-2.2481	-1.4648	-1.9908	-1.2753	-0.6867	-0.3738	-0.0027	-0.1705	-0.1205	0.0586	-0.1914	-0.6035	-1.1238	-2.0832	-2.612	-2.1758	-1.3839	-1.7907	-2.6361	-1.9277	-1.0212	-0.8524	-0.4812	-0.3068	-0.3611	-0.2439	-0.1011	-0.4302	-0.8215
-187.5	-1.85	-2.1092	-1.3528	-1.8294	-1.149	-0.5795	-0.3148	0.0485	-0.1195	-0.079	0.1223	-0.1023	-0.5102	-0.9937	-1.9791	-2.4878	-2.067	-1.3179	-1.6614	-2.4502	-1.7076	-0.9761	-0.8229	-0.4479	-0.3163	-0.3256	-0.2087	-0.066	-0.3194	-0.7573
-183.5938	-1.72	-1.9277	-1.2175	-1.6406	-1.0078	-0.4769	-0.2462	0.0806	-0.0807	-0.0414	0.1697	-0.028	-0.4111	-0.8501	-1.8265	-2.3051	-1.9094	-1.2219	-1.497	-2.2146	-1.4625	-0.8924	-0.7628	-0.4013	-0.3128	-0.2908	-0.1742	-0.0403	-0.2092	-0.6823
-179.6875	-1.5445	-1.7075	-1.0624	-1.4283	-0.8553	-0.3835	-0.1703	0.0902	-0.0563	-0.0102	0.1989	0.0295	-0.3099	-0.6964	-1.6297	-2.0657	-1.7053	-1.099	-1.3007	-1.9329	-1.1978	-0.7712	-0.6737	-0.3426	-0.2965	-0.2588	-0.142	-0.0254	-0.1075	-0.6014
-175.7812	-1.3364	-1.4618	-0.8969	-1.2031	-0.6993	-0.3042	-0.0919	0.0764	-0.0475	0.0118	0.2097	0.0695	-0.2126	-0.5394	-1.4032	-1.783	-1.4668	-0.9591	-1.0833	-1.6194	-0.9258	-0.6215	-0.5634	-0.276	-0.2698	-0.2319	-0.1143	-0.022	-0.024	-0.5226
-171.875	-1.116	-1.2102	-0.7341	-0.9805	-0.5505	-0.2437	-0.0176	0.041	-0.0547	0.0221	0.2029	0.0924	-0.1265	-0.3888	-1.1681	-1.4791	-1.2132	-0.8159	-0.8612	-1.2963	-0.6633	-0.4579	-0.4431	-0.207	-0.236	-0.2117	-0.0928	-0.0295	0.0321	-0.4552
-167.9688	-0.9059	-0.9747	-0.5881	-0.7779	-0.4205	-0.2052	0.045	-0.0109	-0.0772	0.0191	0.1804	0.099	-0.0588	-0.255	-0.9475	-1.1806	-0.9673	-0.6844	-0.6536	-0.9897	-0.4286	-0.2978	-0.3253	-0.1415	-0.1984	-0.1983	-0.0785	-0.0459	0.0548	-0.4065
-164.0625	-0.7269	-0.7753	-0.4713	-0.6112	-0.3198	-0.1897	0.0889	-0.0714	-0.1124	0.0024	0.1442	0.0908	-0.015	-0.1477	-0.7618	-0.9132	-0.7508	-0.5767	-0.4782	-0.7244	-0.238	-0.1583	-0.2214	-0.0845	-0.159	-0.19	-0.0716	-0.0681	0.0434	-0.381
