FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
1.5143,0.9438,0.5966,1.0763,0.7198,0.3288,0.6748,0.3263,0.4406,0.4654,0.2015,0.1655,0.7761,0.8438,1.0677,1.1192,0.7669,0.5063,0.6539,1.0127,1.0521,0.8065,0.3928,0.4725,0.2541,0.2964,0.5172,0.5012,0.0451,0.1784
1.6748,1.1155,0.6781,1.1695,0.8312,0.5109,0.8178,0.3299,0.4767,0.5632,0.255,0.2427,0.9184,0.9369,1.1951,1.2669,0.865,0.5843,0.6594,1.1317,1.1563,0.864,0.4283,0.5167,0.317,0.3631,0.6256,0.6126,0.0302,0.2083
1.8442,1.3356,0.7722,1.2775,0.9804,0.7523,0.977,0.3187,0.4994,0.6667,0.3016,0.3352,1.0799,1.0641,1.3361,1.4428,0.9861,0.7091,0.6957,1.2859,1.2969,0.9558,0.5127,0.5889,0.3932,0.4299,0.7561,0.7316,0.0257,0.2371
2.0117,1.5879,0.8728,1.4128,1.1722,1.0403,1.1439,0.2889,0.4983,0.7648,0.3281,0.428,1.2524,1.2259,1.4916,1.6463,1.1289,0.8773,0.7757,1.481,1.4782,1.087,0.6558,0.693,0.4783,0.4866,0.9023,0.8459,0.0279,0.252
2.1625,1.8504,0.9725,1.5874,1.4057,1.3542,1.3058,0.2378,0.4648,0.8461,0.3257,0.5036,1.4246,1.4165,1.6608,1.8734,1.2918,1.0781,0.9066,1.7173,1.6982,1.2552,0.8566,0.8257,0.5638,0.5242,1.0526,0.9422,0.0311,0.2421
2.2808,2.0985,1.0633,1.8093,1.6729,1.6672,1.4475,0.1643,0.3939,0.9009,0.2921,0.5461,1.5837,1.6253,1.8386,2.1161,1.4741,1.2956,1.0889,1.9887,1.9485,1.4499,1.1022,0.9776,0.6386,0.5372,1.1924,1.0088,0.029,0.202
2.3535,2.3104,1.1381,2.0781,1.9589,1.9503,1.5548,0.0698,0.2864,0.924,0.2326,0.5457,1.7184,1.8385,2.015,2.3639,1.675,1.5112,1.3169,2.284,2.2159,1.6553,1.3698,1.1342,0.691,0.5256,1.3071,1.0389,0.0154,0.1342
2.3748,2.4709,1.1927,2.3825,2.2427,2.1775,1.6181,-0.0403,0.1503,0.9158,0.1587,0.5015,1.8215,2.0429,2.1763,2.6047,1.8926,1.7074,1.5801,2.5877,2.4846,1.8536,1.6315,1.28,0.7116,0.4952,1.3862,1.0318,-0.0137,0.05
2.3495,2.5743,1.2267,2.6999,2.5011,2.3303,1.6348,-0.1575,0,0.8833,0.0854,0.4231,1.8913,2.2274,2.3075,2.8266,2.1226,1.8709,1.865,2.882,2.7385,2.0284,1.8601,1.4013,0.6951,0.4567,1.4257,0.9944,-0.0595,-0.0321
2.2933,2.6252,1.2445,2.9989,2.7115,2.4009,1.6103,-0.2707,-0.1461,0.8377,0.0279,0.3277,1.9315,2.3846,2.3957,3.0188,2.3565,1.9941,2.1557,3.1493,2.9627,2.1679,2.034,1.4894,0.6423,0.4227,1.4287,0.9389,-0.1204,-0.0907
