FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.0249,0.2485,0.19,0.2262,0.5564,0.4386,1.1891,0.5643,0.8246,1.1314,0.8303,1.2774,0.9996,0.6209,-0.553,-0.009,0.0256,0.0825,0.092,-0.066,0.2403,0.489,0.2452,0.7381,0.5988,0.8814,0.8829,1.0719,-0.3785,0.1227
0.0455,0.3054,0.2513,0.3054,0.7266,0.5468,1.2671,0.6327,0.841,1.0147,0.7435,1.1771,0.9294,0.6326,-0.4966,0.0223,0.0255,0.0333,-0.0559,-0.0234,0.2743,0.4099,0.1929,0.6442,0.4861,0.807,0.7957,0.9828,-0.3478,0.0673
0.1181,0.4348,0.3408,0.4347,0.888,0.6502,1.225,0.6349,0.7868,0.7898,0.5906,0.9931,0.8085,0.6293,-0.4011,0.1325,0.0944,0.0025,-0.1542,0.093,0.344,0.361,0.1509,0.5189,0.3468,0.6934,0.6569,0.821,-0.2815,0.0148
0.2414,0.6314,0.457,0.6094,1.0267,0.7422,1.065,0.5658,0.6632,0.4813,0.3847,0.745,0.6536,0.6158,-0.2726,0.3161,0.227,0.0024,-0.1829,0.2756,0.4473,0.3541,0.1277,0.3794,0.1993,0.5535,0.4833,0.6025,-0.1906,-0.0248
0.405,0.8771,0.5946,0.8151,1.1288,0.8165,0.8048,0.4305,0.4809,0.1223,0.146,0.4606,0.4848,0.597,-0.1201,0.5538,0.4062,0.0415,-0.1332,0.5036,0.5748,0.3939,0.1287,0.2448,0.063,0.4032,0.2957,0.3502,-0.0902,-0.0444
0.5901,1.143,0.7426,1.0288,1.1824,0.8666,0.4756,0.2433,0.259,-0.2493,-0.1008,0.1723,0.3234,0.5777,0.0441,0.8155,0.6067,0.1216,-0.0095,0.7469,0.7121,0.4777,0.1559,0.134,-0.0446,0.26,0.1168,0.092,0.0045,-0.0415
0.7722,1.3937,0.8848,1.223,1.1804,0.8867,0.119,0.0258,0.0224,-0.5948,-0.3292,-0.0869,0.1892,0.5633,0.2041,1.066,0.8008,0.2357,0.1715,0.9725,0.8433,0.5966,0.2072,0.0628,-0.1102,0.1412,-0.0316,-0.1423,0.0819,-0.018
0.9261,1.5944,1.0018,1.3703,1.1221,0.8734,-0.2193,-0.1955,-0.2016,-0.8784,-0.5147,-0.2881,0.0979,0.5591,0.3422,1.2719,0.9649,0.3694,0.384,1.1512,0.9549,0.7372,0.2772,0.0419,-0.1278,0.0614,-0.1312,-0.325,0.1373,0.0195
1.0304,1.7176,1.0756,1.4496,1.015,0.8274,-0.4961,-0.3931,-0.3867,-1.0706,-0.6376,-0.4098,0.0591,0.5697,0.4427,1.4085,1.0846,0.5031,0.5991,1.2638,1.0382,0.8846,0.3581,0.0745,-0.0984,0.0298,-0.1702,-0.4343,0.1726,0.0605
1.0717,1.7487,1.0929,1.4506,0.8736,0.7545,-0.6772,-0.543,-0.5117,-1.1505,-0.6858,-0.4407,0.0752,0.598,0.4965,1.4646,1.1563,0.6165,0.7899,1.3039,1.0904,1.0244,0.441,0.1567,-0.0305,0.0488,-0.1447,-0.4584,0.1957,0.0907
1.0477,1.6886,1.0493,1.3768,0.7183,0.6661,-0.7425,-0.6277,-0.5629,-1.109,-0.6555,-0.3796,0.142,0.6444,0.5039,1.4437,1.1866,0.693,0.9357,1.2786,1.1145,1.1444,0.517,0.278,0.0626,0.114,-0.0591,-0.3962,0.2163,0.0949
0.9673,1.5542,0.9506,1.2451,0.5728,0.5776,-0.6882,-0.6392,-0.5365,-0.9491,-0.5512,-0.2349,0.2508,0.7069,0.4753,1.3631,1.1884,0.7231,1.025,1.2057,1.1175,1.2363,0.5779,0.4243,0.1649,0.2152,0.0753,-0.2573,0.2429,0.0595
0.8489,1.3749,0.8121,1.0836,0.4603,0.5054,-0.5258,-0.5805,-0.438,-0.6858,-0.3842,-0.0216,0.3903,0.7826,0.4287,1.2498,1.1769,0.7068,1.0553,1.1097,1.1098,1.2964,0.6173,0.5808,0.261,0.3391,0.2435,-0.0593,0.2796,-0.024
0.7173,1.1873,0.6558,0.9259,0.4013,0.4634,-0.279,-0.4641,-0.2808,-0.3441,-0.1704,0.2413,0.5504,0.8686,0.3848,1.1352,1.1658,0.6533,1.0323,1.0171,1.1028,1.3255,0.6312,0.7353,0.3386,0.4724,0.4297,0.1761,0.325,-0.1557
0.5984,1.0288,0.5059,0.8051,0.41,0.4607,0.0217,-0.3097,-0.0837,0.0443,0.0723,0.5336,0.7229,0.9637,0.3615,1.0486,1.1652,0.5788,0.9675,0.9521,1.1081,1.329,0.6183,0.8799,0.3912,0.6038,0.6203,0.427,0.3729,-0.327
0.5147,0.9306,0.3843,0.7479,0.4929,0.4993,0.3445,-0.1405,0.1329,0.4452,0.3261,0.8363,0.9026,1.068,0.3697,1.0123,1.1804,0.5014,0.8753,0.9322,1.1357,1.3152,0.5799,1.0114,0.4184,0.7257,0.8055,0.6748,0.4141,-0.521
0.4812,0.9131,0.3071,0.7695,0.6466,0.5739,0.6603,0.021,0.3488,0.8254,0.575,1.1324,1.0859,1.1829,0.411,1.0384,1.2129,0.4373,0.7711,0.9668,1.1926,1.2934,0.5197,1.1301,0.4257,0.8342,0.9797,0.9055,0.4396,-0.717
0.5038,0.9826,0.282,0.8713,0.8583,0.6736,0.9449,0.1554,0.5468,1.156,0.805,1.4076,1.2693,1.309,0.4793,1.1273,1.2611,0.396,0.6698,1.0563,1.2821,1.2728,0.4428,1.2377,0.4229,0.9277,1.1402,1.1105,0.4438,-0.8942
0.5782,1.1312,0.3082,1.0416,1.1066,0.7828,1.1794,0.2482,0.7122,1.4144,1.0044,1.6495,1.4474,1.4449,0.5631,1.2695,1.3224,0.3787,0.5844,1.1933,1.4031,1.26,0.3555,1.335,0.4209,1.0057,1.285,1.2848,0.4261,-1.036
0.6926,1.339,0.3771,1.2574,1.3635,0.8847,1.3492,0.2901,0.8334,1.5849,1.1631,1.8467,1.6115,1.5854,0.6489,1.4481,1.3935,0.3798,0.5259,1.3644,1.5494,1.2596,0.2653,1.4203,0.429,1.067,1.4118,1.4255,0.3914,-1.1318
