FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
2.3957,2.6474,1.8018,2.5555,1.6004,0.9584,0.354,0.0482,-0.2913,0.3247,-0.0037,-0.0383,0.5547,1.1806,2.3888,2.6448,2.2308,1.7167,1.8045,2.2834,1.8355,1.287,0.8939,0.2426,0.0995,-0.4184,-0.083,-0.2515,-0.7299,-0.5229
2.2033,2.488,1.7061,2.463,1.5611,0.9773,0.3676,0.1362,-0.2371,0.3632,0.0663,0.0061,0.4972,1.0348,2.1678,2.4091,2.0629,1.6558,1.6208,2.094,1.689,1.1522,0.7912,0.1671,0.0522,-0.4199,-0.1153,-0.2516,-0.7323,-0.3966
1.9708,2.2806,1.5857,2.321,1.5103,0.9912,0.3997,0.2299,-0.1739,0.4272,0.1557,0.0921,0.4752,0.922,1.942,2.1501,1.878,1.5972,1.4432,1.8918,1.5556,1.0369,0.6914,0.134,0.0252,-0.3916,-0.0935,-0.2027,-0.7032,-0.28
1.735,2.058,1.4607,2.1566,1.4619,1.0012,0.4477,0.3129,-0.1099,0.5093,0.251,0.208,0.4964,0.8649,1.7497,1.9083,1.7076,1.5548,1.3047,1.7139,1.465,0.9676,0.6171,0.1555,0.0291,-0.3306,-0.0185,-0.1087,-0.6472,-0.1952
1.5313,1.8536,1.351,2,1.4267,1.0073,0.5042,0.3693,-0.0534,0.5971,0.3383,0.3377,0.5586,0.8745,1.6185,1.7168,1.5774,1.5371,1.2289,1.5896,1.4356,0.9612,0.5863,0.2348,0.0701,-0.238,0.1009,0.0202,-0.5734,-0.1563
1.3882,1.698,1.2737,1.8797,1.4114,1.0105,0.5602,0.3877,-0.01,0.6768,0.407,0.4636,0.6524,0.9499,1.5608,1.5981,1.504,1.5466,1.2271,1.5377,1.4738,1.0226,0.6106,0.3662,0.1492,-0.1182,0.2499,0.1699,-0.4938,-0.1681
1.3236,1.615,1.2418,1.8199,1.4202,1.0147,0.6077,0.3648,0.0184,0.7366,0.4512,0.5706,0.7646,1.081,1.5747,1.5624,1.4953,1.5818,1.2992,1.5658,1.5746,1.1467,0.6946,0.5374,0.2636,0.0217,0.4115,0.3247,-0.4203,-0.2259
1.3434,1.6205,1.264,1.8374,1.4556,1.0272,0.6425,0.3062,0.0342,0.7697,0.4703,0.6479,0.8818,1.2522,1.6475,1.6097,1.5524,1.6398,1.4376,1.6723,1.7265,1.3222,0.8376,0.7325,0.4074,0.1738,0.5696,0.4702,-0.3637,-0.3181
1.4418,1.7202,1.3431,1.9406,1.519,1.058,0.6658,0.2258,0.0428,0.7756,0.4684,0.6899,0.9937,1.4471,1.7615,1.733,1.6732,1.7202,1.6311,1.8492,1.9148,1.5354,1.0347,0.9352,0.5733,0.3296,0.7107,0.594,-0.3327,-0.4298
1.6038,1.9102,1.4761,2.1274,1.611,1.1167,0.6829,0.1429,0.0514,0.7606,0.452,0.6962,1.0941,1.6509,1.8998,1.921,1.8542,1.8261,1.8686,2.0848,2.1259,1.7731,1.2776,1.1309,0.7536,0.4809,0.8252,0.6869,-0.334,-0.5454
