FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-0.2251,-0.6885,-0.0945,-0.2791,-0.1364,0.023,0.1009,0.2014,-1.3448,0.2294,0.0048,0.0274,-0.2331,0.0074,-0.0078,-0.0533,-0.0352,0.571,0.0445,-0.0809,-0.1277,0.0098,0.0373,-0.0779,-0.1271,0.2531,0.2885,-0.2098,-0.0638,0.0866
-0.273,-0.7048,-0.0848,-0.2997,-0.1607,0.0729,0.0987,0.2135,-1.2806,0.246,0.0279,0.0592,-0.2755,-0.1006,-0.0691,-0.181,-0.1052,0.5343,-0.0158,-0.1783,-0.2486,-0.1054,-0.022,-0.1795,-0.1669,0.2079,0.2218,-0.2375,-0.1382,0.1538
-0.286,-0.6843,-0.053,-0.2935,-0.1569,0.1285,0.1205,0.249,-1.2053,0.2877,0.0897,0.113,-0.29,-0.1764,-0.1306,-0.2868,-0.1598,0.4878,-0.0553,-0.2501,-0.3335,-0.2056,-0.0828,-0.2624,-0.1927,0.1716,0.1646,-0.2441,-0.198,0.2061
-0.2597,-0.627,-0.0015,-0.2571,-0.1218,0.1868,0.1637,0.3058,-1.1372,0.3533,0.1843,0.1851,-0.2751,-0.2105,-0.188,-0.3538,-0.1898,0.4365,-0.0661,-0.2844,-0.3701,-0.2775,-0.1364,-0.3198,-0.2025,0.1492,0.1202,-0.2295,-0.2336,0.2436
-0.1981,-0.5406,0.0628,-0.1921,-0.0593,0.244,0.219,0.3764,-1.0962,0.4351,0.2979,0.2668,-0.2377,-0.2042,-0.2393,-0.3725,-0.1902,0.3856,-0.0477,-0.2773,-0.3565,-0.314,-0.1761,-0.3511,-0.1984,0.1412,0.0875,-0.1984,-0.2386,0.2719
-0.1131,-0.4391,0.1301,-0.1054,0.0209,0.296,0.2728,0.4508,-1.0984,0.5202,0.4113,0.3464,-0.1903,-0.1678,-0.2837,-0.343,-0.1599,0.3402,-0.0059,-0.2328,-0.3,-0.3154,-0.1975,-0.3618,-0.1855,0.1439,0.0628,-0.1596,-0.211,0.2993
-0.0212,-0.3399,0.1893,-0.0076,0.1055,0.3389,0.3103,0.5182,-1.1529,0.5939,0.5045,0.4123,-0.148,-0.1174,-0.3218,-0.2741,-0.1022,0.3046,0.0485,-0.1617,-0.2155,-0.2881,-0.199,-0.3608,-0.17,0.1512,0.0419,-0.1231,-0.1528,0.3339
0.0602,-0.2596,0.2306,0.0891,0.1807,0.3701,0.3193,0.5701,-1.2579,0.6428,0.5614,0.4556,-0.1239,-0.0704,-0.354,-0.1809,-0.0241,0.2818,0.1035,-0.0788,-0.1213,-0.2426,-0.1812,-0.3575,-0.1572,0.1558,0.022,-0.0983,-0.0706,0.3797
0.1164,-0.2107,0.2471,0.1731,0.2351,0.388,0.2931,0.6012,-1.4,0.658,0.573,0.472,-0.1262,-0.0411,-0.3802,-0.0818,0.0656,0.2731,0.1488,0.0009,-0.0351,-0.1906,-0.1463,-0.3593,-0.1501,0.1522,0.0032,-0.0916,0.0264,0.4355
0.1389,-0.1987,0.2369,0.2359,0.2619,0.3928,0.2324,0.6108,-1.5553,0.6372,0.5392,0.4626,-0.1558,-0.0374,-0.3996,0.0061,0.158,0.2782,0.1789,0.0657,0.0295,-0.1414,-0.0967,-0.3696,-0.1486,0.138,-0.0112,-0.1056,0.1273,0.4948
