FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.7868,1.0762,0.5494,1.1406,0.8925,0.578,0.3767,0.2265,0.0248,0.0881,0.3061,0.2992,0.4282,1.0994,1.0175,1.875,1.5385,1.176,1.5324,1.8863,1.5428,1.2268,1.0815,0.5883,0.4185,0.4013,0.4902,0.2988,-0.9604,-0.2562
0.7643,1.1188,0.4987,1.2132,0.9838,0.6092,0.4226,0.2614,0.0196,0.1128,0.352,0.3564,0.5269,1.1993,0.9748,1.9333,1.4264,1.124,1.484,1.9644,1.6258,1.2145,0.9865,0.6816,0.4781,0.49,0.6073,0.352,-0.9471,-0.2838
0.7011,1.1138,0.4252,1.2271,1.0377,0.6096,0.4467,0.2692,0.0059,0.128,0.3751,0.3933,0.6034,1.2715,0.8883,1.927,1.2326,1.0097,1.3498,1.9933,1.6721,1.1415,0.8233,0.75,0.5142,0.5598,0.7021,0.3811,-0.9104,-0.3002
0.6117,1.0602,0.3426,1.1837,1.0547,0.5845,0.4499,0.2481,-0.0149,0.135,0.3709,0.401,0.6491,1.3114,0.7622,1.8662,0.9879,0.8461,1.1552,1.9789,1.6821,1.0198,0.6073,0.784,0.5221,0.5986,0.7595,0.379,-0.8518,-0.3007
0.522,0.9683,0.2721,1.1003,1.0451,0.5478,0.4386,0.2019,-0.0384,0.1379,0.3398,0.3742,0.6614,1.3201,0.6081,1.7711,0.7368,0.6567,0.9416,1.9345,1.6626,0.8724,0.3644,0.7798,0.5028,0.5986,0.7698,0.3425,-0.7756,-0.281
0.4629,0.8605,0.237,1.01,1.0275,0.5197,0.423,0.1403,-0.0579,0.1426,0.2877,0.3134,0.6447,1.3047,0.4447,1.6689,0.5302,0.4733,0.759,1.8791,1.6255,0.7308,0.1294,0.7405,0.4628,0.5575,0.7313,0.2731,-0.6898,-0.2398
0.4606,0.7689,0.2557,0.9543,1.0242,0.5225,0.4146,0.0778,-0.0654,0.1553,0.2247,0.2248,0.6082,1.277,0.296,1.589,0.415,0.3307,0.6562,1.8341,1.5859,0.6304,-0.0575,0.6758,0.4137,0.4793,0.6504,0.177,-0.6057,-0.181
0.5292,0.7294,0.3361,0.9725,1.0546,0.5746,0.4228,0.0311,-0.0534,0.1809,0.1635,0.1192,0.5631,1.2499,0.1881,1.5575,0.4228,0.2604,0.6694,1.819,1.5583,0.6024,-0.159,0.5995,0.3694,0.3737,0.5401,0.064,-0.5362,-0.1146
0.6653,0.7719,0.4728,1.0897,1.1285,0.6843,0.4524,0.0161,-0.0162,0.2213,0.1168,0.0103,0.5182,1.2331,0.1431,1.5923,0.5625,0.282,0.8113,1.8467,1.5522,0.6652,-0.1497,0.5258,0.3426,0.2538,0.416,-0.0541,-0.4921,-0.0535
0.8504,0.9116,0.6487,1.3067,1.2419,0.8461,0.5011,0.0443,0.048,0.2737,0.0947,-0.0887,0.4767,1.2294,0.1744,1.699,0.8171,0.3979,1.0662,1.9203,1.5686,0.8171,-0.0234,0.4652,0.3416,0.1329,0.2929,-0.1661,-0.4795,-0.0091
1.056,1.1426,0.8399,1.5969,1.3755,1.0395,0.5593,0.1202,0.1364,0.3309,0.1029,-0.1675,0.4347,1.2326,0.2831,1.8704,1.1484,0.5916,1.3915,2.0317,1.5991,1.0345,0.2033,0.4209,0.3665,0.0213,0.1802,-0.264,-0.4973,0.0138
1.2525,1.4367,1.021,1.9102,1.4979,1.2308,0.6116,0.2396,0.2416,0.3819,0.1408,-0.2208,0.3821,1.2285,0.4573,2.0872,1.5058,0.8305,1.7281,2.1622,1.6274,1.2753,0.4944,0.3881,0.4086,-0.0748,0.0811,-0.3435,-0.5377,0.0193
1.4159,1.7491,1.1705,2.1843,1.5721,1.3797,0.6394,0.3897,0.3516,0.4138,0.2019,-0.2491,0.306,1.1985,0.6754,2.321,1.8372,1.0734,2.0131,2.2862,1.6325,1.4882,0.8004,0.3551,0.4514,-0.154,-0.0074,-0.4047,-0.5876,0.0198
1.5329,2.0279,1.2733,2.3586,1.5638,1.4474,0.6248,0.5507,0.4522,0.4144,0.275,-0.2574,0.1948,1.1246,0.9098,2.539,2.098,1.2786,2.194,2.3753,1.5942,1.6235,1.068,0.3067,0.4744,-0.2185,-0.0918,-0.4505,-0.6317,0.0323
1.6014,2.225,1.3222,2.3876,1.449,1.4048,0.554,0.6989,0.5279,0.374,0.3464,-0.2537,0.0428,0.9942,1.1325,2.7087,2.2579,1.4114,2.2388,2.4032,1.4972,1.6434,1.2494,0.229,0.4585,-0.2717,-0.1792,-0.4849,-0.6546,0.0725
1.6284,2.3059,1.3175,2.2508,1.2198,1.239,0.4206,0.8109,0.5649,0.2877,0.4023,-0.2466,-0.1481,0.8043,1.3189,2.8024,2.3032,1.4504,2.1405,2.3506,1.3354,1.5299,1.3113,0.1133,0.3909,-0.3166,-0.274,-0.5114,-0.6435,0.1505
1.6263,2.2558,1.2656,1.9559,0.8867,0.9557,0.2269,0.8674,0.5529,0.156,0.4307,-0.2438,-0.3676,0.5623,1.4503,2.8017,2.2368,1.3897,1.9173,2.2089,1.1125,1.2886,1.2412,-0.041,0.2696,-0.3541,-0.3763,-0.5319,-0.59,0.2671
1.6067,2.0814,1.1772,1.5377,0.477,0.5785,-0.0162,0.8569,0.4871,-0.0143,0.4239,-0.25,-0.6001,0.2845,1.515,2.7002,2.0753,1.2395,1.6062,1.9816,0.842,0.9472,1.0501,-0.2255,0.1042,-0.3834,-0.4816,-0.5468,-0.4915,0.4128
1.5757,1.8079,1.0649,1.0502,0.0305,0.1459,-0.2902,0.7784,0.3697,-0.2114,0.3795,-0.2668,-0.827,-0.0068,1.508,2.504,1.8445,1.0221,1.2542,1.6838,0.5443,0.5497,0.7699,-0.4243,-0.0857,-0.4019,-0.5822,-0.5552,-0.3533,0.5699
1.531,1.4725,0.9409,0.5555,-0.4065,-0.294,-0.5715,0.642,0.21,-0.4191,0.301,-0.2928,-1.0309,-0.2878,1.4308,2.2301,1.5733,0.7673,0.9072,1.3398,0.2433,0.1469,0.4463,-0.6178,-0.2744,-0.4071,-0.6689,-0.5557,-0.1895,0.716
1.4626,1.1162,0.8154,0.1119,-0.7895,-0.6913,-0.835,0.4676,0.0243,-0.6189,0.1973,-0.3242,-1.1978,-0.5368,1.2909,1.9043,1.2893,0.5062,0.6013,0.9794,-0.037,-0.2145,0.1295,-0.7864,-0.4361,-0.3975,-0.7335,-0.5472,-0.0226,0.8288
1.3574,0.7761,0.6963,-0.2365,-1.0823,-1.0023,-1.0572,0.2815,-0.167,-0.7925,0.0816,-0.3562,-1.3185,-0.7369,1.1027,1.5575,1.0157,0.2665,0.3583,0.6341,-0.2749,-0.4993,-0.1358,-0.9144,-0.5499,-0.3735,-0.7707,-0.5302,0.1199,0.8905
