FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
1.6424,-1.6185,-1.075,-1.5034,-1.2121,-1.1722,-1.4959,-1.9543,-1.1802,-2.2168,-0.3636,-0.0836,-1.5217,0.3973,-1.8591,-0.4772,-1.055,0.6876,-1.7653,-0.6979,-1.343,-1.2849,-1.2967,-1.3292,-0.1289,-0.3539,-1.1779,0.0097,-1.4543,-1.6178
1.8132,-0.8742,-0.4117,-0.7728,-0.6057,-0.5605,-1.2741,-1.6293,-1.09,-2.1216,-0.3784,-0.3207,-1.4441,0.8201,-0.715,0.2496,-0.4071,0.7685,-1.3212,0.0087,-0.8125,-0.8902,-0.8652,-1.4026,-0.56,-0.7077,-1.6835,-0.3473,-0.646,-0.8949
2.0293,-0.1395,0.2514,-0.0525,-0.0092,0.0392,-1.032,-1.3196,-0.989,-2.0014,-0.3793,-0.5059,-1.3285,1.2597,0.3639,0.9607,0.2482,0.905,-0.8591,0.7012,-0.2706,-0.4656,-0.4108,-1.3975,-0.9024,-0.9903,-2.0852,-0.6389,0.1091,-0.2078
2.316,0.58,0.9066,0.6506,0.5742,0.6212,-0.7427,-1.0294,-0.8652,-1.8233,-0.3498,-0.5936,-1.1327,1.7266,1.3315,1.6429,0.9104,1.1302,-0.3638,1.3688,0.2931,0.0127,0.0837,-1.2452,-1.0797,-1.1399,-2.2899,-0.8095,0.7686,0.4124
2.6781,1.2732,1.5358,1.3223,1.1392,1.1763,-0.3826,-0.7528,-0.7053,-1.5601,-0.2743,-0.5523,-0.8202,2.2228,2.1584,2.2822,1.5707,1.461,0.1735,2.0008,0.8828,0.5567,0.627,-0.9013,-1.0433,-1.1156,-2.2352,-0.8224,1.3055,0.9435
3.0978,1.9214,2.1108,1.9406,1.6767,1.6914,0.0643,-0.4738,-0.4959,-1.1936,-0.1404,-0.3705,-0.3664,2.7374,2.8307,2.8618,2.21,1.893,0.7512,2.5846,1.4926,1.1619,1.2144,-0.3542,-0.7804,-0.9036,-1.8983,-0.6659,1.7101,1.3725
3.5369,2.4985,2.5976,2.4774,2.174,2.1504,0.6019,-0.1715,-0.226,-0.7176,0.0588,-0.0584,0.2344,3.2444,3.3456,3.3621,2.8007,2.3978,1.3544,3.1034,2.104,1.8051,1.8246,0.371,-0.3157,-0.5198,-1.2998,-0.355,1.9888,1.6954
3.9424,2.9749,2.9631,2.9032,2.6156,2.5369,1.2184,0.1729,0.1093,-0.1396,0.3221,0.3538,0.964,3.7032,3.7064,3.7614,3.3106,2.9248,1.9544,3.5365,2.686,2.4454,2.4202,1.2159,0.2939,-0.0068,-0.4992,0.0717,2.1584,1.9146
4.2535,3.3231,3.1825,3.1936,2.9843,2.8359,1.8846,0.5686,0.5046,0.518,0.6391,0.8201,1.7782,4.0643,3.9175,4.0387,3.7072,3.407,2.5113,3.8603,3.1985,3.0294,2.9515,2.0975,0.9691,0.5733,0.4155,0.5583,2.2395,2.0356
4.4114,3.5227,3.2439,3.334,3.2626,3.0353,2.5547,1.0093,0.9414,1.2181,0.9893,1.2859,2.6094,4.2772,3.9818,4.176,3.963,3.7721,2.9783,4.0511,3.5972,3.4984,3.3634,2.9198,1.6218,1.1484,1.3417,1.0414,2.2489,2.0641
4.3702,3.5627,3.1496,3.3212,3.4324,3.1252,3.1698,1.4716,1.3875,1.9108,1.3434,1.6953,3.3742,4.2998,3.8992,4.1601,4.0577,3.9553,3.3087,4.0879,3.8398,3.7975,3.605,3.5886,2.1678,1.6476,2.1774,1.4593,2.194,2.0037
4.1081,3.4424,2.9145,3.1621,3.476,3.0965,3.6651,1.9164,1.8006,2.538,1.6669,1.9987,3.9852,4.1069,3.6691,3.984,3.9811,3.9116,3.4629,3.9556,3.8921,3.8848,3.6389,4.0236,2.5386,2.0111,2.8346,1.7611,2.0723,1.8563
3.6351,3.1691,2.5629,2.8706,3.3775,2.9405,3.9796,2.2964,2.1349,3.0401,1.9244,2.1599,4.3653,3.6958,3.2941,3.648,3.7336,3.6252,3.4155,3.6484,3.7339,3.7385,3.4495,4.1711,2.6904,2.1986,3.25,1.9131,1.8754,1.6245
2.9938,2.758,2.1246,2.4649,3.127,2.6512,4.0668,2.565,2.3504,3.3653,2.0862,2.1609,4.4627,3.0887,2.7859,3.1621,3.3289,3.1131,3.1618,3.173,3.3645,3.3629,3.0474,4.0118,2.6097,2.1943,3.3913,1.9027,1.5974,1.3163
2.2525,2.2321,1.6314,1.9659,2.7256,2.2294,3.9053,2.6864,2.4212,3.4785,2.1334,2.0056,4.2607,2.3308,2.1717,2.5484,2.7936,2.4223,2.7214,2.5526,2.8057,2.7891,2.4695,3.5648,2.3146,2.0087,3.2609,1.7396,1.2431,0.9489
1.4913,1.6233,1.115,1.398,2.1909,1.6887,3.5043,2.6433,2.3412,3.3694,2.0626,1.7194,3.7828,1.4853,1.4971,1.8418,2.1672,1.6233,2.137,1.8273,2.1023,2.0723,1.7741,2.8861,1.8519,1.6763,2.8933,1.4533,0.8338,0.551
0.7854,0.9729,0.6061,0.7901,1.5585,1.0591,2.9047,2.4415,2.1251,3.0553,1.887,1.3462,3.089,0.6262,0.8242,1.0895,1.4985,0.8,1.4702,1.0527,1.3182,1.2842,1.0321,2.0593,1.2892,1.2494,2.35,1.0881,0.4073,0.1601
0.1884,0.3303,0.1337,0.1777,0.8811,0.3882,2.1734,2.109,1.8055,2.5789,1.6338,0.9407,2.2645,-0.1719,0.223,0.3461,0.8407,0.0386,0.7923,0.2931,0.5282,0.5022,0.3164,1.1828,0.7039,0.7892,1.709,0.6962,0.0125,-0.1832
-0.276,-0.2502,-0.2747,-0.3983,0.2211,-0.2636,1.3918,1.6911,1.4256,2.0015,1.3394,0.5586,1.404,-0.8437,-0.242,-0.332,0.2447,-0.584,0.1732,-0.3869,-0.1935,-0.2023,-0.3086,0.3519,0.1692,0.3547,1.0526,0.3284,-0.3007,-0.4429
-0.6123,-0.7176,-0.5951,-0.8947,-0.3593,-0.8328,0.6415,1.2404,1.0315,1.3911,1.0414,0.2466,0.5936,-1.344,-0.5281,-0.8955,-0.2474,-1.0125,-0.329,-0.9335,-0.7854,-0.7743,-0.7955,-0.3566,-0.2577,-0.0073,0.4533,0.0258,-0.4914,-0.5951
-0.8415,-1.0333,-0.8104,-1.2732,-0.8097,-1.2648,-0.01,0.8063,0.6642,0.8108,0.7725,0.0337,-0.1036,-1.6537,-0.6267,-1.3101,-0.6088,-1.2218,-0.6773,-1.3131,-1.2086,-1.1822,-1.1194,-0.896,-0.5455,-0.2701,-0.0366,-0.1865,-0.5378,-0.6332
-0.9869,-1.1809,-0.915,-1.5082,-1.1008,-1.5249,-0.5197,0.4252,0.3532,0.3087,0.5546,-0.0725,-0.6559,-1.7823,-0.5667,-1.5616,-0.8317,-1.222,-0.8602,-1.5176,-1.4527,-1.4199,-1.279,-1.254,-0.6919,-0.4299,-0.3917,-0.3025,-0.4419,-0.5687
-1.0626,-1.1709,-0.9165,-1.5928,-1.2286,-1.6051,-0.8731,0.1154,0.1138,-0.0871,0.3971,-0.0847,-1.0619,-1.7618,-0.4069,-1.657,-0.9262,-1.0551,-0.8906,-1.5644,-1.5335,-1.5034,-1.2944,-1.4484,-0.7204,-0.5026,-0.6127,-0.3333,-0.2292,-0.428
-1.0704,-1.0383,-0.8349,-1.5397,-1.2125,-1.5242,-1.082,-0.1237,-0.0526,-0.3693,0.2967,-0.0308,-1.3423,-1.6365,-0.2184,-1.6191,-0.9162,-0.7851,-0.7995,-1.4886,-1.4852,-1.4626,-1.1988,-1.5158,-0.6714,-0.5166,-0.72,-0.3016,0.0563,-0.2459
-1.0032,-0.8321,-0.6973,-1.3773,-1.088,-1.3214,-1.1766,-0.3068,-0.1571,-0.5488,0.2408,0.0548,-1.5274,-1.4495,-0.0643,-1.4785,-0.8306,-0.4831,-0.6264,-1.3324,-1.3491,-1.3314,-1.0295,-1.4981,-0.5898,-0.503,-0.7433,-0.2342,0.3616,-0.0565
-0.8525,-0.6015,-0.5313,-1.1413,-0.8969,-1.0473,-1.1953,-0.4564,-0.2182,-0.648,0.2103,0.1388,-1.6443,-1.2325,0.0181,-1.2649,-0.6968,-0.2114,-0.409,-1.1338,-1.1621,-1.1393,-0.8183,-1.4296,-0.5127,-0.4863,-0.7118,-0.1561,0.6355,0.1135
-0.6178,-0.3843,-0.3587,-0.8669,-0.6784,-0.7523,-1.175,-0.595,-0.2585,-0.6953,0.1836,0.1953,-1.7083,-1.0017,0.0251,-1.0018,-0.5357,-0.0121,-0.1771,-0.9189,-0.9499,-0.907,-0.5873,-1.3305,-0.4612,-0.4789,-0.646,-0.0854,0.8373,0.2501
-0.3139,-0.1989,-0.1925,-0.5821,-0.4622,-0.478,-1.1435,-0.7389,-0.2999,-0.718,0.1396,0.2082,-1.722,-0.7601,-0.0167,-0.7058,-0.3611,0.098,0.0495,-0.7003,-0.7257,-0.6476,-0.3483,-1.2066,-0.4378,-0.4799,-0.5552,-0.0321,0.9426,0.3515
