FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-1.1942,-1.4398,-0.1697,-1.6786,-0.5883,-0.826,0.4546,0.4908,0.825,0.7391,1.2013,0.9742,0.0084,0.8086,-0.1727,-0.1012,0.8709,-0.2208,0.2896,0.1178,0.1527,0.465,0.5772,0.7767,0.8965,1.1764,0.8655,1.5228,0.0829,-0.6234
-1.5842,-1.4157,-0.2422,-1.6427,-0.6799,-0.7981,0.1807,0.4058,0.7157,0.349,0.8212,0.6927,-0.3999,0.3326,-0.2782,-0.3594,0.4937,-0.5925,-0.094,-0.0897,-0.054,0.0333,0.1764,0.2095,0.3502,0.6597,0.6165,1.0283,-0.2979,-0.9049
-1.9165,-1.3812,-0.3344,-1.5884,-0.7262,-0.7473,-0.013,0.3342,0.6445,0.0462,0.5201,0.4687,-0.724,-0.0605,-0.3725,-0.5751,0.1481,-0.9265,-0.432,-0.2648,-0.2177,-0.3581,-0.1846,-0.2889,-0.1424,0.2008,0.4067,0.596,-0.6525,-1.1672
-2.1402,-1.3336,-0.4587,-1.5067,-0.6999,-0.6684,-0.0674,0.2893,0.6392,-0.0991,0.3596,0.3505,-0.898,-0.3081,-0.4476,-0.7176,-0.1384,-1.1947,-0.6886,-0.384,-0.3071,-0.6735,-0.474,-0.6606,-0.5335,-0.1512,0.2727,0.2822,-0.9524,-1.393
-2.2182,-1.2753,-0.6157,-1.3949,-0.5906,-0.5637,0.0429,0.2761,0.7097,-0.0527,0.3701,0.3623,-0.8895,-0.3809,-0.4991,-0.7739,-0.3477,-1.3766,-0.8439,-0.4392,-0.3107,-0.8922,-0.6722,-0.8725,-0.7915,-0.3671,0.2354,0.1174,-1.1752,-1.5658
-2.1344,-1.211,-0.791,-1.2563,-0.4066,-0.4427,0.3051,0.2919,0.846,0.1788,0.546,0.5011,-0.7041,-0.2865,-0.5255,-0.7505,-0.4723,-1.4607,-0.8961,-0.4373,-0.238,-1.009,-0.7737,-0.9194,-0.9039,-0.4403,0.297,0.1037,-1.3047,-1.6697
-1.9,-1.1441,-0.9551,-1.0982,-0.1718,-0.3196,0.6734,0.3282,1.0203,0.5523,0.8496,0.7409,-0.3797,-0.0647,-0.5275,-0.6682,-0.5143,-1.4439,-0.8595,-0.3964,-0.1145,-1.0321,-0.7853,-0.8208,-0.8768,-0.3843,0.4437,0.2188,-1.331,-1.6908
-1.555,-1.073,-1.0713,-0.9301,0.0798,-0.2105,1.0812,0.3735,1.194,0.9998,1.2211,1.0406,0.0238,0.2247,-0.5072,-0.5552,-0.4849,-1.3318,-0.7601,-0.3391,0.0256,-0.9788,-0.7234,-0.6136,-0.7313,-0.2273,0.6496,0.4241,-1.2511,-1.6207
-1.1619,-0.9906,-1.1076,-0.7627,0.3095,-0.1322,1.455,0.4157,1.3252,1.4431,1.5902,1.3519,0.4386,0.5156,-0.4697,-0.4402,-0.4021,-1.1391,-0.629,-0.2859,0.1484,-0.8708,-0.6103,-0.343,-0.4987,-0.0064,0.8814,0.6736,-1.0725,-1.4619
-0.7914,-0.8876,-1.049,-0.6073,0.4804,-0.1001,1.7284,0.4434,1.3778,1.8077,1.8883,1.6274,0.8015,0.7481,-0.4241,-0.3474,-0.2894,-0.8904,-0.4964,-0.2517,0.2262,-0.7303,-0.4711,-0.0547,-0.2154,0.2376,1.1022,0.9212,-0.8169,-1.2311
-0.5025,-0.7569,-0.9051,-0.4756,0.5621,-0.1271,1.8527,0.4465,1.3276,2.0338,2.059,1.8255,1.0631,0.879,-0.383,-0.2931,-0.1722,-0.6183,-0.3849,-0.2437,0.2416,-0.5773,-0.3301,0.2108,0.0815,0.4638,1.2755,1.1256,-0.5209,-0.9598
-0.3262,-0.598,-0.7077,-0.3779,0.5368,-0.2194,1.8034,0.4177,1.1673,2.0842,2.0657,1.9147,1.194,0.8871,-0.3608,-0.2842,-0.0726,-0.358,-0.3063,-0.2614,0.1897,-0.4276,-0.2069,0.4228,0.3576,0.636,1.3694,1.2542,-0.2307,-0.6885
-0.2577,-0.42,-0.5006,-0.3216,0.4028,-0.374,1.5838,0.3538,0.9081,1.948,1.897,1.8778,1.187,0.7749,-0.3673,-0.3179,-0.0059,-0.1401,-0.26,-0.2976,0.0775,-0.2911,-0.1138,0.5625,0.585,0.726,1.3605,1.2852,0.0073,-0.4576
-0.2616,-0.2403,-0.3257,-0.3092,0.1775,-0.576,1.2231,0.2576,0.5777,1.6412,1.5684,1.7138,1.0561,0.5663,-0.4032,-0.382,0.0225,0.0168,-0.2346,-0.3404,-0.077,-0.1718,-0.0534,0.6239,0.7438,0.7187,1.2385,1.2101,0.1579,-0.2967
-0.2852,-0.0819,-0.2102,-0.3364,-0.1044,-0.7982,0.7728,0.1384,0.2166,1.2046,1.1204,1.44,0.834,0.3019,-0.4567,-0.4576,0.0174,0.1102,-0.2119,-0.3749,-0.2474,-0.0684,-0.0188,0.614,0.8243,0.6144,1.0097,1.0353,0.2071,-0.2172
-0.2756,0.033,-0.1606,-0.3917,-0.394,-1.0032,0.2995,0.0115,-0.1279,0.6987,0.6128,1.0899,0.5661,0.0313,-0.5056,-0.5224,-0.008,0.1536,-0.1721,-0.3855,-0.4025,0.024,0.0037,0.5513,0.8277,0.4303,0.6979,0.782,0.1651,-0.209
-0.1956,0.0885,-0.1632,-0.4568,-0.6362,-1.148,-0.1252,-0.1043,-0.4091,0.1956,0.1154,0.7095,0.3043,-0.1946,-0.5226,-0.5549,-0.0366,0.1715,-0.1003,-0.3588,-0.5108,0.1112,0.0307,0.4622,0.7648,0.1982,0.3435,0.4844,0.0629,-0.2451
-0.0344,0.081,-0.1905,-0.5091,-0.7801,-1.1915,-0.4363,-0.1911,-0.5887,-0.2315,-0.3039,0.3492,0.0971,-0.3331,-0.4838,-0.54,-0.0532,0.1923,0.009,-0.2872,-0.5471,0.1974,0.0758,0.3765,0.6543,-0.0407,-0.0032,0.184,-0.0576,-0.2903
0.1894,0.0212,-0.2108,-0.5267,-0.7897,-1.104,-0.5872,-0.2363,-0.6438,-0.5212,-0.5917,0.0545,-0.0186,-0.3579,-0.3767,-0.4741,-0.0499,0.2391,0.1482,-0.1722,-0.499,0.2818,0.145,0.32,0.5181,-0.2438,-0.2915,-0.0774,-0.1562,-0.3117
0.434,-0.0677,-0.1974,-0.4946,-0.6546,-0.8768,-0.5597,-0.2371,-0.5733,-0.6362,-0.7195,-0.1435,-0.0266,-0.2659,-0.2064,-0.3674,-0.0303,0.323,0.2974,-0.0268,-0.3715,0.358,0.2331,0.3082,0.3777,-0.3768,-0.4826,-0.2668,-0.2055,-0.2889
0.6471,-0.1564,-0.137,-0.4099,-0.3947,-0.5287,-0.3687,-0.2019,-0.3995,-0.5711,-0.689,-0.235,0.0654,-0.0784,0.0022,-0.2433,-0.0087,0.4396,0.4275,0.1249,-0.1879,0.4144,0.3238,0.3417,0.2494,-0.4214,-0.5588,-0.367,-0.1986,-0.2192
0.7812,-0.2166,-0.0331,-0.285,-0.0584,-0.1068,-0.0601,-0.1494,-0.1646,-0.354,-0.5312,-0.2329,0.2266,0.1621,0.2083,-0.1336,-0.007,0.5691,0.5077,0.2517,0.0136,0.4379,0.3944,0.4052,0.1428,-0.3798,-0.5286,-0.3806,-0.1492,-0.1164
0.8061,-0.2282,0.0949,-0.1454,0.2874,0.3216,0.2984,-0.1036,0.0779,-0.041,-0.299,-0.1686,0.4107,0.4009,0.3637,-0.0696,-0.047,0.6818,0.5133,0.3221,0.1887,0.4181,0.4217,0.4721,0.0608,-0.2743,-0.4232,-0.3283,-0.0857,-0.0054
0.715,-0.1851,0.2178,-0.024,0.5721,0.683,0.6317,-0.0876,0.2748,0.2968,-0.0538,-0.0831,0.5671,0.584,0.426,-0.074,-0.1433,0.7451,0.4329,0.3121,0.2972,0.3517,0.3903,0.512,0.0019,-0.1401,-0.2872,-0.2423,-0.0411,0.0875
0.525,-0.0972,0.3049,0.0474,0.738,0.9137,0.8729,-0.1174,0.3847,0.5892,0.1477,-0.0158,0.6527,0.67,0.3704,-0.1539,-0.2975,0.733,0.2724,0.2121,0.3124,0.2449,0.2979,0.5003,-0.0373,-0.0163,-0.1658,-0.1572,-0.0414,0.143
0.2716,0.0118,0.3335,0.0468,0.7529,0.9743,0.976,-0.1969,0.3864,0.7804,0.2664,0.0051,0.6419,0.6391,0.1984,-0.2984,-0.4966,0.633,0.0543,0.0302,0.2277,0.113,0.1575,0.4249,-0.0598,0.0649,-0.0933,-0.1004,-0.0975,0.1537
