FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-1.4174,-2.3458,-3.6642,-1.6178,-0.3343,-0.74,0.1248,-0.0845,-0.0274,-0.5177,-0.4628,-0.1983,-0.2975,-0.0172,-1.5363,-1.5162,-0.978,-2.1079,-1.1622,-0.21,0.0614,-1.085,-1.3469,-0.4442,-0.9452,-2.227,-0.6771,-1.367,-2.1852,-2.8096
-1.2766,-1.7905,-3.0578,-1.1633,-0.1029,-0.5712,0.4905,0.2178,0.2498,-0.114,-0.1157,0.1965,0.0269,0.4046,-1.1562,-0.858,-0.6048,-1.5314,-0.4586,0.3334,0.5787,-0.2813,-0.6249,0.1388,-0.2748,-1.4517,-0.0566,-0.488,-1.9763,-2.1698
-1.1463,-1.2811,-2.4968,-0.7503,0.1145,-0.4033,0.819,0.4827,0.4948,0.2534,0.2043,0.5561,0.3135,0.7755,-0.7851,-0.2779,-0.2637,-1.0072,0.1688,0.8022,1.0358,0.4355,0.0213,0.6462,0.3202,-0.7682,0.4964,0.2975,-1.7675,-1.5708
-1.0179,-0.8429,-2.016,-0.4014,0.3148,-0.2286,1.0813,0.6829,0.6821,0.5581,0.478,0.8578,0.5372,1.0612,-0.4273,0.1745,0.0275,-0.5679,0.6665,1.1479,1.3919,1.002,0.5359,1.0222,0.7819,-0.2396,0.9311,0.9223,-1.5542,-1.0425
-0.8862,-0.4913,-1.629,-0.1291,0.4957,-0.0408,1.2586,0.8043,0.7985,0.7867,0.6983,1.0914,0.6864,1.2437,-0.0946,0.4741,0.2579,-0.2324,1.0037,1.3471,1.6246,1.3811,0.8873,1.235,1.0762,0.1024,1.2183,1.3497,-1.3348,-0.6038
-0.7486,-0.229,-1.3263,0.0662,0.6545,0.1631,1.3437,0.8466,0.8438,0.9388,0.8686,1.2579,0.7635,1.3233,0.1947,0.6242,0.425,-0.0016,1.1764,1.4043,1.7331,1.5678,1.0716,1.2808,1.1966,0.2608,1.3518,1.5754,-1.1101,-0.2604
-0.6019,-0.0456,-1.0796,0.1957,0.7882,0.3806,1.34,0.8213,0.828,1.023,0.9962,1.3638,0.7811,1.3161,0.4218,0.6536,0.534,0.1418,1.2061,1.3494,1.7357,1.5865,1.1106,1.1815,1.1622,0.2676,1.3458,1.6214,-0.8828,-0.0051
-0.441,0.0797,-0.8523,0.2798,0.8938,0.6035,1.2588,0.7468,0.7655,1.0515,1.0857,1.4151,0.7559,1.2488,0.5755,0.6087,0.597,0.23,1.1326,1.2286,1.6647,1.4837,1.0443,0.9775,1.0114,0.1721,1.2269,1.5247,-0.6557,0.1797
-0.2582,0.1746,-0.6105,0.3431,0.9693,0.8186,1.117,0.6433,0.6713,1.036,1.1347,1.4132,0.7036,1.1512,0.6595,0.5415,0.6293,0.3021,1.0041,1.0927,1.5577,1.3153,0.92,0.7172,0.7922,0.0274,1.0271,1.3263,-0.4316,0.3167
-0.0455,0.2668,-0.3342,0.4082,1.014,1.0094,0.9346,0.5295,0.5577,0.985,1.1338,1.3555,0.6342,1.0492,0.6949,0.4968,0.6461,0.3935,0.8651,0.9843,1.4485,1.1341,0.7822,0.4478,0.5527,-0.1211,0.7779,1.0628,-0.2132,0.4287
0.2011,0.3772,-0.0228,0.4899,1.0289,1.1586,0.7329,0.4196,0.4339,0.9045,1.0717,1.2383,0.5516,0.9597,0.7157,0.5015,0.6579,0.5255,0.7473,0.9281,1.3603,0.9778,0.6631,0.2069,0.3334,-0.2429,0.507,0.7637,-0.0041,0.5331
0.4768,0.5126,0.3045,0.5902,1.0146,1.2505,0.5324,0.3227,0.3071,0.7993,0.9415,1.0623,0.4552,0.8879,0.7576,0.5583,0.6668,0.6979,0.6632,0.9257,1.3009,0.8628,0.5789,0.0179,0.1616,-0.3242,0.2376,0.452,0.1889,0.6378
