FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
2.3337,2.9479,3.2709,1.9987,1.4853,1.3064,0.3554,0.2236,-0.1177,-0.3124,-1.3789,0.9603,0.0042,0.7688,1.9951,2.2026,2.7267,0.4775,1.8059,2.2991,1.539,0.7404,-2.1839,0.4939,-2.1076,-4.5746,-0.26,-1.8047,3.3144,0.3877
2.5651,2.6282,2.9334,1.853,1.0855,0.9237,0.0001,0.106,-0.2285,-0.0984,-0.8257,0.5626,-0.6623,0.0462,1.7442,2.0079,2.1768,0.2463,1.0034,1.9497,1.0579,0.1658,-1.7743,-0.8601,-2.55,-4.1347,-1.3607,-1.9171,2.6997,0.8857
2.7561,2.3405,2.6123,1.7395,0.7581,0.6053,-0.2653,0.0429,-0.2395,0.1972,-0.2771,0.2704,-1.1868,-0.5449,1.544,1.8512,1.7058,0.0897,0.3297,1.6622,0.6707,-0.2925,-1.3375,-1.9712,-2.8727,-3.6675,-2.2723,-1.9641,2.1436,1.3366
2.8668,2.0953,2.321,1.6659,0.5453,0.3917,-0.3786,0.0743,-0.0821,0.6166,0.2619,0.1652,-1.4627,-0.9116,1.4219,1.7453,1.3697,0.0527,-0.1185,1.47,0.4354,-0.5521,-0.8765,-2.658,-2.9804,-3.1345,-2.8515,-1.8789,1.6841,1.6892
2.8601,1.8894,2.0556,1.6268,0.4647,0.3023,-0.3069,0.2205,0.2752,1.1691,0.782,0.2963,-1.4263,-1.0035,1.3833,1.6836,1.1914,0.1523,-0.2885,1.38,0.3753,-0.5691,-0.4075,-2.816,-2.8185,-2.5096,-3.0106,-1.6197,1.3291,1.8963
2.7079,1.7066,1.7949,1.6034,0.5055,0.3311,-0.0531,0.4783,0.8186,1.826,1.2713,0.6737,-1.0672,-0.8207,1.4095,1.6405,1.1554,0.3731,-0.1825,1.3708,0.4744,-0.3467,0.0424,-2.4322,-2.3803,-1.7849,-2.7275,-1.1762,1.0574,1.921
2.3987,1.5225,1.5081,1.568,0.6323,0.448,0.3467,0.8223,1.4909,2.5263,1.7176,1.2674,-0.4286,-0.4112,1.4631,1.5781,1.2124,0.6725,0.145,1.399,0.6832,0.066,0.4404,-1.5813,-1.7031,-0.9717,-2.0437,-0.5696,0.8291,1.7442
1.9442,1.3116,1.169,1.4906,0.7936,0.6061,0.8303,1.2108,2.2034,3.1889,2.1114,2.0138,0.4024,0.1414,1.4987,1.4566,1.2916,0.9902,0.5991,1.4118,0.9323,0.5852,0.7565,-0.4053,-0.8571,-0.0982,-1.0521,0.154,0.6017,1.3716
1.3806,1.0548,0.7692,1.3471,0.9334,0.7524,1.3214,1.5942,2.8545,3.7302,2.4464,2.8247,1.3099,0.7357,1.4735,1.2469,1.3185,1.2623,1.0647,1.3607,1.1485,1.1087,0.9694,0.9155,0.0701,0.7957,0.1208,0.9321,0.3454,0.8367
0.7645,0.7451,0.3247,1.1253,1.0039,0.8408,1.7423,1.9228,3.351,4.0819,2.718,3.6,2.1695,1.2717,1.3576,0.9393,1.2312,1.4332,1.4297,1.214,1.271,1.5356,1.0709,2.1953,0.9876,1.664,1.3347,1.6952,0.0525,0.1983
0.1612,0.3912,-0.1273,0.8302,0.9754,0.8416,2.0265,2.1553,3.6259,4.2035,2.9204,4.24,2.867,1.668,1.1395,0.5482,0.9929,1.4662,1.6058,0.9644,1.2631,1.7843,1.066,3.2712,1.8143,2.459,2.4548,2.3744,-0.2613,-0.4688
-0.3681,0.0172,-0.5398,0.4848,0.8425,0.7477,2.1291,2.2645,3.6492,4.0896,3.0436,4.6586,3.3161,1.8738,0.828,0.1104,0.5993,1.3488,1.5445,0.6302,1.1182,1.8067,0.9708,4.0256,2.4862,3.1336,3.3678,2.9072,-0.5624,-1.0852
-0.7775,-0.3395,-0.8685,0.1281,0.6254,0.5755,2.033,2.2397,3.4285,3.7678,3.0722,4.7946,3.4698,1.8753,0.4504,-0.3211,0.0794,1.0947,1.2454,0.2514,0.8603,1.5961,0.8094,4.3985,2.9613,3.642,3.9952,3.2411,-0.8089,-1.5805
-1.0424,-0.6347,-1.0819,-0.1914,0.3642,0.3599,1.7505,2.0878,3.0027,3.2905,2.9858,4.6193,3.3246,1.6937,0.0487,-0.6869,-0.5079,0.7411,0.7554,-0.1183,0.5368,1.1882,0.61,4.3898,3.2192,3.941,4.299,3.3385,-0.9613,-1.9033
-1.1593,-0.8259,-1.1652,-0.426,0.1088,0.1461,1.3198,1.8297,2.4294,2.7212,2.7633,4.1402,2.9164,1.3769,-0.3278,-0.9332,-1.0829,0.3418,0.159,-0.424,0.2074,0.6534,0.4022,4.0496,3.2595,3.9943,4.2802,3.1812,-0.9898,-2.0272
-1.1415,-0.8824,-1.1199,-0.5406,-0.094,-0.0228,0.7961,1.4964,1.7731,2.1195,2.3878,3.3979,2.3088,0.9849,-0.6312,-1.0239,-1.5593,-0.0433,-0.4398,-0.6219,-0.0711,0.0815,0.2125,3.4601,3.0977,3.781,3.9705,2.7756,-0.8797,-1.9519
-1.0149,-0.7946,-0.9596,-0.5226,-0.2141,-0.1157,0.2402,1.1219,1.0956,1.5298,1.8526,2.4597,1.5781,0.5754,-0.826,-0.9494,-1.8621,-0.3614,-0.9414,-0.6907,-0.2598,-0.4388,0.0609,2.7126,2.7611,3.3053,3.4195,2.1546,-0.6332,-1.7004
-0.8125,-0.5786,-0.7071,-0.3872,-0.2448,-0.1213,-0.2925,0.7381,0.4511,0.9756,1.1667,1.4094,0.7981,0.1906,-0.8976,-0.7305,-1.9452,-0.5778,-1.2734,-0.6375,-0.3473,-0.8399,-0.0424,1.8875,2.2847,2.6026,2.6828,1.3762,-0.2684,-1.3126
-0.5711,-0.2746,-0.3924,-0.1738,-0.2042,-0.0502,-0.7606,0.3699,-0.1156,0.462,0.3568,0.335,0.0293,-0.1489,-0.8568,-0.415,-1.8041,-0.6834,-1.4059,-0.4958,-0.3516,-1.089,-0.0976,1.0406,1.7077,1.7372,1.8138,0.5163,0.1829,-0.8371
-0.3288,0.0615,-0.0523,0.063,-0.1279,0.0686,-1.1393,0.0341,-0.5697,-0.0168,-0.5345,-0.6826,-0.6861,-0.4427,-0.7372,-0.0677,-1.4772,-0.6941,-1.3548,-0.3175,-0.3141,-1.1921,-0.1148,0.2014,1.0695,0.7908,0.86,-0.3438,0.6781,-0.3244
-0.1219,0.3698,0.2709,0.2675,-0.058,0.1957,-1.4195,-0.2599,-0.8892,-0.4679,-1.4538,-1.5795,-1.3238,-0.7041,-0.5857,0.2438,-1.0349,-0.6446,-1.1728,-0.1593,-0.2864,-1.1869,-0.1127,-0.6211,0.4069,-0.1556,-0.1357,-1.1306,1.1665,0.1788
0.0185,0.5993,0.5332,0.3953,-0.0308,0.2909,-1.6029,-0.507,-1.0673,-0.8915,-2.3441,-2.3154,-1.8723,-0.9506,-0.4515,0.4627,-0.5619,-0.5776,-0.9313,-0.0691,-0.3157,-1.1282,-0.1156,-1.4255,-0.2492,-1.0386,-1.133,-1.7902,1.5945,0.6331
0.0703,0.7163,0.696,0.4214,-0.0686,0.3223,-1.6971,-0.7032,-1.1154,-1.2766,-3.151,-2.8737,-2.3263,-1.1946,-0.3738,0.5541,-0.1385,-0.5334,-0.7014,-0.0754,-0.4328,-1.07,-0.1493,-2.2054,-0.8748,-1.8228,-2.0906,-2.2941,1.9106,1.0078
0.0248,0.7086,0.7337,0.3425,-0.1746,0.273,-1.7101,-0.8436,-1.0605,-1.6021,-3.8252,-3.2566,-2.6791,-1.4364,-0.3743,0.5098,0.1741,-0.5405,-0.5374,-0.1829,-0.6436,-1.051,-0.2351,-2.9393,-1.4523,-2.4988,-2.9622,-2.6386,2.073,1.2823
-0.1104,0.5847,0.6409,0.1743,-0.3343,0.145,-1.6468,-0.9227,-0.939,-1.8394,-4.323,-3.475,-2.9168,-1.6612,-0.4538,0.3472,0.3399,-0.6107,-0.4674,-0.3735,-0.9274,-1.0847,-0.3827,-3.5853,-1.9675,-3.0721,-3.6942,-2.8368,2.0575,1.4476
-0.3118,0.3684,0.4354,-0.0545,-0.5191,-0.0418,-1.5064,-0.9353,-0.7854,-1.9577,-4.6052,-3.5374,-3.0163,-1.8399,-0.5939,0.1026,0.3493,-0.7368,-0.4921,-0.6127,-1.2405,-1.1588,-0.5833,-4.0834,-2.4054,-3.5472,-4.2241,-2.9075,1.8623,1.5059
-0.544,0.0927,0.1557,-0.3099,-0.6938,-0.2547,-1.2838,-0.8788,-0.6214,-1.9304,-4.6376,-3.4429,-2.9485,-1.9351,-0.7626,-0.1794,0.2145,-0.8955,-0.5896,-0.8592,-1.5265,-1.2408,-0.8084,-4.3648,-2.747,-3.9145,-4.4857,-2.8652,1.5098,1.4687
-0.7677,-0.208,-0.1474,-0.5599,-0.8256,-0.4565,-0.9738,-0.7552,-0.4509,-1.7425,-4.396,-3.1823,-2.6869,-1.9107,-0.9238,-0.4573,-0.0362,-1.0531,-0.725,-1.0753,-1.7295,-1.2901,-1.0142,-4.3667,-2.9678,-4.1457,-4.4192,-2.7153,1.0422,1.3523
-0.9491,-0.5051,-0.4228,-0.7814,-0.8928,-0.616,-0.5787,-0.5737,-0.2626,-1.3972,-3.8743,-2.7469,-2.2194,-1.7431,-1.0458,-0.7025,-0.3653,-1.1747,-0.8607,-1.2364,-1.8087,-1.2714,-1.1549,-4.0497,-3.0414,-4.1992,-3.9875,-2.4557,0.5123,1.1712
-1.0689,-0.7801,-0.6325,-0.9633,-0.8912,-0.7162,-0.1154,-0.3514,-0.0398,-0.9214,-3.0945,-2.1423,-1.5593,-1.4309,-1.1098,-0.9042,-0.7311,-1.2337,-0.9657,-1.3348,-1.7488,-1.1661,-1.1971,-3.413,-2.9456,-4.0325,-3.1917,-2.0843,-0.0266,0.933
-1.1262,-1.0249,-0.7599,-1.1071,-0.8342,-0.758,0.3814,-0.1128,0.2282,-0.3657,-2.1119,-1.3997,-0.7513,-0.9985,-1.1125,-1.0671,-1.0919,-1.2174,-1.0205,-1.379,-1.5628,-0.977,-1.131,-2.5022,-2.67,-3.6175,-2.0817,-1.6073,-0.5303,0.6368
-1.1374,-1.2388,-0.8109,-1.2214,-0.7483,-0.7571,0.8618,0.1129,0.5352,0.2012,-1.0142,-0.58,0.1317,-0.4925,-1.0646,-1.2044,-1.4078,-1.1284,-1.0177,-1.3865,-1.2872,-0.727,-0.9719,-1.4059,-2.2226,-2.9528,-0.7564,-1.0453,-0.969,0.277
-1.1275,-1.4219,-0.8072,-1.316,-0.663,-0.7368,1.2702,0.2976,0.8545,0.703,0.0883,0.2314,0.9984,0.0281,-0.9831,-1.3261,-1.641,-0.9796,-0.9581,-1.3741,-0.9692,-0.4498,-0.7528,-0.2419,-1.6323,-2.0707,0.6479,-0.4345,-1.3271,-0.1471
-1.1185,-1.5693,-0.7747,-1.3942,-0.6003,-0.7173,1.5568,0.4196,1.1401,1.0696,1.0795,0.9395,1.7557,0.5054,-0.8832,-1.4298,-1.7573,-0.7873,-0.8453,-1.3484,-0.6522,-0.1784,-0.5093,0.8636,-0.9465,-1.0353,1.9791,0.1776,-1.5989,-0.6209
-1.1183,-1.6674,-0.7322,-1.4491,-0.5673,-0.7083,1.6892,0.468,1.3343,1.2487,1.8574,1.458,2.3255,0.8948,-0.7718,-1.4965,-1.7301,-0.5647,-0.6819,-1.3012,-0.3648,0.0646,-0.2653,1.7992,-0.2243,0.0653,3.094,0.7395,-1.7829,-1.1062
-1.1159,-1.6958,-0.6863,-1.464,-0.5545,-0.7064,1.6587,0.4421,1.3803,1.2139,2.3523,1.7264,2.6579,1.1722,-0.6456,-1.4946,-1.5463,-0.3191,-0.4695,-1.2117,-0.1157,0.2719,-0.0247,2.4857,0.473,1.1322,3.8824,1.2062,-1.8765,-1.5417
-1.0845,-1.6321,-0.6321,-1.4172,-0.5398,-0.6975,1.4802,0.3471,1.2355,0.9657,2.5382,1.7223,2.7379,1.3357,-0.4942,-1.3905,-1.2122,-0.0528,-0.2106,-1.0549,0.1032,0.4505,0.227,2.8877,1.0913,2.0707,4.283,1.547,-1.8749,-1.8527
-0.9912,-1.4606,-0.5585,-1.2895,-0.4965,-0.663,1.1881,0.1886,0.8838,0.5301,2.435,1.4638,2.5854,1.402,-0.3071,-1.1619,-0.7561,0.2325,0.0879,-0.8119,0.3093,0.6153,0.5124,3.0139,1.592,2.8039,4.2902,1.7502,-1.7742,-1.9685
-0.8108,-1.1794,-0.4568,-1.0714,-0.4021,-0.5864,0.8278,-0.0288,0.3414,-0.0471,2.1009,1.0041,2.2479,1.3985,-0.08,-0.8091,-0.2247,0.5312,0.4124,-0.4802,0.5185,0.7814,0.8471,2.9092,1.956,3.2836,3.95,1.8226,-1.5766,-1.8442
-0.5371,-0.8061,-0.3266,-0.7689,-0.2466,-0.4598,0.4472,-0.3003,-0.3447,-0.7069,1.6173,0.4179,1.7886,1.3536,0.1793,-0.3608,0.3235,0.8293,0.7417,-0.0786,0.7373,0.9552,1.2256,2.6405,2.1827,3.495,3.3463,1.7841,-1.296,-1.4772
-0.1896,-0.3779,-0.1791,-0.4069,-0.037,-0.2885,0.0873,-0.6161,-1.1041,-1.3853,1.0709,-0.2144,1.2717,1.2881,0.4491,0.1285,0.8278,1.1029,1.0478,0.3526,0.9569,1.1297,1.6149,2.2775,2.2847,3.4545,2.581,1.6604,-0.9601,-0.9153
0.1877,0.0513,-0.0368,-0.0272,0.2012,-0.0917,-0.2239,-0.9569,-1.8562,-2.021,0.536,-0.8218,0.7488,1.2081,0.6947,0.5872,1.233,1.3199,1.2982,0.7578,1.1524,1.2827,1.9575,1.877,2.281,3.2021,1.7529,1.4754,-0.6093,-0.2506
0.5343,0.4197,0.0706,0.3163,0.4283,0.0999,-0.4747,-1.2931,-2.5226,-2.5626,0.0641,-1.3526,0.2513,1.1035,0.8745,0.9407,1.4962,1.4441,1.4595,1.0761,1.2873,1.3812,2.1841,1.4721,2.1893,2.7906,0.941,1.2465,-0.2907,0.3977
0.7857,0.6676,0.1135,0.5671,0.5981,0.251,-0.6669,-1.5857,-3.0393,-2.9728,-0.3176,-1.7758,-0.2102,0.9522,0.9467,1.1263,1.589,1.4423,1.5021,1.2534,1.3219,1.3887,2.2311,1.0702,2.0226,2.2758,0.1959,0.9839,-0.0507,0.9098
0.8875,0.7499,0.0707,0.678,0.6699,0.3294,-0.8093,-1.7924,-3.3643,-3.2285,-0.5992,-2.0764,-0.6384,0.7298,0.879,1.1066,1.4993,1.292,1.4043,1.254,1.2242,1.2765,2.0582,0.6613,1.7893,1.7106,-0.4583,0.6951,0.0734,1.1912
0.8077,0.6459,-0.0641,0.6226,0.6194,0.3155,-0.9085,-1.875,-3.4808,-3.3184,-0.7765,-2.2477,-1.0365,0.4222,0.6572,0.8775,1.2316,0.9886,1.1573,1.0693,0.9814,1.034,1.6614,0.2319,1.4979,1.1434,-1.0147,0.3914,0.06,1.1934
0.545,0.3655,-0.2783,0.4033,0.4468,0.2078,-0.9619,-1.8082,-3.3949,-3.2392,-0.8414,-2.2853,-1.3953,0.0369,0.2916,0.4707,0.8071,0.5515,0.7702,0.7219,0.6073,0.6764,1.0786,-0.2187,1.1609,0.6173,-1.4697,0.0929,-0.0922,0.9228
0.1302,-0.0508,-0.5427,0.0539,0.1794,0.0251,-0.956,-1.5877,-3.1303,-2.9937,-0.7785,-2.186,-1.6871,-0.3922,-0.1802,-0.0518,0.2654,0.0241,0.273,0.2624,0.1444,0.2462,0.3839,-0.6684,0.7987,0.171,-1.813,-0.1701,-0.363,0.4369
-0.3794,-0.5387,-0.8174,-0.3655,-0.1334,-0.197,-0.8705,-1.2339,-2.7213,-2.5917,-0.5694,-1.9507,-1.8666,-0.8078,-0.6972,-0.6093,-0.336,-0.5294,-0.2833,-0.2385,-0.3424,-0.1932,-0.3275,-1.0711,0.4387,-0.1636,-2.0245,-0.3602,-0.7137,-0.1709
-0.9115,-1.021,-1.0604,-0.7801,-0.4296,-0.4135,-0.6866,-0.7888,-2.2071,-2.0517,-0.2023,-1.589,-1.8813,-1.1403,-1.1848,-1.1167,-0.9256,-1.0347,-0.831,-0.7028,-0.7772,-0.5691,-0.9582,-1.3647,0.1123,-0.3641,-2.0777,-0.4407,-1.0931,-0.7917
-1.3933,-1.4213,-1.2354,-1.1143,-0.647,-0.5784,-0.3953,-0.3072,-1.6295,-1.4026,0.3184,-1.1236,-1.6857,-1.3222,-1.5672,-1.4997,-1.4248,-1.4187,-1.2947,-1.0592,-1.0872,-0.8133,-1.427,-1.4852,-0.1496,-0.4221,-1.9488,-0.3844,-1.4456,-1.3233
-1.7637,-1.6775,-1.3172,-1.3067,-0.7356,-0.6536,-0.0036,0.1565,-1.0321,-0.6828,0.9665,-0.5901,-1.2554,-1.3027,-1.7818,-1.7055,-1.7602,-1.622,-1.6038,-1.2544,-1.2169,-0.8752,-1.6793,-1.3814,-0.3198,-0.3444,-1.6255,-0.1808,-1.7207,-1.6872
-1.982,-1.7516,-1.2932,-1.3217,-0.6668,-0.6155,0.4649,0.56,-0.46,0.0624,1.6931,-0.0336,-0.5966,-1.0586,-1.7897,-1.7095,-1.8767,-1.6083,-1.7059,-1.2607,-1.1369,-0.7308,-1.69,-1.0274,-0.3784,-0.1513,-1.1136,0.1596,-1.8808,-1.839
-2.0299,-1.6355,-1.1628,-1.155,-0.4389,-0.4591,0.9723,0.8794,0.0422,0.7853,2.4337,0.4983,0.2499,-0.5993,-1.5832,-1.5159,-1.7497,-1.3706,-1.578,-1.0786,-0.8494,-0.3861,-1.4607,-0.4299,-0.3131,0.1294,-0.4404,0.6065,-1.9059,-1.7713
-1.9112,-1.3512,-0.9374,-0.8341,-0.0773,-0.2001,1.4724,1.1084,0.4348,1.4395,3.1178,0.964,1.2128,0.0344,-1.1861,-1.1539,-1.3925,-0.932,-1.2315,-0.7347,-0.3869,0.1233,-1.0152,0.3693,-0.121,0.4711,0.3465,1.1153,-1.7966,-1.5093
