FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-1.9763,-1.992,-2.5553,-2.461,-2.205,-1.9361,-0.0525,0.4381,1.622,0.625,0.3375,-0.3271,-2.1828,-2.6939,-1.5655,-1.2179,-1.1815,-1.2528,-1.3235,-1.8827,-2.5132,-1.9362,-1.5611,-3.4594,-1.7064,-2.0619,-2.9982,-1.3921,-0.6041,-0.0329
-2.1927,-2.2621,-2.6803,-2.6697,-2.3856,-2.0829,-0.0578,0.4293,1.7108,0.6637,0.2769,-0.4807,-2.3716,-2.8878,-1.8457,-1.4663,-1.5351,-1.4924,-1.5106,-2.208,-2.7943,-1.992,-1.611,-3.3628,-1.3719,-1.7365,-2.894,-1.4348,-0.8427,0.3325
-2.3343,-2.5255,-2.8066,-2.859,-2.5691,-2.2462,-0.1735,0.3191,1.6153,0.558,0.0584,-0.7268,-2.559,-3.0614,-2.0608,-1.698,-1.8023,-1.6684,-1.6581,-2.4992,-3.0573,-1.9987,-1.6253,-3.1979,-1.0239,-1.4168,-2.7544,-1.5145,-1.144,0.6986
-2.3967,-2.7539,-2.9211,-3.012,-2.7416,-2.4086,-0.3945,0.1468,1.38,0.3276,-0.272,-1.0414,-2.7541,-3.2175,-2.1971,-1.889,-1.9545,-1.774,-1.7551,-2.7244,-3.2823,-1.9821,-1.628,-3.0309,-0.758,-1.1987,-2.6427,-1.6471,-1.4513,0.985
-2.3836,-2.9201,-3.009,-3.1152,-2.8956,-2.5568,-0.7107,-0.0448,1.0628,0.0057,-0.6514,-1.3865,-2.9651,-3.3607,-2.2493,-2.0193,-1.9799,-1.8057,-1.7952,-2.8581,-3.4537,-1.9672,-1.6398,-2.9169,-0.6485,-1.151,-2.6055,-1.8322,-1.7042,1.1226
-2.3068,-3.0049,-3.0593,-3.1624,-3.0316,-2.6853,-1.1081,-0.2202,0.7206,-0.3683,-1.014,-1.7161,-3.1952,-3.4965,-2.2218,-2.0788,-1.8853,-1.7632,-1.7788,-2.8888,-3.5644,-1.9732,-1.6735,-2.8885,-0.7322,-1.2994,-2.6609,-2.0506,-1.8522,1.0646
-2.1842,-3.0021,-3.067,-3.1569,-3.1567,-2.7959,-1.5678,-0.3599,0.3969,-0.7563,-1.3038,-1.9834,-3.4398,-3.6298,-2.1282,-2.0708,-1.6957,-1.6522,-1.7149,-2.8221,-3.6173,-2.0119,-1.7325,-2.9496,-0.9998,-1.6195,-2.7937,-2.2662,-1.8662,0.7972
-2.0374,-2.9196,-3.0339,-3.1102,-3.2792,-2.8949,-2.0648,-0.4626,0.1151,-1.1274,-1.4852,-2.149,-3.6848,-3.7624,-1.9899,-2.0121,-1.4497,-1.4865,-1.6211,-2.6804,-3.6239,-2.0872,-1.8127,-3.0771,-1.4,-2.0425,-2.9593,-2.4322,-1.7436,0.3473
-1.8885,-2.7766,-2.9661,-3.0378,-3.4032,-2.9879,-2.5666,-0.5422,-0.1221,-1.4607,-1.5472,-2.188,-3.9082,-3.8915,-1.8331,-1.9289,-1.1923,-1.2898,-1.522,-2.4977,-3.6005,-2.1978,-1.9053,-3.2287,-1.8515,-2.471,-3.0953,-2.502,-1.5083,-0.2175
-1.7567,-2.5985,-2.8715,-2.9537,-3.5227,-3.075,-3.0323,-0.6205,-0.3266,-1.744,-1.5022,-2.095,-4.0827,-4.0081,-1.6849,-1.8502,-0.9674,-1.0945,-1.4452,-2.311,-3.5626,-2.3377,-2.0003,-3.3555,-2.2622,-2.8026,-3.1389,-2.4404,-1.2039,-0.8014
-1.6542,-2.4077,-2.7558,-2.8639,-3.6187,-3.1464,-3.4144,-0.7155,-0.5141,-1.9698,-1.379,-1.885,-4.1796,-4.0962,-1.5677,-1.7986,-0.8104,-0.9358,-1.4146,-2.1504,-3.5182,-2.4971,-2.0875,-3.4136,-2.549,-2.9525,-3.0429,-2.2335,-0.8829,-1.2999
-1.5821,-2.2164,-2.6202,-2.7614,-3.6579,-3.1812,-3.6619,-0.8326,-0.693,-2.1296,-1.2127,-1.5904,-4.1724,-4.1321,-1.4939,-1.7821,-0.7412,-0.8447,-1.4434,-2.0298,-3.4629,-2.6607,-2.1567,-3.3742,-2.6548,-2.8727,-2.7899,-1.8942,-0.5944,-1.6221
-1.5293,-2.0213,-2.4607,-2.6248,-3.5977,-3.1499,-3.7271,-0.9579,-0.8565,-2.2105,-1.0355,-1.2556,-4.0405,-4.0873,-1.4613,-1.789,-0.7596,-0.8392,-1.5286,-1.9414,-3.3777,-2.8067,-2.1972,-3.2289,-2.5589,-2.5623,-2.3978,-1.4629,-0.3743,-1.708
-1.4729,-1.8047,-2.2702,-2.423,-3.3941,-3.0202,-3.575,-1.0598,-0.981,-2.1958,-0.8694,-0.9306,-3.7741,-3.9333,-1.4526,-1.7874,-0.844,-0.9193,-1.6487,-1.8566,-3.2327,-2.9077,-2.1979,-2.9912,-2.2801,-2.0678,-1.9195,-1.0026,-0.2397,-1.5413
-1.3853,-1.5401,-2.0429,-2.1239,-3.0147,-2.7674,-3.1926,-1.0957,-1.031,-2.0684,-0.7244,-0.6637,-3.3784,-3.6497,-1.439,-1.7328,-0.954,-1.0668,-1.7674,-1.7332,-2.9961,-2.9352,-2.1496,-2.6937,-1.8704,-1.4718,-1.4331,-0.5889,-0.1895,-1.1537
-1.243,-1.203,-1.7796,-1.7067,-2.4505,-2.3829,-2.5971,-1.0236,-0.9682,-1.8172,-0.5992,-0.4946,-2.8775,-3.2335,-1.3898,-1.5806,-1.0407,-1.2514,-1.8422,-1.5291,-2.6457,-2.8666,-2.0488,-2.3824,-1.4032,-0.8747,-1.027,-0.2961,-0.2082,-0.6223
-1.0385,-0.7838,-1.4934,-1.1741,-1.7264,-1.8825,-1.8386,-0.8134,-0.762,-1.4422,-0.4843,-0.4474,-2.3158,-2.7076,-1.2841,-1.3029,-1.0613,-1.441,-1.8382,-1.2184,-2.1826,-2.6944,-1.9019,-2.109,-0.9561,-0.3712,-0.7809,-0.1816,-0.2733,-0.0561
-0.7881,-0.2976,-1.212,-0.5593,-0.9038,-1.308,-0.9957,-0.4558,-0.3975,-0.9576,-0.3657,-0.526,-1.7559,-2.1237,-1.1231,-0.9039,-0.9966,-1.6144,-1.7419,-0.806,-1.6395,-2.434,-1.7302,-1.9232,-0.5948,-0.029,-0.7489,-0.2727,-0.3605,0.4248
-0.5348,0.2102,-0.9765,0.0726,-0.0755,-0.7233,-0.1645,0.0349,0.1205,-0.3918,-0.2279,-0.7117,-1.2727,-1.5605,-0.9373,-0.4286,-0.8628,-1.7706,-1.572,-0.3352,-1.083,-2.1277,-1.5711,-1.8647,-0.3621,0.1244,-0.947,-0.5582,-0.4483,0.7161
-0.3418,0.6681,-0.8357,0.6333,0.6491,-0.2032,0.5584,0.6234,0.7673,0.2173,-0.0566,-0.9656,-0.9412,-1.1114,-0.7835,0.0397,-0.7144,-1.9316,-1.3802,0.1148,-0.6052,-1.8408,-1.4756,-1.9572,-0.2717,0.1047,-1.3498,-0.9898,-0.5192,0.7532
-0.2785,0.9907,-0.8359,1.0274,1.164,0.1807,1.0948,1.2617,1.5029,0.8287,0.1604,-1.234,-0.8216,-0.8671,-0.7339,0.3946,-0.6331,-2.1379,-1.2425,0.4435,-0.3057,-1.6508,-1.4996,-2.2032,-0.3116,-0.0381,-1.894,-1.4898,-0.5593,0.5285
-0.4026,1.0988,-1.0086,1.1734,1.3908,0.3767,1.4018,1.8987,2.2781,1.4063,0.4315,-1.4578,-0.9431,-0.8929,-0.8558,0.5315,-0.7061,-2.435,-1.2397,0.5525,-0.2682,-1.6293,-1.6896,-2.5803,-0.4505,-0.2367,-2.4906,-1.9674,-0.5585,0.0933
-0.7418,0.9416,-1.3589,1.0251,1.2976,0.3658,1.4825,2.4912,3.0417,1.9264,0.7603,-1.5827,-1.2904,-1.2084,-1.1903,0.3761,-0.9993,-2.8565,-1.4339,0.3722,-0.5361,-1.8208,-2.0669,-3.0398,-0.6481,-0.4251,-3.039,-2.3357,-0.5095,-0.4555
-1.2802,0.5151,-1.857,0.5871,0.911,0.1694,1.3881,3.0108,3.7475,2.3831,1.1449,-1.5677,-1.7974,-1.774,-1.7336,-0.0911,-1.5331,-3.4069,-1.8468,-0.1153,-1.095,-2.2259,-2.6143,-3.5084,-0.8637,-0.5549,-3.4421,-2.5277,-0.409,-1.0016
-1.953,-0.1288,-2.4367,-0.0789,0.3155,-0.1515,1.2096,3.447,4.3598,2.7901,1.5783,-1.3908,-2.3509,-2.4892,-2.428,-0.8222,-2.2688,-4.0502,-2.4464,-0.864,-1.8665,-2.792,-3.2708,-3.894,-1.0622,-0.6034,-3.6182,-2.5061,-0.2576,-1.4419
-2.6514,-0.8859,-3.0009,-0.8607,-0.3588,-0.5051,1.0609,3.8058,4.8563,3.1777,2.0493,-1.049,-2.805,-3.2054,-3.1652,-1.705,-3.1095,-4.709,-3.1462,-1.7655,-2.7161,-3.4175,-3.9363,-4.0965,-1.217,-0.5729,-3.5095,-2.2651,-0.0608,-1.7138
-3.2374,-1.6151,-3.4361,-1.6123,-0.9592,-0.7844,1.0572,4.1035,5.2282,3.5857,2.5444,-0.5563,-3.0051,-3.7498,-3.8023,-2.5796,-3.915,-5.2736,-3.818,-2.6645,-3.4745,-3.9671,-4.4872,-4.0217,-1.3101,-0.483,-3.087,-1.8267,0.1715,-1.8099
-3.5674,-2.1633,-3.6312,-2.1782,-1.3368,-0.8858,1.2911,4.3595,5.4773,4.0522,3.0477,0.0605,-2.8158,-3.9558,-4.1863,-3.2666,-4.5259,-5.621,-4.3135,-3.3841,-3.9657,-4.296,-4.7976,-3.5984,-1.3309,-0.3616,-2.3529,-1.2319,0.4256,-1.7743
-3.5178,-2.3937,-3.4979,-2.4204,-1.3727,-0.7273,1.814,4.5874,5.61,4.6008,3.541,0.7663,-2.1476,-3.6945,-4.1826,-3.598,-4.7933,-5.6375,-4.492,-3.755,-4.0378,-4.277,-4.7631,-2.7939,-1.2764,-0.2366,-1.3426,-0.533,0.6868,-1.6863
-3.0098,-2.2104,-2.9878,-2.2418,-0.9976,-0.262,2.6239,4.7898,5.6311,5.2297,4.0011,1.519,-0.9781,-2.8988,-3.7012,-3.4469,-4.6049,-5.2426,-4.2456,-3.6454,-3.5895,-3.8253,-4.321,-1.6259,-1.1523,-0.1336,-0.1249,0.2132,0.9414,-1.6378
-2.0272,-1.5758,-2.1018,-1.603,-0.2024,0.5137,3.6643,4.9553,5.5389,5.9049,4.3982,2.2704,0.6389,-1.5791,-2.7162,-2.75,-3.9067,-4.4072,-3.5205,-2.9842,-2.5896,-2.9166,-3.465,-0.1685,-0.9749,-0.077,1.1998,0.9483,1.1796,-1.7122
-0.6225,-0.5172,-0.8915,-0.5288,0.9618,1.5592,4.8323,5.0608,5.3231,6.561,4.6959,2.9668,2.5761,0.1755,-1.2745,-1.5201,-2.7144,-3.1628,-2.33,-1.7751,-1.0843,-1.5952,-2.2501,1.4513,-0.7735,-0.0941,2.505,1.6136,1.3969,-1.9698
1.0883,0.8788,0.5495,0.8958,2.3931,2.7962,5.9963,5.0773,4.9684,7.1103,4.8538,3.5507,4.6488,2.2074,0.5085,0.1533,-1.1137,-1.6004,-0.7565,-0.1003,0.8062,0.0275,-0.7884,3.0663,-0.5895,-0.2159,3.6497,2.1515,1.5938,-2.4374
2.9446,2.4796,2.1004,2.5385,3.956,4.1193,7.018,4.9795,4.4622,7.4579,4.8342,3.967,6.6413,4.3134,2.4642,2.1154,0.7493,0.1413,1.0566,1.8898,2.9039,1.7873,0.7649,4.4908,-0.4723,-0.4745,4.4952,2.5094,1.7746,-3.1009
4.7656,4.1269,3.6306,4.2402,5.5005,5.4114,7.7762,4.7546,3.804,7.522,4.6113,4.1707,8.3386,6.2735,4.3949,4.1668,2.687,1.8945,2.9223,3.9961,4.9971,3.4886,2.233,5.5477,-0.4714,-0.8953,4.9249,2.6465,1.945,-3.9021
6.3779,5.657,5.0154,5.836,6.8818,6.5574,8.1843,4.4081,3.0131,7.2496,4.1789,4.1347,9.5573,7.8817,6.1014,6.0908,4.4953,3.4843,4.6349,5.9978,6.8694,4.9313,3.4421,6.0954,-0.6258,-1.487,4.8639,2.5408,2.1088,-4.7411
