FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
1.325,-0.2932,2.3803,-0.4319,-1.1563,-0.4808,-1.0898,-0.2554,-1.2673,-1.4672,-1.6326,-2.4038,-0.5094,-1.1345,-0.1426,-1.2413,-1.8137,0.2163,-1.6386,-1.9225,-1.8513,-1.5944,-1.9804,-0.4273,0.1559,-0.4534,-0.5294,-0.4756,-0.1054,1.8872
1.1352,-0.5684,2.1487,-0.6535,-1.4769,-0.7352,-1.2791,-0.3901,-1.3499,-1.6092,-1.6509,-2.4458,-0.5032,-1.1863,-0.3417,-1.2496,-1.8204,0.2048,-1.7491,-1.9867,-1.902,-1.4498,-1.79,-0.4584,0.0012,-0.5537,-0.4549,-0.59,-0.1251,2.3187
1.0171,-0.8102,1.8927,-0.8617,-1.7461,-0.9451,-1.4863,-0.442,-1.3902,-1.736,-1.6043,-2.4697,-0.5638,-1.2914,-0.4574,-1.2018,-1.8083,0.1648,-1.8696,-1.99,-1.9695,-1.3587,-1.6179,-0.5968,-0.2191,-0.7065,-0.4917,-0.7435,-0.1218,2.6546
0.9693,-1.0133,1.6409,-1.0525,-1.9522,-1.1044,-1.6981,-0.4123,-1.3903,-1.8437,-1.5021,-2.4754,-0.6828,-1.4455,-0.4929,-1.1362,-1.8105,0.0965,-2.0029,-1.9543,-2.0708,-1.3391,-1.4662,-0.8287,-0.4808,-0.8881,-0.6289,-0.9158,-0.0988,2.8599
0.9805,-1.1736,1.4281,-1.2232,-2.0953,-1.2165,-1.9049,-0.3203,-1.3653,-1.9363,-1.3684,-2.4661,-0.8498,-1.6423,-0.4623,-1.0902,-1.8496,0.0073,-2.1451,-1.9087,-2.2197,-1.3949,-1.3339,-1.1332,-0.7577,-1.0778,-0.8469,-1.0911,-0.0614,2.9274
1.0315,-1.2885,1.287,-1.3721,-2.1854,-1.2914,-2.1027,-0.1992,-1.3403,-2.0264,-1.239,-2.4512,-1.0544,-1.8732,-0.387,-1.0905,-1.9331,-0.0917,-2.2854,-1.8816,-2.4216,-1.5163,-1.2218,-1.4871,-1.0274,-1.2632,-1.123,-1.2614,-0.0171,2.8773
1.099,-1.3568,1.2403,-1.499,-2.2383,-1.3427,-2.2925,-0.0883,-1.344,-2.1333,-1.1531,-2.4455,-1.288,-2.1271,-0.2914,-1.1466,-2.0523,-0.1919,-2.4091,-1.8926,-2.6706,-1.6825,-1.1347,-1.8683,-1.2748,-1.4423,-1.437,-1.4274,0.0264,2.7497
1.159,-1.3789,1.2947,-1.6036,-2.2706,-1.3831,-2.4788,-0.024,-1.4006,-2.2771,-1.1436,-2.4674,-1.5433,-2.3903,-0.1986,-1.2491,-2.1849,-0.2891,-2.5007,-1.9473,-2.949,-1.8664,-1.0807,-2.2581,-1.4938,-1.6214,-1.7733,-1.5958,0.0625,2.5911
1.1917,-1.3561,1.4402,-1.6849,-2.2952,-1.4205,-2.6665,-0.0307,-1.5233,-2.4729,-1.2281,-2.535,-1.8149,-2.6475,-0.1254,-1.3726,-2.3004,-0.3833,-2.5472,-2.0353,-3.2292,-2.0395,-1.0675,-2.6405,-1.6837,-1.8099,-2.1211,-1.7749,0.0873,2.4423
1.1866,-1.2907,1.6528,-1.7398,-2.3181,-1.4553,-2.8575,-0.1147,-1.7091,-2.7244,-1.4048,-2.6603,-2.0969,-2.8821,-0.0788,-1.4828,-2.3669,-0.4742,-2.5404,-2.1328,-3.478,-2.1759,-1.0986,-3.0015,-1.8446,-2.014,-2.4703,-1.969,0.1006,2.3286
