FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-3.1473,-2.8702,-1.3677,-2.2869,-1.5386,-1.1022,0.4928,-0.1065,2.0666,1.5671,1.0605,-0.4775,-0.6739,-1.457,-3.4028,-2.5017,-4.0898,-3.4074,-3.5832,-3.0286,-2.2529,-2.8075,-2.3601,-1.1653,-0.0181,1.8096,0.5183,-2.8702,0.4029,4.5915
-2.7446,-2.5562,-1.0821,-1.9949,-1.3754,-1.063,0.411,-0.1267,2.0872,1.4295,0.9091,-0.455,-0.6528,-1.2865,-3.192,-2.3957,-3.9119,-3.2444,-3.4615,-2.6833,-1.9866,-2.7752,-2.3746,-1.2294,-0.4716,1.6646,0.4719,-2.9829,0.4684,4.5227
-2.2754,-2.1668,-0.7364,-1.6584,-1.2033,-1.0236,0.1484,-0.3104,1.8659,1.0367,0.5897,-0.5078,-0.7672,-1.1619,-2.8387,-2.2329,-3.5847,-2.9242,-3.1812,-2.2987,-1.7217,-2.6239,-2.2882,-1.3169,-0.9372,1.4291,0.2976,-3.1415,0.523,4.3635
-1.803,-1.7656,-0.3767,-1.3347,-1.0483,-1.0026,-0.2625,-0.6484,1.4351,0.442,0.1485,-0.6126,-0.9927,-1.0845,-2.4005,-2.0544,-3.1609,-2.492,-2.7768,-1.9246,-1.4765,-2.3586,-2.099,-1.3936,-1.35,1.1587,0.0499,-3.3243,0.5326,4.1583
-1.4014,-1.4212,-0.0559,-1.0839,-0.9412,-1.0198,-0.7738,-1.1111,0.8506,-0.2779,-0.3519,-0.7397,-1.2993,-1.0625,-1.95,-1.9064,-2.707,-2.0009,-2.3067,-1.6209,-1.2841,-2.0092,-1.8241,-1.4352,-1.6545,0.9098,-0.2159,-3.5073,0.4585,3.9837
-1.1374,-1.1924,0.1771,-0.9547,-0.9089,-1.0906,-1.3295,-1.651,0.18,-1.0361,-0.846,-0.8623,-1.6572,-1.1088,-1.5571,-1.8289,-2.2878,-1.4999,-1.8389,-1.4431,-1.1852,-1.6239,-1.4953,-1.434,-1.8147,0.7269,-0.4567,-3.6719,0.2693,3.9274
-1.0533,-1.1151,0.2867,-0.9725,-0.9662,-1.2207,-1.8731,-2.2101,-0.5086,-1.7487,-1.2762,-0.9636,-2.0404,-1.2351,-1.2724,-1.8439,-1.9526,-1.0258,-1.4359,-1.4258,-1.2154,-1.2575,-1.1513,-1.4005,-1.8192,0.6325,-0.6508,-3.8103,-0.0476,4.0587
-1.1542,-1.1934,0.2573,-1.1322,-1.1086,-1.4024,-2.3536,-2.7284,-1.1549,-2.3451,-1.5997,-1.0391,-2.4261,-1.4445,-1.1167,-1.9493,-1.7265,-0.6015,-1.1412,-1.5709,-1.391,-0.9581,-0.8298,-1.3596,-1.6811,0.6255,-0.7987,-3.9265,-0.4799,4.4004
-1.4074,-1.4007,0.0955,-1.3997,-1.3112,-1.6153,-2.7289,-3.1518,-1.7088,-2.7742,-1.791,-1.0944,-2.7925,-1.7253,-1.0796,-2.1206,-1.6094,-0.2398,-0.9729,-1.8447,-1.6988,-0.7578,-0.5603,-1.3409,-1.431,0.6861,-0.9166,-4.0306,-0.9899,4.915
-1.7513,-1.6875,-0.1747,-1.7206,-1.5335,-1.8307,-2.9678,-3.4386,-2.1297,-3.006,-1.8395,-1.1387,-3.1169,-2.0499,-1.1289,-2.3192,-1.5824,0.0501,-0.9251,-2.1863,-2.0961,-0.6675,-0.3613,-1.3691,-1.1074,0.7867,-1.0253,-4.1306,-1.5218,5.5101
-2.1143,-1.9955,-0.5183,-2.0347,-1.7286,-2.0174,-3.051,-3.5618,-2.3841,-3.0296,-1.7454,-1.1785,-3.3757,-2.3792,-1.2248,-2.5058,-1.6184,0.257,-0.976,-2.5251,-2.5196,-0.6784,-0.2396,-1.4534,-0.7451,0.905,-1.1377,-4.2247,-2.0143,6.0632
-2.4346,-2.2727,-0.8977,-2.2897,-1.8549,-2.1494,-2.9717,-3.5104,-2.4444,-2.8498,-1.5159,-1.2127,-3.5469,-2.6709,-1.335,-2.6538,-1.6928,0.3652,-1.0984,-2.8005,-2.9011,-0.7684,-0.1928,-1.5832,-0.3674,1.0343,-1.2496,-4.2974,-2.4135,6.456
-2.6764,-2.4844,-1.2785,-2.4527,-1.8866,-2.2105,-2.7359,-3.2877,-2.2902,-2.4832,-1.1634,-1.2325,-3.6146,-2.8901,-1.4448,-2.7568,-1.791,0.3567,-1.2693,-2.9779,-3.1852,-0.9097,-0.2129,-1.7281,0.0176,1.1877,-1.3381,-4.3224,-2.6842,6.6082
-2.8367,-2.6182,-1.6331,-2.5135,-1.8198,-2.1969,-2.3621,-2.9102,-1.9125,-1.9547,-0.7055,-1.2242,-3.5736,-3.0169,-1.5595,-2.8291,-1.9105,0.2169,-1.4744,-3.0554,-3.3424,-1.0764,-0.2896,-1.8451,0.4132,1.3936,-1.3659,-4.2704,-2.8145,6.4993
-2.9427,-2.6821,-1.942,-2.4842,-1.6734,-2.1176,-1.8807,-2.4051,-1.3194,-1.2951,-0.1676,-1.1754,-3.4317,-3.0513,-1.6987,-2.8988,-2.0567,-0.0588,-1.708,-3.0599,-3.3755,-1.2488,-0.4123,-1.8885,0.8285,1.6865,-1.2914,-4.1189,-2.8152,6.1732
-3.0399,-2.6984,-2.193,-2.393,-1.4841,-1.9912,-1.3304,-1.8084,-0.5399,-0.5401,0.4167,-1.0801,-3.2082,-3.0112,-1.8854,-2.9974,-2.2365,-0.46,-1.9682,-3.0354,-3.3157,-1.4153,-0.5709,-1.8218,1.2708,2.0936,-1.0802,-3.8602,-2.7127,5.7243
-3.1763,-2.6946,-2.3803,-2.2758,-1.2977,-1.8432,-0.7557,-1.1623,0.3743,0.2703,1.0052,-0.9428,-2.9304,-2.9261,-2.1349,-3.1471,-2.4511,-0.9599,-2.251,-3.0274,-3.2125,-1.5704,-0.7546,-1.626,1.739,2.623,-0.7156,-3.5048,-2.541,5.2709
-3.3861,-2.6939,-2.5028,-2.167,-1.1576,-1.6999,-0.2018,-0.5132,1.3506,1.0912,1.5504,-0.7788,-2.6263,-2.827,-2.4454,-3.3529,-2.6901,-1.5165,-2.5443,-3.0677,-3.1175,-1.7107,-0.9514,-1.304,2.2211,3.2557,-0.2045,-3.0812,-2.3321,4.9241
