FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-1.2108,-0.7935,-1.0981,-1.1518,-0.461,-0.4776,0.3791,0.5994,0.7238,-0.1774,0.4092,0.0553,0.0617,0.1501,-1.0007,-0.5538,-1.122,-0.835,-0.6069,-0.6648,-0.4171,-0.1144,0.1424,0.3,0.1868,0.0863,-0.4973,-0.2421,-1.3309,-0.7814
-1.2699,-0.8417,-1.202,-1.1983,-0.6202,-0.6806,0.0668,0.3163,0.3595,-0.3857,0.2081,-0.0981,-0.0649,0.1096,-0.8332,-0.4522,-1.0122,-0.7044,-0.4943,-0.6548,-0.434,-0.0516,0.2711,0.3409,0.3332,0.2365,-0.563,-0.2281,-1.3509,-0.6976
-1.2868,-0.8548,-1.2386,-1.2082,-0.781,-0.9011,-0.2714,-0.0479,-0.0762,-0.6063,-0.0226,-0.2304,-0.1983,0.0335,-0.6229,-0.3132,-0.8433,-0.52,-0.35,-0.6115,-0.4361,0.0135,0.4252,0.3836,0.5263,0.4302,-0.5893,-0.1687,-1.3103,-0.573
-1.2434,-0.8289,-1.1986,-1.1737,-0.9249,-1.1164,-0.6092,-0.4703,-0.5521,-0.8217,-0.2618,-0.3328,-0.3288,-0.0734,-0.3879,-0.1518,-0.628,-0.3043,-0.1842,-0.5421,-0.4254,0.0741,0.5935,0.4201,0.7468,0.6445,-0.5777,-0.0707,-1.1989,-0.4062
-1.1246,-0.7595,-1.0829,-1.0846,-1.0295,-1.2966,-0.9138,-0.9109,-1.0245,-1.0105,-0.4824,-0.3996,-0.4427,-0.1962,-0.1451,0.0185,-0.3801,-0.0807,-0.0075,-0.4513,-0.4009,0.126,0.7617,0.4441,0.9651,0.8472,-0.533,0.0511,-1.0139,-0.2011
-0.9254,-0.645,-0.9055,-0.9338,-1.0747,-1.4122,-1.1529,-1.3207,-1.4447,-1.1524,-0.6575,-0.4299,-0.5254,-0.3144,0.0912,0.1855,-0.1153,0.1296,0.1687,-0.3424,-0.3607,0.1659,0.9132,0.4507,1.1464,1.0031,-0.463,0.1762,-0.7646,0.0314
-0.6566,-0.4908,-0.6935,-0.722,-1.0482,-1.4421,-1.3018,-1.6518,-1.7678,-1.232,-0.7657,-0.4284,-0.5654,-0.4071,0.309,0.3379,0.1485,0.3092,0.3311,-0.2197,-0.3046,0.191,1.0298,0.4368,1.2574,1.0808,-0.3774,0.2822,-0.4744,0.2729
-0.3467,-0.3109,-0.4817,-0.4611,-0.9485,-1.3789,-1.3485,-1.8652,-1.9601,-1.2416,-0.796,-0.4048,-0.557,-0.4586,0.4967,0.4642,0.3903,0.444,0.4645,-0.0901,-0.2353,0.1978,1.0929,0.4013,1.273,1.0594,-0.2871,0.3491,-0.1779,0.498
-0.0378,-0.1267,-0.3047,-0.1729,-0.786,-1.2304,-1.2961,-1.9379,-2.005,-1.1818,-0.7493,-0.3729,-0.5018,-0.4617,0.6421,0.552,0.5868,0.5222,0.5524,0.0353,-0.1594,0.1818,1.0854,0.3437,1.1811,0.9326,-0.2037,0.3638,0.0852,0.6774
0.2223,0.0366,-0.1875,0.1138,-0.5804,-1.0175,-1.1616,-1.8649,-1.9044,-1.0609,-0.6384,-0.3474,-0.4081,-0.4193,0.7327,0.5892,0.7146,0.5334,0.5793,0.142,-0.0861,0.1376,0.9944,0.2642,0.9849,0.7102,-0.1382,0.3222,0.2795,0.7825
