FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.0247,-0.9906,-0.209,-0.2102,0.3067,-2.0585,-0.477,-0.0303,-0.778,-0.8764,-0.6284,-0.034,-0.3424,-1.2854,-0.3635,-0.9198,-2.5025,-0.2732,-2.1483,-0.6367,-0.1096,-0.8516,-0.5089,0.0575,0.1062,0.5196,0.9372,-0.1258,0.4545,-1.0877
-0.4683,-1.0705,-0.7767,-0.4552,0.038,-1.9552,-0.3627,0.1478,-0.5656,-0.7163,-0.2547,0.323,-0.3892,-1.3278,-0.6492,-1.1743,-2.3567,-0.8697,-2.1097,-0.9905,-0.4413,-0.9205,-0.5704,-0.0067,0.0667,0.4838,0.7723,0.1134,0.384,-1.0888
-0.8917,-1.125,-1.2394,-0.6521,-0.1817,-1.8352,-0.2602,0.3212,-0.3653,-0.5681,0.0875,0.6412,-0.4372,-1.3688,-0.91,-1.3951,-2.2177,-1.3977,-2.0643,-1.2966,-0.7293,-0.9748,-0.6186,-0.07,0.0073,0.4258,0.6056,0.3145,0.3337,-1.0712
-1.1939,-1.136,-1.5202,-0.7662,-0.323,-1.6937,-0.1832,0.4799,-0.192,-0.4471,0.3668,0.8842,-0.4918,-1.4073,-1.1147,-1.5501,-2.0808,-1.8024,-2.0001,-1.5142,-0.9396,-1.0001,-0.6408,-0.1331,-0.0838,0.329,0.4343,0.4431,0.3145,-1.0283
-1.3508,-1.0955,-1.579,-0.7814,-0.375,-1.5339,-0.1455,0.6115,-0.0614,-0.3705,0.5574,1.0249,-0.562,-1.4434,-1.2412,-1.6174,-1.9381,-2.0533,-1.9099,-1.6183,-1.0538,-0.9899,-0.6336,-0.2022,-0.2121,0.1856,0.2526,0.4751,0.331,-0.9596
-1.3692,-1.0071,-1.4205,-0.7036,-0.3467,-1.367,-0.159,0.702,0.0117,-0.3551,0.6407,1.047,-0.6591,-1.4787,-1.2803,-1.5886,-1.7788,-2.1467,-1.7915,-1.6033,-1.0718,-0.9466,-0.6024,-0.2886,-0.3749,-0.0023,0.0522,0.3996,0.379,-0.8706
-1.2822,-0.8858,-1.0915,-0.5582,-0.2654,-1.2094,-0.2316,0.7389,0.016,-0.4145,0.6066,0.9459,-0.7942,-1.515,-1.2358,-1.4699,-1.5918,-2.1028,-1.6471,-1.4835,-1.0104,-0.8795,-0.5582,-0.4058,-0.5624,-0.225,-0.1753,0.2188,0.4476,-0.7721
-1.1381,-0.7536,-0.6695,-0.3839,-0.1694,-1.0791,-0.3644,0.7138,-0.0528,-0.5547,0.4555,0.7279,-0.9742,-1.5536,-1.1226,-1.2806,-1.3689,-1.9562,-1.4817,-1.2887,-0.8981,-0.8018,-0.5135,-0.5637,-0.7582,-0.4674,-0.4351,-0.0532,0.5206,-0.6774
-0.9871,-0.6347,-0.2431,-0.2233,-0.0986,-0.9915,-0.5498,0.625,-0.1902,-0.7704,0.1985,0.4097,-1.197,-1.5935,-0.9628,-1.0491,-1.1087,-1.7461,-1.3011,-1.0572,-0.7673,-0.7259,-0.4774,-0.7641,-0.9424,-0.7121,-0.7249,-0.3927,0.5807,-0.5993
-0.8682,-0.5491,0.1067,-0.1126,-0.0853,-0.9558,-0.7715,0.4772,-0.3827,-1.0441,-0.1424,0.0164,-1.4499,-1.6312,-0.7821,-0.807,-0.8185,-1.5066,-1.1119,-0.8273,-0.6476,-0.6612,-0.4536,-0.9966,-1.0938,-0.9412,-1.0323,-0.7684,0.6127,-0.546
-0.8002,-0.5077,0.3233,-0.0742,-0.1454,-0.9731,-1.0056,0.2816,-0.6091,-1.3467,-0.5367,-0.4202,-1.709,-1.6598,-0.6055,-0.5835,-0.5158,-1.2617,-0.9213,-0.6299,-0.5591,-0.6123,-0.4403,-1.2384,-1.1935,-1.1375,-1.3351,-1.1453,0.607,-0.5197
-0.7797,-0.5098,0.3829,-0.1106,-0.274,-1.0335,-1.2235,0.0548,-0.8433,-1.6416,-0.948,-0.864,-1.9424,-1.6698,-0.4539,-0.4006,-0.2266,-1.0237,-0.7378,-0.4833,-0.5099,-0.5797,-0.4322,-1.4575,-1.2274,-1.2858,-1.604,-1.4876,0.5612,-0.5158
-0.786,-0.5429,0.2966,-0.2053,-0.4449,-1.1151,-1.3951,-0.182,-1.0576,-1.8892,-1.338,-1.2787,-2.1151,-1.65,-0.3405,-0.2702,0.0184,-0.7948,-0.5721,-0.391,-0.4953,-0.5615,-0.4236,-1.6195,-1.1902,-1.3741,-1.8082,-1.7638,0.4809,-0.5257
-0.7913,-0.587,0.1034,-0.3266,-0.6153,-1.1853,-1.4928,-0.404,-1.2257,-2.053,-1.6709,-1.6311,-2.1955,-1.5893,-0.2696,-0.1945,0.1896,-0.5725,-0.4362,-0.3438,-0.5012,-0.5552,-0.4113,-1.6952,-1.0867,-1.3957,-1.9216,-1.9501,0.3779,-0.5416
-0.7719,-0.6191,-0.1399,-0.4361,-0.7352,-1.2051,-1.4957,-0.5851,-1.3263,-2.1046,-1.9171,-1.895,-2.1614,-1.4799,-0.2354,-0.1669,0.2647,-0.3555,-0.3415,-0.3243,-0.5081,-0.5592,-0.3967,-1.6672,-0.9318,-1.35,-1.9285,-2.0339,0.268,-0.5597
-0.717,-0.6191,-0.3731,-0.4977,-0.7594,-1.1362,-1.3922,-0.7007,-1.3452,-2.0279,-2.0564,-2.0537,-2.0044,-1.3187,-0.2243,-0.1751,0.2353,-0.1496,-0.2958,-0.3121,-0.4975,-0.5722,-0.3847,-1.5336,-0.7482,-1.2433,-1.8261,-2.0155,0.1667,-0.5824
-0.6311,-0.5743,-0.5446,-0.4862,-0.6588,-0.9505,-1.1836,-0.7321,-1.278,-1.821,-2.0799,-2.1014,-1.7321,-1.1092,-0.219,-0.2037,0.1108,0.0294,-0.2997,-0.2893,-0.4558,-0.5923,-0.3822,-1.3082,-0.5612,-1.0872,-1.6249,-1.9064,0.0866,-0.615
-0.5307,-0.4808,-0.6206,-0.3926,-0.4292,-0.6377,-0.8843,-0.67,-1.1298,-1.4972,-1.99,-2.0417,-1.367,-0.8612,-0.2062,-0.2367,-0.0822,0.1573,-0.3451,-0.2448,-0.3778,-0.6158,-0.3942,-1.0163,-0.3938,-0.8971,-1.3463,-1.726,0.0343,-0.6604
-0.4362,-0.344,-0.5888,-0.2251,-0.0935,-0.2108,-0.5212,-0.5175,-0.9152,-1.0827,-1.799,-1.8863,-0.9429,-0.589,-0.1832,-0.2599,-0.3042,0.208,-0.4158,-0.1752,-0.267,-0.6358,-0.421,-0.6895,-0.2609,-0.6884,-1.0174,-1.4967,0.0098,-0.7121
-0.3617,-0.177,-0.4569,-0.0073,0.3018,0.2938,-0.1306,-0.2916,-0.6551,-0.6135,-1.5271,-1.6516,-0.4989,-0.309,-0.1603,-0.2626,-0.5119,0.1644,-0.4905,-0.0855,-0.1346,-0.6427,-0.4572,-0.3592,-0.1668,-0.4746,-0.6669,-1.2385,0.0083,-0.7511
-0.3081,0.0016,-0.247,0.2276,0.6953,0.8217,0.2465,-0.0214,-0.3748,-0.1311,-1.1991,-1.3566,-0.0739,-0.0372,-0.1583,-0.2389,-0.668,0.0267,-0.5476,0.0138,0.0043,-0.6253,-0.4919,-0.0512,-0.106,-0.2663,-0.3208,-0.967,0.0218,-0.748
-0.2613,0.1708,0.0128,0.4432,1.0237,1.3096,0.5706,0.2554,-0.1,0.3228,-0.8419,-1.0214,0.2994,0.2132,-0.1994,-0.1886,-0.7498,-0.1822,-0.569,0.1092,0.1339,-0.5736,-0.5113,0.2161,-0.0663,-0.0718,-0.0003,-0.6925,0.0425,-0.6716
-0.1967,0.3105,0.2953,0.6078,1.2347,1.6981,0.8101,0.4991,0.1466,0.7115,-0.4818,-0.6666,0.5981,0.4328,-0.2971,-0.117,-0.7529,-0.42,-0.5443,0.1884,0.2421,-0.481,-0.5023,0.4323,-0.0347,0.1011,0.2784,-0.4217,0.065,-0.4998
-0.0897,0.406,0.5789,0.7014,1.299,1.9442,0.9468,0.6754,0.3474,1.0081,-0.1429,-0.3126,0.8119,0.6165,-0.4463,-0.0336,-0.6902,-0.6346,-0.4712,0.2435,0.3233,-0.3463,-0.4558,0.593,-0.0024,0.2439,0.5039,-0.1604,0.0874,-0.2306
0.0742,0.4523,0.8491,0.7201,1.2167,2.0321,0.9789,0.762,0.4929,1.1991,0.1549,0.0209,0.9425,0.7641,-0.6203,0.0504,-0.585,-0.7765,-0.3548,0.2735,0.38,-0.1746,-0.3701,0.698,0.033,0.3477,0.6694,0.0849,0.1098,0.1126
0.2908,0.4559,1.0957,0.6771,1.0181,1.9762,0.9215,0.7532,0.5815,1.2856,0.3971,0.3161,1.0023,0.8792,-0.7749,0.1248,-0.4622,-0.8113,-0.2055,0.2845,0.4214,0.0239,-0.2504,0.7501,0.0676,0.4053,0.7728,0.3065,0.1334,0.4838
0.5354,0.4343,1.309,0.599,0.7559,1.8177,0.8034,0.6607,0.6197,1.2826,0.5754,0.5583,1.0107,0.9678,-0.86,0.1825,-0.3404,-0.7272,-0.0348,0.2879,0.4607,0.2352,-0.1076,0.7546,0.0943,0.4135,0.8166,0.4957,0.1579,0.8231
0.7669,0.4108,1.476,0.5177,0.493,1.6134,0.6609,0.511,0.6194,1.2156,0.6884,0.7375,0.9907,1.0373,-0.8355,0.2198,-0.2274,-0.5362,0.1464,0.2964,0.5105,0.4446,0.0451,0.7199,0.1067,0.3753,0.8083,0.6448,0.1804,1.0714
0.9384,0.407,1.5789,0.4607,0.2868,1.4206,0.5314,0.3387,0.5954,1.1167,0.741,0.85,0.9641,1.0945,-0.6857,0.2359,-0.1203,-0.2704,0.3302,0.3192,0.5784,0.6396,0.1963,0.6579,0.1031,0.3006,0.7596,0.748,0.1957,1.1838
1.0082,0.4351,1.5974,0.4429,0.1759,1.2828,0.4461,0.1793,0.5625,1.0181,0.7435,0.8978,0.949,1.1445,-0.4279,0.2322,-0.0093,0.0262,0.5124,0.3593,0.6638,0.8118,0.3389,0.5842,0.0888,0.2054,0.6856,0.8032,0.1971,1.1407
0.9517,0.493,1.5139,0.4617,0.1706,1.2195,0.4244,0.0614,0.5334,0.9476,0.7101,0.8885,0.9564,1.19,-0.1097,0.2103,0.1164,0.3088,0.691,0.4114,0.7571,0.9584,0.4716,0.5178,0.0759,0.109,0.6033,0.812,0.1784,0.9506
0.7678,0.5635,1.32,0.4974,0.2515,1.2226,0.4711,0.0016,0.5169,0.923,0.656,0.8329,0.99,1.2304,0.2035,0.1719,0.2612,0.5425,0.8637,0.4637,0.8417,1.0805,0.5981,0.4778,0.0812,0.0312,0.5288,0.7793,0.1357,0.6476
0.4814,0.6189,1.0227,0.5193,0.3749,1.2606,0.5763,0.0013,0.5172,0.9498,0.596,0.7435,1.0461,1.2632,0.4478,0.1191,0.4199,0.7099,1.0259,0.5004,0.8979,1.1816,0.7243,0.4807,0.1216,-0.0119,0.4754,0.7124,0.068,0.2829
0.139,0.6292,0.6454,0.4946,0.4853,1.2893,0.718,0.0488,0.5347,1.0209,0.5422,0.633,1.1151,1.2843,0.5783,0.0549,0.5768,0.8114,1.1687,0.507,0.9085,1.2645,0.8549,0.5362,0.2094,-0.0101,0.4518,0.6209,-0.0217,-0.0847
