time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-2.8044	-2.6448	-1.9135	-2.1062	-1.2918	-1.0139	-0.0631	-0.1079	0.4704	0.0749	0.3942	0.0451	-0.1435	-0.8814	-2.3911	-2.985	-2.564	-2.3694	-1.9092	-2.8478	-1.8717	-1.778	-1.4151	-0.6716	-0.254	-0.2431	-0.7221	-0.2214	-2.3167	-2.1427
-195.3125	-2.5866	-2.3933	-1.774	-1.9014	-1.187	-0.8731	0.0573	-0.0577	0.5672	0.1353	0.4851	0.1779	-0.087	-0.8003	-2.4691	-2.6852	-2.421	-2.2534	-1.8197	-2.6648	-1.7107	-1.5573	-1.1262	-0.375	-0.04	-0.0446	-0.3583	0.0185	-2.1706	-1.9736
-191.4062	-2.3741	-2.1559	-1.6417	-1.6948	-1.0775	-0.7312	0.1677	-0.0075	0.6549	0.1906	0.5639	0.2932	-0.0351	-0.7146	-2.4947	-2.39	-2.2735	-2.1259	-1.7229	-2.4756	-1.5471	-1.3499	-0.8573	-0.1053	0.1433	0.1234	-0.0334	0.2303	-2.0203	-1.8058
-187.5	-2.1729	-1.9398	-1.5214	-1.4869	-0.9615	-0.5929	0.258	0.0407	0.7225	0.234	0.6192	0.3758	0.0081	-0.6216	-2.4382	-2.1035	-2.1186	-1.9813	-1.6118	-2.2748	-1.3802	-1.1661	-0.6262	0.1144	0.2728	0.2375	0.2204	0.391	-1.8622	-1.6397
-183.5938	-1.9848	-1.7462	-1.4164	-1.2785	-0.8387	-0.4627	0.3214	0.0848	0.7608	0.2607	0.644	0.4161	0.0404	-0.5201	-2.2858	-1.8299	-1.9555	-1.8192	-1.4823	-2.06	-1.2101	-1.0113	-0.4446	0.2692	0.3365	0.2869	0.383	0.4866	-1.695	-1.4764
-179.6875	-1.8053	-1.5704	-1.327	-1.07	-0.711	-0.345	0.3552	0.1226	0.7642	0.2686	0.6363	0.4115	0.0624	-0.4104	-2.0425	-1.5729	-1.7859	-1.6448	-1.3344	-1.8314	-1.0381	-0.8851	-0.316	0.3549	0.3353	0.2751	0.4494	0.5138	-1.52	-1.3167
-175.7812	-1.6235	-1.4031	-1.2499	-0.8625	-0.5817	-0.2434	0.3608	0.1521	0.7309	0.2583	0.5992	0.3666	0.0769	-0.2939	-1.7291	-1.3356	-1.6146	-1.4671	-1.1724	-1.5923	-0.8666	-0.7813	-0.2358	0.3778	0.282	0.2179	0.4291	0.4798	-1.341	-1.1614
-171.875	-1.4252	-1.234	-1.1786	-0.659	-0.4561	-0.1617	0.3432	0.1719	0.6638	0.2328	0.5396	0.2917	0.0877	-0.1734	-1.3782	-1.1207	-1.449	-1.2965	-1.0041	-1.3482	-0.6986	-0.6898	-0.1933	0.3526	0.1985	0.1394	0.3436	0.4003	-1.1629	-1.0114
-167.9688	-1.1995	-1.0555	-1.1048	-0.4652	-0.3407	-0.1041	0.3087	0.181	0.5692	0.1964	0.4664	0.2006	0.099	-0.0529	-1.0283	-0.9304	-1.2981	-1.1432	-0.839	-1.1064	-0.5384	-0.5998	-0.1755	0.2992	0.1098	0.0651	0.2212	0.2954	-0.9911	-0.8674
-164.0625	-0.9443	-0.8663	-1.021	-0.2902	-0.2435	-0.0749	0.2641	0.1792	0.4563	0.1537	0.3889	0.1079	0.1132	0.0618	-0.7178	-0.7671	-1.171	-1.0154	-0.6866	-0.8753	-0.3911	-0.5031	-0.1709	0.2375	0.0387	0.0161	0.0912	0.1864	-0.8311	-0.7313
-160.1562	-0.6716	-0.672	-0.923	-0.1448	-0.1725	-0.0779	0.2144	0.1668	0.3356	0.1091	0.3153	0.0261	0.1304	0.1636	-0.479	-0.6328	-1.0746	-0.9184	-0.5539	-0.6639	-0.2627	-0.3961	-0.1718	0.1838	0.001	0.0048	-0.0217	0.0907	-0.6872	-0.6056
-156.25	-0.4066	-0.4854	-0.8108	-0.0391	-0.1339	-0.1144	0.1628	0.1445	0.2172	0.0663	0.2513	-0.0362	0.1484	0.245	-0.3332	-0.529	-1.0109	-0.8528	-0.4447	-0.4803	-0.1588	-0.2806	-0.1759	0.1484	0.0024	0.0323	-0.1008	0.0197	-0.5629	-0.4937
-152.3438	-0.1826	-0.3226	-0.6898	0.0213	-0.1308	-0.1818	0.1107	0.1139	0.1101	0.0281	0.2006	-0.0755	0.1631	0.2995	-0.2867	-0.4555	-0.9759	-0.8151	-0.3589	-0.3307	-0.0837	-0.1631	-0.1852	0.1337	0.0381	0.0894	-0.1396	-0.023	-0.4603	-0.3991
-148.4375	-0.0333	-0.2001	-0.5689	0.0373	-0.1616	-0.2723	0.0583	0.0776	0.0218	-0.0033	0.1643	-0.0929	0.17	0.3227	-0.3288	-0.4101	-0.9587	-0.797	-0.2929	-0.2182	-0.0391	-0.0529	-0.2033	0.1358	0.0951	0.1597	-0.1413	-0.0406	-0.3802	-0.3249
-144.5312	0.0168	-0.1299	-0.459	0.0173	-0.2198	-0.3737	0.0061	0.0396	-0.0428	-0.0267	0.1417	-0.0938	0.1648	0.3142	-0.4342	-0.3877	-0.9431	-0.787	-0.2406	-0.1422	-0.0232	0.0408	-0.2335	0.1458	0.1553	0.2239	-0.1164	-0.0417	-0.3219	-0.2727
-140.625	-0.0406	-0.1161	-0.3703	-0.0234	-0.2943	-0.4707	-0.0445	0.0045	-0.0813	-0.0418	0.1302	-0.0856	0.1451	0.2771	-0.5678	-0.3802	-0.9104	-0.7717	-0.1945	-0.098	-0.0304	0.1107	-0.2763	0.1524	0.2001	0.2644	-0.0796	-0.0365	-0.283	-0.2412
-136.7188	-0.1932	-0.1527	-0.3098	-0.0662	-0.3715	-0.5478	-0.0907	-0.0222	-0.0944	-0.0495	0.1259	-0.0761	0.1106	0.2179	-0.692	-0.3775	-0.8429	-0.738	-0.1466	-0.0778	-0.0522	0.1526	-0.329	0.145	0.2146	0.269	-0.0459	-0.035	-0.2592	-0.2264
-132.8125	-0.4084	-0.224	-0.2793	-0.0928	-0.4371	-0.5912	-0.1286	-0.0353	-0.0855	-0.0522	0.1238	-0.0718	0.0634	0.1452	-0.7736	-0.3693	-0.7285	-0.6753	-0.091	-0.0715	-0.0786	0.166	-0.3849	0.1158	0.1906	0.2325	-0.0274	-0.0441	-0.2442	-0.2213
-128.9062	-0.6388	-0.3081	-0.2742	-0.0895	-0.478	-0.5916	-0.1535	-0.0305	-0.0605	-0.0532	0.119	-0.0766	0.0081	0.0684	-0.7898	-0.347	-0.5643	-0.5775	-0.0239	-0.0687	-0.0995	0.1542	-0.4354	0.0614	0.1283	0.1573	-0.0317	-0.0671	-0.2308	-0.2171
-125	-0.8325	-0.3815	-0.2847	-0.0499	-0.4848	-0.544	-0.1616	-0.0056	-0.0262	-0.0561	0.1072	-0.0913	-0.0495	-0.0037	-0.7312	-0.306	-0.3581	-0.445	0.0545	-0.0607	-0.1067	0.1231	-0.4717	-0.0159	0.0352	0.0524	-0.0604	-0.1036	-0.2116	-0.2056
