time	FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	HEOG_left	HEOG_right
-199.2188	-1.484	-1.4153	-0.5333	-1.3597	-0.7267	-0.3589	-0.1948	0.0085	-0.485	-0.2302	-0.367	-0.3182	-0.6038	-0.9038	-1.6328	-1.9937	-2.4252	-1.4435	-2.7386	-2.077	-1.6558	-2.2658	-2.0954	-1.2117	-0.9598	-0.1018	-0.8135	-0.3591	-0.1899	-1.0212
-195.3125	-1.1925	-1.2244	-0.4513	-1.1095	-0.5335	-0.1729	-0.1455	0.0165	-0.36	-0.2294	-0.3598	-0.3789	-0.4811	-0.5925	-1.4211	-1.6958	-2.1557	-1.3236	-2.3244	-1.6561	-1.3417	-1.899	-1.7745	-1.0169	-0.9543	-0.1583	-0.7616	-0.4829	-0.1938	-0.9168
-191.4062	-0.9134	-1.0345	-0.364	-0.8707	-0.3597	-0.0091	-0.1051	0.0167	-0.2608	-0.2316	-0.3541	-0.4252	-0.363	-0.3045	-1.2185	-1.4072	-1.8916	-1.2033	-1.9268	-1.2572	-1.0448	-1.5425	-1.4687	-0.8223	-0.936	-0.1961	-0.7033	-0.5775	-0.1853	-0.8155
-187.5	-0.6596	-0.8449	-0.2686	-0.6542	-0.2216	0.114	-0.0803	0.0039	-0.2044	-0.2389	-0.349	-0.4453	-0.2526	-0.0586	-1.0297	-1.1334	-1.6367	-1.0811	-1.5593	-0.8963	-0.779	-1.2058	-1.1888	-0.6294	-0.8918	-0.1982	-0.6318	-0.6191	-0.1539	-0.7174
-183.5938	-0.4396	-0.6563	-0.1638	-0.4672	-0.1275	0.187	-0.0736	-0.023	-0.1972	-0.2503	-0.3417	-0.4292	-0.1505	0.1329	-0.8582	-0.8786	-1.3935	-0.9563	-1.2305	-0.5843	-0.5531	-0.8967	-0.9414	-0.4409	-0.8129	-0.1531	-0.5417	-0.5917	-0.0962	-0.6215
-179.6875	-0.2561	-0.4701	-0.0506	-0.3132	-0.0764	0.2102	-0.0828	-0.0604	-0.2337	-0.2622	-0.3271	-0.3708	-0.0559	0.2654	-0.7055	-0.6453	-1.1619	-0.829	-0.9437	-0.325	-0.3693	-0.6215	-0.728	-0.2611	-0.6963	-0.0578	-0.4296	-0.4893	-0.0157	-0.5261
-175.7812	-0.1063	-0.2882	0.0679	-0.1917	-0.06	0.1922	-0.1021	-0.1009	-0.2983	-0.2696	-0.3004	-0.2704	0.0331	0.3415	-0.5706	-0.4337	-0.9397	-0.699	-0.6973	-0.1156	-0.2245	-0.3838	-0.5459	-0.0958	-0.5456	0.0822	-0.2959	-0.3183	0.0792	-0.4279
-171.875	0.017	-0.1133	0.1865	-0.0996	-0.0662	0.1469	-0.1242	-0.1358	-0.3691	-0.2679	-0.2584	-0.1358	0.1175	0.3695	-0.4502	-0.2413	-0.7243	-0.5659	-0.486	0.0512	-0.112	-0.1852	-0.3891	0.0489	-0.3699	0.2529	-0.1449	-0.0972	0.1778	-0.3237
-167.9688	0.1227	0.0517	0.2981	-0.033	-0.0826	0.0887	-0.1429	-0.1573	-0.4235	-0.2552	-0.201	0.0177	0.1967	0.3607	-0.3387	-0.0645	-0.5137	-0.4294	-0.3035	0.1852	-0.0241	-0.0257	-0.2512	0.1676	-0.1825	0.4352	0.015	0.1465	0.2691	-0.2118
-164.0625	0.2186	0.203	0.3941	0.0128	-0.0998	0.0298	-0.1541	-0.1605	-0.4431	-0.2324	-0.1319	0.17	0.2675	0.327	-0.2298	0.101	-0.3079	-0.2905	-0.144	0.2961	0.0464	0.0963	-0.127	0.2565	0.0017	0.6081	0.1724	0.3809	0.3438	-0.0937
-160.1562	0.3092	0.3371	0.4659	0.0422	-0.1119	-0.0213	-0.157	-0.1438	-0.4177	-0.2034	-0.0579	0.3001	0.325	0.2793	-0.1171	0.2591	-0.1089	-0.1515	-0.0039	0.3922	0.1051	0.1831	-0.0138	0.3144	0.1685	0.7522	0.3149	0.5754	0.3944	0.0246
-156.25	0.3947	0.4503	0.5063	0.0603	-0.1162	-0.0599	-0.1524	-0.1086	-0.3473	-0.1732	0.0128	0.3905	0.3633	0.2268	0.0046	0.4117	0.0806	-0.0168	0.1191	0.4796	0.1559	0.2383	0.0884	0.343	0.3069	0.8533	0.4312	0.7073	0.4161	0.1339
-152.3438	0.4702	0.5398	0.5116	0.0724	-0.1114	-0.084	-0.1422	-0.0588	-0.2407	-0.1462	0.0728	0.4314	0.3777	0.1762	0.1385	0.5585	0.2575	0.1078	0.2256	0.5613	0.2015	0.2662	0.1774	0.3472	0.41	0.9042	0.5132	0.7658	0.4064	0.223
-148.4375	0.5273	0.6036	0.4818	0.0834	-0.097	-0.093	-0.1271	0.0004	-0.1135	-0.1243	0.1172	0.4228	0.3658	0.1322	0.284	0.6963	0.4197	0.216	0.316	0.6375	0.243	0.2721	0.2507	0.3341	0.4758	0.905	0.5584	0.7542	0.3661	0.2822
-144.5312	0.5551	0.6406	0.4214	0.0972	-0.0728	-0.0868	-0.1062	0.0636	0.0173	-0.1056	0.1455	0.3747	0.3294	0.0974	0.4362	0.8191	0.5654	0.3017	0.3901	0.7051	0.2803	0.2612	0.3061	0.3122	0.5071	0.863	0.5696	0.6894	0.2995	0.305
