FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
0.0152,0.0197,0.2408,0.1789,0.3313,0.1463,0.08,-0.0929,-0.0589,0.1425,0.0693,-0.1448,0.0501,0.148,-0.1499,0.3922,0.1727,-0.1353,0.5329,0.3094,0.2639,0.1532,0.0925,0.0325,-0.075,0.0044,0.063,-0.136,-0.1402,-0.2183
0.0112,0.0662,0.2471,0.228,0.3673,0.1704,0.1027,-0.0908,-0.0821,0.158,0.0686,-0.1275,0.0843,0.1768,-0.1566,0.426,0.2251,-0.0864,0.5784,0.3228,0.3043,0.2029,0.1301,0.0677,-0.0388,0.042,0.0991,-0.1204,-0.1004,-0.1878
0.0025,0.1109,0.2539,0.287,0.4033,0.2006,0.1339,-0.0711,-0.0789,0.1778,0.0687,-0.1076,0.1294,0.2161,-0.1565,0.4661,0.2779,-0.0372,0.6241,0.3427,0.3558,0.2586,0.1653,0.1058,-0.0067,0.0757,0.142,-0.0999,-0.0584,-0.1526
-0.0105,0.1515,0.2618,0.3525,0.4392,0.2365,0.174,-0.0352,-0.0514,0.2038,0.071,-0.0878,0.1814,0.2662,-0.1497,0.5118,0.3286,0.0081,0.6678,0.3703,0.417,0.3147,0.1951,0.1436,0.0182,0.1026,0.1879,-0.076,-0.02,-0.1179
-0.0269,0.187,0.2702,0.421,0.4755,0.277,0.2218,0.0133,-0.0046,0.2371,0.0761,-0.0717,0.2349,0.326,-0.1372,0.5609,0.3737,0.0462,0.7074,0.4054,0.4846,0.3649,0.217,0.1778,0.034,0.1205,0.2327,-0.0511,0.0097,-0.0885
-0.0462,0.2172,0.2775,0.4884,0.5123,0.3207,0.2742,0.0685,0.0545,0.277,0.0833,-0.063,0.2833,0.3917,-0.1209,0.6096,0.4091,0.0755,0.7415,0.4459,0.5532,0.4036,0.2291,0.2055,0.0398,0.1281,0.272,-0.0281,0.0264,-0.0677
-0.0686,0.2421,0.2818,0.551,0.5487,0.3659,0.3265,0.1233,0.1179,0.3205,0.0902,-0.0651,0.3201,0.4577,-0.1034,0.6531,0.4308,0.0957,0.7693,0.4881,0.6162,0.427,0.2309,0.2243,0.0363,0.1251,0.3017,-0.0103,0.0279,-0.0575
-0.0945,0.2618,0.2813,0.6053,0.5834,0.4108,0.373,0.17,0.1774,0.3627,0.0937,-0.0799,0.3398,0.5172,-0.0866,0.6866,0.4358,0.1075,0.7912,0.5276,0.6671,0.4339,0.224,0.2332,0.0252,0.1123,0.3192,-0.0001,0.0141,-0.0583
-0.1244,0.276,0.2754,0.648,0.6139,0.4533,0.4084,0.2022,0.226,0.398,0.091,-0.1069,0.3393,0.5641,-0.0719,0.7064,0.4235,0.1129,0.8083,0.5604,0.7008,0.4263,0.2121,0.2328,0.0102,0.0927,0.3241,0.0013,-0.0125,-0.0689
-0.1577,0.2841,0.2641,0.6767,0.6378,0.4904,0.4291,0.2155,0.2591,0.4218,0.0807,-0.1431,0.3196,0.5938,-0.0587,0.7105,0.3956,0.1144,0.8223,0.5836,0.715,0.4088,0.2005,0.2263,-0.0045,0.0704,0.3187,-0.0049,-0.0473,-0.087
-0.193,0.2854,0.249,0.6896,0.6529,0.5188,0.434,0.2085,0.2752,0.4319,0.0637,-0.183,0.2852,0.605,-0.0448,0.6995,0.3568,0.1148,0.8352,0.5966,0.7106,0.3882,0.1956,0.2182,-0.0135,0.051,0.3076,-0.015,-0.0844,-0.1094
-0.2273,0.2803,0.2322,0.6861,0.6585,0.5348,0.4245,0.1831,0.2765,0.429,0.0432,-0.2196,0.2442,0.5997,-0.0271,0.677,0.3139,0.117,0.8493,0.6007,0.6921,0.372,0.2027,0.2145,-0.0123,0.0402,0.2968,-0.0238,-0.1174,-0.133
-0.2573,0.2701,0.2161,0.6673,0.656,0.5358,0.4051,0.145,0.2686,0.4173,0.0245,-0.2456,0.2069,0.5835,-0.0019,0.6496,0.2757,0.1232,0.8666,0.5998,0.6667,0.3674,0.2247,0.2208,0.002,0.0427,0.2922,-0.0249,-0.1407,-0.1554
-0.2791,0.2582,0.203,0.6368,0.6499,0.5215,0.3823,0.1025,0.2601,0.4036,0.0138,-0.2539,0.1843,0.5644,0.0335,0.6265,0.2515,0.1349,0.8897,0.6,0.6444,0.3796,0.2614,0.2416,0.03,0.0615,0.2985,-0.0128,-0.1502,-0.1758
-0.2896,0.25,0.1948,0.6015,0.6475,0.4957,0.3645,0.066,0.2608,0.3967,0.0182,-0.2395,0.1871,0.5526,0.0809,0.6187,0.2501,0.1525,0.9215,0.6095,0.6365,0.4123,0.3094,0.2798,0.0694,0.0972,0.3181,0.0164,-0.1443,-0.1954
-0.2861,0.2521,0.1928,0.571,0.6586,0.4662,0.3609,0.0461,0.2801,0.4052,0.0437,-0.1989,0.2234,0.5588,0.14,0.6376,0.2783,0.1754,0.9653,0.637,0.6539,0.4667,0.3634,0.3359,0.1158,0.1477,0.3512,0.0642,-0.1242,-0.2171
-0.2675,0.2712,0.1976,0.556,0.693,0.4441,0.38,0.0518,0.3248,0.4363,0.0949,-0.1317,0.2979,0.5918,0.2086,0.6917,0.3393,0.2019,1.0239,0.6901,0.7051,0.5419,0.4178,0.4086,0.1635,0.2091,0.3957,0.1291,-0.0938,-0.2449
-0.2346,0.3123,0.2088,0.5654,0.7572,0.4406,0.4274,0.0877,0.3965,0.4941,0.1734,-0.0403,0.4095,0.6563,0.2829,0.7841,0.4308,0.2292,1.0973,0.7724,0.7935,0.6345,0.4672,0.4936,0.2068,0.2755,0.4475,0.2071,-0.0591,-0.2827
-0.19,0.3762,0.2249,0.6035,0.8512,0.4633,0.5035,0.1529,0.4907,0.577,0.2765,0.0697,0.5502,0.7502,0.3576,0.9099,0.5441,0.2538,1.1819,0.881,0.9146,0.7373,0.5075,0.5843,0.241,0.3401,0.5009,0.2911,-0.0269,-0.3332
-0.1386,0.4581,0.2425,0.6669,0.9661,0.5127,0.6014,0.2395,0.5963,0.6774,0.3961,0.1888,0.7047,0.8629,0.4262,1.0552,0.6642,0.2716,1.2688,1.0053,1.0551,0.8394,0.5353,0.6705,0.2623,0.3953,0.5484,0.3722,-0.004,-0.3962
-0.0874,0.5477,0.2568,0.7446,1.0833,0.5801,0.7069,0.3337,0.6968,0.7814,0.5189,0.3046,0.851,0.9759,0.4817,1.1986,0.7716,0.2784,1.3439,1.1271,1.1938,0.9262,0.5467,0.74,0.2679,0.4335,0.5811,0.4395,0.0049,-0.468
-0.0444,0.6299,0.2622,0.8194,1.1773,0.6487,0.7997,0.4174,0.773,0.8705,0.6276,0.4027,0.9639,1.0652,0.5173,1.3146,0.8456,0.2702,1.3906,1.2236,1.3044,0.9811,0.5379,0.779,0.2565,0.4481,0.59,0.4825,-0.0019,-0.5417
-0.0169,0.6881,0.2527,0.8714,1.2202,0.6972,0.8573,0.4722,0.8063,0.9251,0.704,0.4687,1.0194,1.1067,0.5276,1.3788,0.8682,0.2445,1.3924,1.2718,1.3607,0.9882,0.5053,0.7758,0.2279,0.4344,0.5673,0.4925,-0.023,-0.6076
-0.01,0.7079,0.224,0.8828,1.1887,0.7048,0.8598,0.4834,0.7827,0.9288,0.7329,0.4913,0.9993,1.0809,0.5098,1.3734,0.8279,0.2004,1.3376,1.2536,1.3426,0.9363,0.4465,0.7229,0.1842,0.3914,0.5087,0.465,-0.0533,-0.6551
-0.025,0.6801,0.1742,0.8423,1.0692,0.6563,0.7945,0.4429,0.6958,0.8721,0.7053,0.4646,0.896,0.9787,0.4644,1.2906,0.7227,0.1393,1.2222,1.1606,1.2408,0.821,0.3618,0.6198,0.1293,0.3223,0.4151,0.4009,-0.0858,-0.6745
-0.0588,0.6035,0.1048,0.747,0.8619,0.5462,0.6597,0.3516,0.548,0.7553,0.6211,0.3892,0.7144,0.8033,0.3961,1.1353,0.5604,0.0644,1.0515,0.9963,1.0598,0.6472,0.2545,0.4739,0.0688,0.2343,0.2932,0.3071,-0.1128,-0.6597
-0.1051,0.4848,0.0205,0.6034,0.5809,0.3798,0.4653,0.2188,0.3514,0.5888,0.4893,0.2732,0.4715,0.5708,0.3132,0.9234,0.3576,-0.0191,0.8393,0.7757,0.8168,0.4283,0.1309,0.2994,0.0092,0.1374,0.1546,0.1952,-0.1276,-0.6089
-0.1555,0.3371,-0.0719,0.4255,0.2524,0.1719,0.2313,0.0608,0.1249,0.3918,0.3263,0.1308,0.1939,0.3067,0.2263,0.6794,0.1368,-0.1057,0.6057,0.523,0.5393,0.1849,-0.0003,0.1152,-0.0434,0.0432,0.0144,0.0796,-0.1263,-0.5265
-0.2015,0.1775,-0.1642,0.2319,-0.0901,-0.0564,-0.0153,-0.1029,-0.1077,0.1883,0.153,-0.0201,-0.0867,0.0417,0.1469,0.4313,-0.0774,-0.1896,0.3736,0.2668,0.2601,-0.0589,-0.129,-0.0582,-0.0849,-0.038,-0.1113,-0.0249,-0.1084,-0.422
-0.2363,0.0239,-0.2484,0.0431,-0.4113,-0.2806,-0.2455,-0.2524,-0.3218,0.0036,-0.0085,-0.1606,-0.339,-0.1937,0.0846,0.2062,-0.2617,-0.2657,0.1653,0.0358,0.0113,-0.2783,-0.2452,-0.2021,-0.1134,-0.0982,-0.209,-0.1057,-0.0775,-0.3091
-0.2554,-0.1073,-0.3177,-0.1216,-0.6782,-0.4771,-0.4326,-0.3703,-0.4955,-0.1405,-0.1391,-0.2739,-0.5363,-0.3736,0.0459,0.0265,-0.3973,-0.3304,-0.0006,-0.1456,-0.1795,-0.4519,-0.3401,-0.3026,-0.1298,-0.1333,-0.2688,-0.1542,-0.04,-0.2036
-0.2571,-0.2031,-0.3664,-0.2454,-0.8646,-0.6255,-0.556,-0.444,-0.6123,-0.2287,-0.2253,-0.3478,-0.6603,-0.48,0.0323,-0.0928,-0.4717,-0.3809,-0.111,-0.2597,-0.2929,-0.5639,-0.407,-0.3522,-0.1373,-0.1435,-0.2869,-0.1667,-0.004,-0.1206
-0.2429,-0.2546,-0.3907,-0.3154,-0.9535,-0.7104,-0.6037,-0.4661,-0.6631,-0.2539,-0.261,-0.3763,-0.7027,-0.5046,0.0403,-0.1453,-0.4802,-0.4162,-0.1592,-0.2971,-0.3193,-0.6065,-0.4421,-0.3509,-0.1407,-0.1327,-0.2655,-0.145,0.0225,-0.0723
-0.2167,-0.2577,-0.3886,-0.3239,-0.9381,-0.7236,-0.5733,-0.4351,-0.648,-0.2178,-0.2479,-0.3602,-0.6654,-0.4485,0.0625,-0.1332,-0.4255,-0.436,-0.1454,-0.257,-0.2592,-0.5801,-0.4454,-0.3054,-0.1451,-0.1075,-0.2123,-0.0956,0.0343,-0.0658
-0.1839,-0.2135,-0.3602,-0.2688,-0.8228,-0.6646,-0.4718,-0.3553,-0.5755,-0.1303,-0.1947,-0.3066,-0.5594,-0.3221,0.0894,-0.0658,-0.3176,-0.4409,-0.0758,-0.147,-0.1225,-0.4935,-0.4194,-0.2278,-0.1542,-0.0756,-0.1392,-0.0284,0.0293,-0.1019
