FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
1.2844,1.3037,0.9911,0.9405,0.9339,0.8263,0.4052,0.3061,0.1901,0.1854,0.0013,-0.1121,0.5609,1.2164,1.3605,1.5534,1.6726,1.1397,1.4203,1.3978,1.2895,1.2554,0.9975,0.5848,0.3565,0.3289,0.3711,0.2976,0.0075,-0.2556
1.2527,1.3619,1.0187,0.98,1.0027,0.8915,0.4904,0.3615,0.2666,0.2741,0.0523,-0.0613,0.6864,1.3475,1.4601,1.6635,1.7984,1.1938,1.5193,1.5276,1.4236,1.341,1.0535,0.6621,0.3537,0.3564,0.4403,0.3557,0.041,-0.3707
1.1937,1.3764,1.0136,0.9949,1.0584,0.9574,0.5879,0.4249,0.3607,0.383,0.134,0.0262,0.8097,1.4539,1.5095,1.7162,1.8558,1.1974,1.5629,1.6107,1.5208,1.3903,1.0774,0.7422,0.3599,0.3999,0.5285,0.4391,0.0731,-0.4729
1.1315,1.3419,0.9817,0.9866,1.1012,1.0245,0.6919,0.4926,0.4671,0.5067,0.2398,0.1443,0.9211,1.5275,1.5038,1.7078,1.8406,1.1514,1.5493,1.6404,1.5738,1.4012,1.0711,0.8196,0.3763,0.4585,0.6293,0.541,0.1021,-0.5468
1.0936,1.2603,0.9353,0.9606,1.134,1.0941,0.7956,0.5615,0.5792,0.6382,0.3603,0.2826,1.0124,1.5644,1.4485,1.6435,1.759,1.066,1.4855,1.6179,1.5821,1.3765,1.04,0.8887,0.4013,0.5278,0.7329,0.6508,0.1268,-0.5822
1.1038,1.1429,0.8917,0.9265,1.162,1.1681,0.8933,0.6298,0.6903,0.769,0.4852,0.4276,1.0784,1.5661,1.3593,1.5375,1.6277,0.96,1.3866,1.5532,1.552,1.325,0.9931,0.9445,0.4309,0.6005,0.8282,0.7569,0.1465,-0.5753
1.1763,1.0097,0.8701,0.8965,1.1925,1.2487,0.9808,0.6972,0.7951,0.8911,0.6048,0.5659,1.1179,1.5388,1.2586,1.4117,1.4721,0.8582,1.2747,1.4638,1.497,1.2603,0.9429,0.9849,0.4604,0.6691,0.9063,0.8485,0.1607,-0.5297
1.3107,0.8875,0.8882,0.8843,1.2336,1.3369,1.0572,0.7648,0.89,0.9982,0.7123,0.6863,1.1343,1.4931,1.1711,1.2924,1.3236,0.7873,1.1752,1.3724,1.4349,1.2001,0.904,1.0117,0.486,0.7275,0.9626,0.9184,0.169,-0.4546
1.491,0.8048,0.9578,0.9022,1.2923,1.4326,1.1238,0.834,0.9735,1.0869,0.8041,0.7818,1.1349,1.4419,1.118,1.2068,1.2146,0.7715,1.1134,1.3025,1.3855,1.1638,0.8921,1.0305,0.5057,0.7729,0.998,0.9642,0.1708,-0.3634
1.6887,0.7866,1.082,0.9587,1.3732,1.5336,1.1839,0.9052,1.0457,1.1568,0.8803,0.8507,1.1298,1.3984,1.1135,1.1774,1.1739,0.828,1.1101,1.2747,1.3665,1.1691,0.9208,1.0498,0.5202,0.8065,1.019,0.9893,0.1657,-0.2713
1.8699,0.8482,1.2529,1.057,1.4767,1.6352,1.2413,0.9763,1.1069,1.2097,0.9439,0.8963,1.1296,1.3749,1.1631,1.2188,1.221,0.9627,1.1778,1.3028,1.3904,1.2295,0.9998,1.0792,0.5327,0.8326,1.0353,1.0009,0.1539,-0.1932
2.0045,0.9912,1.4534,1.1932,1.5985,1.7306,1.2986,1.0428,1.1569,1.2492,0.9986,0.9254,1.1434,1.3806,1.2641,1.3351,1.3631,1.1697,1.3192,1.3915,1.4625,1.3516,1.1324,1.1277,0.548,0.8575,1.0574,1.0086,0.1366,-0.1425
2.0742,1.2028,1.6599,1.357,1.73,1.8115,1.3559,1.0978,1.1937,1.2786,1.0478,0.9458,1.1772,1.4208,1.4082,1.5192,1.5929,1.4315,1.526,1.5358,1.5802,1.5331,1.3144,1.2006,0.5715,0.8872,1.0938,1.0216,0.1159,-0.1285
2.077,1.457,1.8462,1.5319,1.858,1.8677,1.4097,1.1332,1.2132,1.2991,1.0921,0.9642,1.2313,1.4948,1.5831,1.7533,1.8894,1.7218,1.7798,1.7215,1.7331,1.7625,1.5336,1.2985,0.6078,0.9259,1.1481,1.0459,0.0947,-0.1554
2.0258,1.7187,1.9874,1.6968,1.9659,1.8879,1.452,1.1411,1.2093,1.3083,1.1284,0.9836,1.2993,1.5945,1.7743,2.0105,2.2196,2.0092,2.0537,1.9259,1.9031,2.0184,1.7702,1.4154,0.6595,0.9738,1.2179,1.0829,0.0761,-0.2201
1.9427,1.9491,2.0623,1.8273,2.0339,1.8598,1.4705,1.1139,1.1749,1.2995,1.15,1.002,1.3674,1.7032,1.9643,2.2573,2.5424,2.2607,2.3141,2.1195,2.0652,2.2708,1.9983,1.538,0.7257,1.0272,1.2944,1.1284,0.0619,-0.3116
1.8504,2.1114,2.0562,1.8986,2.0407,1.7714,1.4495,1.046,1.1026,1.2617,1.147,1.012,1.4148,1.7962,2.1322,2.4564,2.8134,2.4467,2.5246,2.2687,2.1894,2.4837,2.1877,1.6466,0.8018,1.0782,1.363,1.1732,0.0523,-0.4116
1.7649,2.1761,1.962,1.8886,1.9672,1.6129,1.3729,0.9342,0.9871,1.1821,1.109,1.0028,1.417,1.8437,2.2549,2.572,2.9908,2.5442,2.6501,2.3402,2.2448,2.6194,2.3084,1.7174,0.8791,1.116,1.4059,1.2043,0.0457,-0.4965
1.69,2.1255,1.7825,1.7819,1.7996,1.3796,1.2279,0.7783,0.8264,1.0493,1.027,0.962,1.3502,1.8159,2.3085,2.5751,3.0417,2.5396,2.6625,2.3065,2.2041,2.645,2.3347,1.7269,0.9456,1.1288,1.4054,1.2079,0.0389,-0.5423
1.6162,1.9566,1.5302,1.5737,1.534,1.0744,1.0091,0.5821,0.6239,0.8574,0.8972,0.8795,1.197,1.6898,2.2725,2.4492,2.948,2.4308,2.546,2.1514,2.0498,2.5386,2.2504,1.6561,0.9888,1.106,1.3471,1.1723,0.0283,-0.5292
1.524,1.6821,1.2257,1.2723,1.1794,0.7101,0.7219,0.3539,0.3889,0.6095,0.7226,0.7506,0.9515,1.4555,2.135,2.1946,2.7098,2.227,2.3003,1.8746,1.7792,2.2946,2.0526,1.4959,0.997,1.0406,1.2238,1.0905,0.0112,-0.4469
1.3907,1.3285,0.8951,0.8991,0.7582,0.3086,0.384,0.1066,0.1374,0.3196,0.5143,0.5786,0.623,1.1205,1.8966,1.8292,2.3473,1.9478,1.9424,1.4933,1.4067,1.9267,1.7529,1.2499,0.9628,0.9311,1.0379,0.9623,-0.0132,-0.2977
1.1986,0.9322,0.5648,0.4859,0.3043,-0.1011,0.0239,-0.1428,-0.1099,0.012,0.2907,0.3752,0.2361,0.7098,1.5731,1.3874,1.8982,1.6207,1.5045,1.0404,0.9633,1.4666,1.377,0.9358,0.8843,0.7821,0.8023,0.7955,-0.0433,-0.0973
0.9421,0.5327,0.2574,0.0697,-0.1427,-0.488,-0.3227,-0.3757,-0.33,-0.2816,0.0753,0.1596,-0.1718,0.2632,1.1943,0.9143,1.4126,1.2764,1.0297,0.5595,0.4914,0.9594,0.9604,0.5831,0.766,0.6049,0.5384,0.6044,-0.0752,0.1279
0.6312,0.1667,-0.012,-0.3137,-0.5437,-0.824,-0.6195,-0.5742,-0.5018,-0.5279,-0.108,-0.0448,-0.5564,-0.1721,0.7996,0.4582,0.9443,0.9449,0.5647,0.0975,0.0384,0.4569,0.5432,0.2288,0.6181,0.4152,0.2739,0.4085,-0.1035,0.3455
0.2893,-0.1383,-0.2379,-0.6359,-0.8675,-1.0898,-0.8359,-0.7243,-0.6094,-0.6979,-0.2384,-0.2144,-0.8744,-0.5494,0.4302,0.0629,0.5424,0.6504,0.1526,-0.3035,-0.352,0.0084,0.163,-0.0888,0.4543,0.2309,0.0371,0.2287,-0.1229,0.5232
-0.0522,-0.3676,-0.4237,-0.8803,-1.0952,-1.2778,-0.9526,-0.8181,-0.6458,-0.7724,-0.3033,-0.3304,-1.091,-0.8311,0.1218,-0.2401,0.2423,0.408,-0.1739,-0.6131,-0.6466,-0.3465,-0.1506,-0.3367,0.2897,0.0689,-0.1475,0.0836,-0.1294,0.6351
-0.3618,-0.5204,-0.58,-1.0431,-1.2229,-1.3927,-0.9649,-0.8553,-0.6138,-0.7462,-0.2992,-0.3818,-1.1864,-0.9946,-0.1031,-0.4354,0.0605,0.222,-0.3973,-0.816,-0.8272,-0.5835,-0.3801,-0.4927,0.1379,-0.0577,-0.2632,-0.0136,-0.1212,0.6655
-0.6144,-0.6074,-0.7212,-1.1322,-1.2598,-1.4491,-0.8826,-0.8429,-0.5252,-0.6281,-0.2332,-0.3682,-1.1581,-1.035,-0.2384,-0.5247,-0.0068,0.0863,-0.5155,-0.9128,-0.8918,-0.6958,-0.5213,-0.5478,0.0093,-0.1414,-0.3041,-0.0573,-0.099,0.6111
-0.7951,-0.6466,-0.8604,-1.1626,-1.2245,-1.4668,-0.7273,-0.793,-0.3989,-0.4398,-0.1203,-0.2985,-1.0212,-0.9636,-0.294,-0.5238,0.0193,-0.013,-0.5405,-0.9162,-0.8521,-0.6925,-0.5816,-0.507,-0.0896,-0.1807,-0.2743,-0.0499,-0.0654,0.4805
-0.901,-0.6576,-1.0061,-1.1516,-1.1397,-1.4642,-0.5275,-0.7209,-0.2563,-0.2114,0.0192,-0.1897,-0.8043,-0.8039,-0.2922,-0.4574,0.1066,-0.094,-0.4931,-0.8466,-0.7294,-0.5946,-0.5767,-0.3869,-0.1565,-0.1796,-0.1871,-0.0005,-0.0246,0.292
