FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.2668,-1.0002,-0.1826,-0.2905,-0.073,-0.0811,0.0442,0.0114,0.0294,0.0264,-0.0583,0.3704,-0.1149,-0.2035,-0.0501,-0.5987,-0.6141,-0.2527,-0.3009,-0.5377,-0.4385,-0.33,-0.3415,-0.322,-0.1016,-0.1213,0.178,-0.0119,-0.0259,-0.118
-0.0182,-0.8052,-0.2721,-0.3424,-0.2013,-0.2024,-0.0382,0.01,0.0089,-0.033,-0.1176,0.2974,-0.1885,-0.3038,-0.2376,-0.6112,-0.6377,-0.3476,-0.381,-0.5894,-0.5027,-0.3891,-0.3861,-0.3359,-0.1126,-0.0677,0.121,-0.0264,-0.0361,-0.088
-0.2711,-0.6288,-0.3534,-0.3863,-0.3167,-0.3121,-0.1194,0.004,-0.0136,-0.0882,-0.1688,0.2307,-0.25,-0.3911,-0.4083,-0.6192,-0.6514,-0.4337,-0.4477,-0.6314,-0.5562,-0.4388,-0.4201,-0.3441,-0.1206,-0.0192,0.0676,-0.038,-0.0451,-0.0569
-0.4673,-0.4837,-0.4171,-0.4161,-0.4073,-0.3983,-0.1948,-0.0095,-0.0389,-0.1345,-0.2055,0.1755,-0.2897,-0.4547,-0.5495,-0.6185,-0.6487,-0.5025,-0.4908,-0.6557,-0.5902,-0.4712,-0.4357,-0.3424,-0.1213,0.0208,0.0221,-0.0446,-0.0522,-0.0234
-0.5933,-0.3775,-0.4567,-0.4288,-0.4665,-0.4528,-0.2601,-0.0313,-0.0666,-0.1685,-0.2234,0.135,-0.3017,-0.4887,-0.6538,-0.6064,-0.627,-0.5488,-0.5055,-0.6581,-0.5997,-0.4823,-0.4297,-0.3291,-0.1114,0.0502,-0.0134,-0.0452,-0.057,0.0124
-0.6489,-0.3121,-0.4689,-0.4253,-0.4939,-0.473,-0.3123,-0.0597,-0.0949,-0.1887,-0.2216,0.1098,-0.2856,-0.4927,-0.7201,-0.5829,-0.5889,-0.5714,-0.493,-0.6391,-0.5845,-0.473,-0.4031,-0.3057,-0.0894,0.0677,-0.0388,-0.0402,-0.0595,0.0489
-0.6457,-0.284,-0.4542,-0.4101,-0.4948,-0.4616,-0.3495,-0.0907,-0.1208,-0.1956,-0.2022,0.0982,-0.2466,-0.472,-0.7527,-0.5503,-0.5409,-0.5727,-0.4607,-0.6041,-0.5493,-0.4493,-0.3621,-0.2768,-0.056,0.0736,-0.0567,-0.0314,-0.0605,0.0835
-0.6033,-0.286,-0.4166,-0.3898,-0.4779,-0.4259,-0.3711,-0.1191,-0.1411,-0.1917,-0.1704,0.0963,-0.1946,-0.4363,-0.7596,-0.5137,-0.4922,-0.5578,-0.4197,-0.5619,-0.5028,-0.4203,-0.3166,-0.2494,-0.0149,0.0686,-0.0704,-0.0212,-0.061,0.1134
-0.5443,-0.3089,-0.3627,-0.3715,-0.453,-0.3761,-0.3782,-0.1397,-0.1534,-0.1809,-0.133,0.0992,-0.1427,-0.3977,-0.7509,-0.4795,-0.4518,-0.5333,-0.3831,-0.523,-0.4557,-0.3963,-0.2782,-0.2317,0.0278,0.0544,-0.0839,-0.0124,-0.062,0.1365
-0.4892,-0.343,-0.301,-0.3609,-0.4283,-0.3233,-0.3732,-0.1483,-0.1564,-0.1679,-0.097,0.1015,-0.1041,-0.3682,-0.7355,-0.4544,-0.4266,-0.5053,-0.362,-0.4971,-0.4189,-0.3866,-0.2574,-0.2307,0.0646,0.0326,-0.1006,-0.0074,-0.0641,0.1522
-0.4518,-0.3797,-0.24,-0.3606,-0.4089,-0.2769,-0.3591,-0.1436,-0.1505,-0.157,-0.0685,0.0987,-0.0892,-0.3569,-0.7194,-0.4437,-0.4197,-0.4786,-0.3637,-0.491,-0.4005,-0.3964,-0.2612,-0.2507,0.0883,0.0054,-0.1223,-0.0079,-0.0673,0.1608
-0.4367,-0.412,-0.1869,-0.3708,-0.3961,-0.2435,-0.339,-0.1268,-0.1373,-0.1513,-0.0513,0.0879,-0.1034,-0.3685,-0.7043,-0.4501,-0.43,-0.4561,-0.3895,-0.5069,-0.4047,-0.4266,-0.291,-0.2917,0.0933,-0.0254,-0.1495,-0.0144,-0.0708,0.1635
-0.4396,-0.4353,-0.1468,-0.3892,-0.3884,-0.2255,-0.3162,-0.1013,-0.1194,-0.1521,-0.0464,0.068,-0.1461,-0.4019,-0.6872,-0.4723,-0.4527,-0.4383,-0.4346,-0.5416,-0.4309,-0.4729,-0.3421,-0.3491,0.0773,-0.0576,-0.1812,-0.0264,-0.0731,0.1612
-0.4497,-0.4477,-0.1218,-0.412,-0.3826,-0.2221,-0.2935,-0.072,-0.0997,-0.159,-0.0521,0.0401,-0.2105,-0.4515,-0.6624,-0.5059,-0.4805,-0.4245,-0.4895,-0.5882,-0.4739,-0.5275,-0.4049,-0.4145,0.0413,-0.089,-0.2152,-0.0421,-0.0727,0.155
-0.4538,-0.4498,-0.1118,-0.435,-0.376,-0.2296,-0.2733,-0.0441,-0.0807,-0.1704,-0.0646,0.0068,-0.2862,-0.5082,-0.6239,-0.5435,-0.5048,-0.4125,-0.5421,-0.6367,-0.5254,-0.5809,-0.4668,-0.4769,-0.0098,-0.1172,-0.2489,-0.059,-0.0678,0.1453
-0.4415,-0.4442,-0.1144,-0.4539,-0.3669,-0.243,-0.2579,-0.0218,-0.0641,-0.1838,-0.0792,-0.0282,-0.361,-0.5615,-0.5673,-0.5767,-0.5176,-0.3998,-0.5804,-0.6771,-0.5759,-0.6241,-0.5151,-0.5253,-0.0686,-0.1396,-0.2797,-0.074,-0.0576,0.1327
-0.4081,-0.4342,-0.1259,-0.4648,-0.3559,-0.2572,-0.2484,-0.0078,-0.0515,-0.1967,-0.0914,-0.0611,-0.4239,-0.602,-0.4909,-0.5971,-0.5127,-0.3835,-0.5951,-0.7004,-0.6166,-0.6496,-0.5397,-0.5505,-0.1261,-0.1539,-0.3046,-0.0842,-0.0417,0.1171
-0.3563,-0.4224,-0.1417,-0.4646,-0.3449,-0.2674,-0.2448,-0.0034,-0.0435,-0.2069,-0.098,-0.0893,-0.4671,-0.623,-0.3969,-0.5983,-0.4868,-0.3607,-0.5804,-0.7008,-0.6407,-0.6529,-0.5347,-0.5471,-0.1735,-0.1581,-0.3208,-0.0877,-0.0211,0.0982
-0.2946,-0.4097,-0.1572,-0.451,-0.3364,-0.2701,-0.2461,-0.008,-0.0406,-0.213,-0.0978,-0.1116,-0.4865,-0.6211,-0.2903,-0.5768,-0.4398,-0.3294,-0.5349,-0.6764,-0.6446,-0.6321,-0.499,-0.5142,-0.2033,-0.1514,-0.3258,-0.0834,0.0024,0.0757
-0.2344,-0.3959,-0.1684,-0.4236,-0.3321,-0.2636,-0.25,-0.0201,-0.0429,-0.2146,-0.0914,-0.1287,-0.4824,-0.5969,-0.1785,-0.5326,-0.375,-0.2887,-0.4613,-0.6288,-0.6277,-0.5882,-0.4366,-0.4558,-0.2111,-0.1341,-0.3178,-0.0718,0.0259,0.0496
-0.1855,-0.379,-0.1726,-0.3843,-0.3324,-0.2479,-0.2539,-0.0377,-0.0504,-0.2121,-0.081,-0.1426,-0.4579,-0.554,-0.0696,-0.4688,-0.298,-0.2393,-0.3656,-0.563,-0.5928,-0.5243,-0.355,-0.3791,-0.1963,-0.108,-0.2966,-0.0545,0.0461,0.0208
-0.1525,-0.3564,-0.1686,-0.337,-0.3356,-0.2249,-0.2557,-0.0587,-0.0626,-0.2065,-0.0693,-0.1558,-0.4184,-0.4982,0.0292,-0.3916,-0.2161,-0.1835,-0.2564,-0.4865,-0.5446,-0.4455,-0.2636,-0.2937,-0.1619,-0.0759,-0.2637,-0.0344,0.0598,-0.0087
-0.1331,-0.3255,-0.1561,-0.2881,-0.3393,-0.1975,-0.2538,-0.0808,-0.0788,-0.1993,-0.0591,-0.1706,-0.3702,-0.436,0.1127,-0.3088,-0.1371,-0.1244,-0.1438,-0.4076,-0.4888,-0.358,-0.1725,-0.2094,-0.1144,-0.0414,-0.2233,-0.0146,0.0649,-0.0357
-0.1192,-0.2847,-0.1361,-0.2449,-0.3408,-0.1696,-0.2483,-0.1013,-0.0974,-0.192,-0.0517,-0.188,-0.3192,-0.3736,0.1787,-0.2281,-0.0677,-0.0657,-0.0386,-0.3342,-0.4311,-0.2688,-0.0901,-0.1344,-0.062,-0.008,-0.1813,0.0017,0.0606,-0.0569
-0.0999,-0.2342,-0.1099,-0.2138,-0.3386,-0.145,-0.2406,-0.1177,-0.1162,-0.1859,-0.0469,-0.2075,-0.2709,-0.316,0.2285,-0.156,-0.0128,-0.0105,0.0492,-0.2726,-0.3758,-0.1846,-0.0229,-0.0751,-0.0135,0.0211,-0.1446,0.0116,0.0484,-0.0695
