FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-0.8237,-0.4794,-0.1901,-0.4395,-0.2071,-0.1854,0.4416,0.3664,0.3376,0.573,0.364,0.21,0.3376,0.1622,-0.8396,-0.6348,-0.768,-0.5508,-0.5541,-0.4348,-0.0993,-0.2221,-0.4678,0.2992,0.0112,0.021,0.3099,0.1214,0.3095,0.2044
-0.7535,-0.5364,-0.3535,-0.4555,-0.1528,-0.1222,0.4491,0.4023,0.3843,0.5754,0.4219,0.2987,0.319,0.1399,-0.7328,-0.6309,-0.6869,-0.4847,-0.529,-0.4533,-0.1157,-0.2458,-0.4696,0.2762,0.0261,0.0919,0.3412,0.2186,0.2853,0.1515
-0.6776,-0.5802,-0.4903,-0.463,-0.0998,-0.0586,0.4527,0.43,0.423,0.572,0.4717,0.3773,0.2971,0.1158,-0.6379,-0.6213,-0.6104,-0.4276,-0.5065,-0.4671,-0.1325,-0.2718,-0.4746,0.2456,0.0335,0.1494,0.3619,0.3022,0.2647,0.113
-0.5915,-0.6007,-0.5763,-0.4564,-0.0512,0.0037,0.4483,0.4431,0.4469,0.558,0.5057,0.436,0.2689,0.0882,-0.5631,-0.6012,-0.541,-0.3861,-0.4876,-0.4726,-0.1502,-0.3018,-0.4852,0.2007,0.0267,0.1822,0.3628,0.3601,0.2522,0.0996
-0.4943,-0.5921,-0.5977,-0.4332,-0.0099,0.0625,0.4331,0.4378,0.4518,0.5313,0.5186,0.4678,0.2328,0.0568,-0.5088,-0.5677,-0.4799,-0.362,-0.4718,-0.4672,-0.1685,-0.3347,-0.5012,0.1397,0.0041,0.1858,0.3394,0.3853,0.2501,0.1122
-0.3891,-0.5544,-0.5529,-0.3937,0.0207,0.1145,0.4057,0.4133,0.437,0.4924,0.5081,0.47,0.1894,0.0223,-0.4681,-0.5201,-0.4275,-0.3522,-0.457,-0.4495,-0.1864,-0.3667,-0.5193,0.0658,-0.031,0.1625,0.2928,0.3763,0.2581,0.1422
-0.2833,-0.4925,-0.4533,-0.3421,0.0372,0.1557,0.3661,0.372,0.4049,0.4441,0.4754,0.4434,0.1404,-0.0134,-0.4294,-0.4604,-0.3831,-0.3496,-0.4407,-0.42,-0.2027,-0.3924,-0.5345,-0.014,-0.0717,0.1205,0.2284,0.3367,0.2736,0.1738
-0.1866,-0.4154,-0.3196,-0.285,0.0363,0.1815,0.3157,0.3184,0.3605,0.3908,0.4243,0.3921,0.0888,-0.0487,-0.381,-0.3929,-0.3455,-0.3463,-0.4205,-0.3812,-0.2169,-0.4067,-0.5416,-0.091,-0.1098,0.0701,0.1544,0.274,0.2923,0.1902
-0.1093,-0.334,-0.1766,-0.2307,0.0157,0.1879,0.2566,0.2584,0.3105,0.3367,0.3604,0.3222,0.0374,-0.0828,-0.3156,-0.3238,-0.3135,-0.3356,-0.3956,-0.3379,-0.2295,-0.4064,-0.5368,-0.1572,-0.1385,0.0214,0.0791,0.1967,0.3096,0.1782
-0.0591,-0.2586,-0.0477,-0.187,-0.0254,0.1729,0.1917,0.1984,0.2619,0.2855,0.2902,0.2412,-0.012,-0.1158,-0.2331,-0.2602,-0.2862,-0.3148,-0.3666,-0.2963,-0.2421,-0.3917,-0.5188,-0.2076,-0.1547,-0.0189,0.009,0.1134,0.3217,0.1333
