FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.817,0.9551,0.4661,0.8263,0.6157,0.329,0.0879,0.2017,0.1252,0.0772,0.2869,0.1357,0.3225,0.5439,0.6984,0.9188,0.7109,0.4649,0.722,0.9651,0.7955,0.6871,0.5288,0.1618,-0.129,-0.1384,-0.0274,-0.0125,0.1971,-0.4881
0.7887,0.9209,0.4489,0.7856,0.5794,0.2994,0.0624,0.1847,0.1154,0.0539,0.2508,0.1193,0.3259,0.5284,0.6596,0.8709,0.668,0.4422,0.6811,0.9205,0.7625,0.6431,0.4823,0.1808,-0.1299,-0.1371,-0.0062,0.0045,0.1662,-0.4703
0.7576,0.89,0.4265,0.7589,0.5559,0.285,0.059,0.187,0.1225,0.0581,0.2371,0.1247,0.3398,0.523,0.6316,0.8351,0.6247,0.4184,0.6497,0.8846,0.7391,0.6088,0.4409,0.2078,-0.1265,-0.1256,0.0254,0.0319,0.1349,-0.4671
0.7266,0.8707,0.4034,0.7567,0.5543,0.2946,0.0842,0.2139,0.1486,0.0922,0.2472,0.1505,0.3682,0.5348,0.6223,0.8201,0.5872,0.3943,0.6371,0.8676,0.7347,0.5944,0.4151,0.2455,-0.1162,-0.1029,0.0674,0.068,0.1043,-0.489
0.6998,0.8713,0.3857,0.7868,0.5817,0.3345,0.1412,0.2673,0.193,0.1551,0.2783,0.1928,0.4144,0.5697,0.6367,0.832,0.5622,0.372,0.651,0.8774,0.757,0.6093,0.4162,0.2974,-0.0957,-0.067,0.1206,0.1112,0.075,-0.5442
0.6834,0.8994,0.3804,0.8543,0.6424,0.4074,0.2283,0.345,0.2511,0.2426,0.3251,0.2465,0.4809,0.6316,0.6766,0.8747,0.5562,0.3557,0.6972,0.9194,0.8105,0.6605,0.4541,0.3676,-0.0607,-0.0157,0.1861,0.1609,0.0467,-0.6362
0.6858,0.9613,0.3946,0.9602,0.7363,0.5108,0.3392,0.4401,0.3148,0.3478,0.3801,0.3062,0.5684,0.7217,0.7402,0.9498,0.5758,0.3525,0.7791,0.9955,0.8964,0.7521,0.5368,0.4598,-0.0067,0.0535,0.2659,0.2179,0.0193,-0.7635
0.7164,1.0615,0.4343,1.1018,0.8592,0.6373,0.4637,0.5417,0.3737,0.4616,0.435,0.3665,0.6761,0.8383,0.8235,1.0569,0.6277,0.3727,0.8972,1.1044,1.0118,0.8846,0.6682,0.5758,0.0695,0.1422,0.3613,0.2827,-0.0069,-0.9192
0.7844,1.2022,0.5037,1.2737,1.0035,0.7759,0.5887,0.6366,0.4161,0.5732,0.4816,0.4226,0.8003,0.9762,0.9217,1.1942,0.7181,0.4292,1.0503,1.2422,1.1508,1.0544,0.8474,0.7142,0.1687,0.2495,0.4715,0.3553,-0.0307,-1.0927
0.8961,1.3834,0.6042,1.4688,1.1603,0.9145,0.7007,0.7113,0.4313,0.6719,0.5134,0.4701,0.9348,1.1279,1.0312,1.3595,0.8529,0.5353,1.2354,1.4032,1.3057,1.2553,1.0688,0.8697,0.2875,0.371,0.5927,0.4335,-0.05,-1.2722
