FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,HEOG_left,HEOG_right
-0.5693,-1.0038,-0.493,-0.7519,-0.7366,-0.5922,-0.2155,0.1139,0.1143,-0.3371,-0.1508,-0.1852,-0.5761,-0.6746,-1.312,-1.4162,-1.9347,-1.6603,-1.6162,-1.1769,-0.9193,-1.509,-1.7733,-0.6559,-0.4331,-0.3554,-0.4562,-0.2374,-0.4939,-1.0364
-0.4625,-1.034,-0.4628,-0.8113,-0.7854,-0.649,-0.2561,0.1221,0.1479,-0.3386,-0.0974,-0.1867,-0.5597,-0.6752,-1.1384,-1.3291,-1.7646,-1.5063,-1.4012,-1.0932,-0.8918,-1.2762,-1.4723,-0.5626,-0.3782,-0.3324,-0.4267,-0.2362,-0.3963,-0.9055
-0.3683,-1.0534,-0.4303,-0.8599,-0.8236,-0.6978,-0.2897,0.1295,0.1805,-0.3345,-0.0406,-0.18,-0.5375,-0.6661,-0.9751,-1.2395,-1.5966,-1.3524,-1.1959,-1.0055,-0.855,-1.0537,-1.1888,-0.4726,-0.3221,-0.3027,-0.3915,-0.2275,-0.307,-0.775
-0.2958,-1.053,-0.3936,-0.8888,-0.8424,-0.7314,-0.3109,0.1344,0.2102,-0.3206,0.0206,-0.1593,-0.5051,-0.6397,-0.8301,-1.1451,-1.4326,-1.1979,-1.008,-0.9114,-0.802,-0.8494,-0.936,-0.387,-0.263,-0.2608,-0.3461,-0.2052,-0.2348,-0.6465
-0.2488,-1.0273,-0.3507,-0.8922,-0.8357,-0.7436,-0.3157,0.1365,0.2362,-0.2938,0.0865,-0.1208,-0.4594,-0.5912,-0.7094,-1.0453,-1.2751,-1.0436,-0.8431,-0.8101,-0.7285,-0.6689,-0.7224,-0.306,-0.1999,-0.203,-0.2871,-0.1655,-0.1838,-0.5222
-0.2254,-0.9759,-0.3008,-0.8681,-0.8005,-0.7302,-0.3021,0.1366,0.2589,-0.2523,0.1562,-0.0636,-0.3997,-0.5207,-0.6166,-0.9415,-1.1271,-0.8926,-0.7039,-0.7033,-0.6345,-0.5145,-0.5514,-0.2289,-0.133,-0.1286,-0.2132,-0.107,-0.1535,-0.4049
-0.2202,-0.9027,-0.2455,-0.8192,-0.7391,-0.6902,-0.2715,0.1359,0.278,-0.1976,0.2265,0.0094,-0.3282,-0.4331,-0.5522,-0.8378,-0.9926,-0.7492,-0.5911,-0.5958,-0.5251,-0.3864,-0.4211,-0.1549,-0.0636,-0.0401,-0.1257,-0.032,-0.1397,-0.2984
-0.2274,-0.8158,-0.1901,-0.753,-0.6587,-0.6272,-0.2292,0.1345,0.2923,-0.1344,0.2912,0.0909,-0.2505,-0.3384,-0.5145,-0.7401,-0.8757,-0.618,-0.5038,-0.4949,-0.4103,-0.2831,-0.3262,-0.0843,0.0058,0.0566,-0.0297,0.0533,-0.1369,-0.2073
-0.2429,-0.7258,-0.1429,-0.6809,-0.5711,-0.549,-0.1839,0.1314,0.2982,-0.0711,0.341,0.1703,-0.1749,-0.2503,-0.4994,-0.6559,-0.7805,-0.503,-0.4403,-0.4101,-0.3043,-0.2031,-0.2593,-0.019,0.0716,0.1529,0.0667,0.139,-0.1405,-0.1368
-0.2658,-0.6439,-0.1134,-0.6165,-0.4906,-0.4667,-0.1465,0.1236,0.2911,-0.0186,0.3651,0.2342,-0.1119,-0.1834,-0.5017,-0.5929,-0.7103,-0.4063,-0.3996,-0.3515,-0.2226,-0.1457,-0.2133,0.0366,0.1294,0.2383,0.1524,0.2131,-0.1482,-0.0925
