FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
1.2814,1.7418,0.9177,1.5756,1.0206,0.7501,0.3307,0.0814,0.0296,0.2432,0.0328,0.0697,0.4481,0.918,1.3113,2.0174,1.5667,0.8985,1.4181,1.8051,1.3539,0.9135,0.6818,0.4004,0.1256,0.1705,0.2208,0.2235,0.1538,-0.4395
1.2842,1.8693,0.913,1.6775,1.1013,0.7821,0.3768,0.0724,0.0536,0.2917,0.0838,0.1157,0.5261,1.033,1.3774,2.187,1.7219,0.9472,1.5658,1.9682,1.4959,1.0419,0.7901,0.5105,0.2179,0.28,0.3077,0.3151,0.1033,-0.548
1.2983,1.9661,0.9244,1.763,1.1803,0.8135,0.4265,0.062,0.0856,0.3407,0.1423,0.1662,0.6044,1.1462,1.4387,2.3433,1.8531,0.9838,1.6968,2.1185,1.6363,1.1602,0.8831,0.6162,0.3049,0.3906,0.3935,0.41,0.0586,-0.6418
1.3275,2.0199,0.9556,1.825,1.253,0.8433,0.4757,0.0509,0.122,0.3852,0.1988,0.2137,0.6754,1.249,1.4919,2.4741,1.9457,1.0082,1.7996,2.2469,1.7667,1.2577,0.9502,0.706,0.3764,0.4892,0.4676,0.496,0.0239,-0.7128
1.3738,2.0266,1.0091,1.8619,1.3178,0.8726,0.5224,0.0422,0.1602,0.4228,0.2458,0.2522,0.7341,1.3367,1.5373,2.5733,1.9938,1.0258,1.8701,2.3503,1.8823,1.3293,0.9869,0.7723,0.4245,0.5651,0.5226,0.5623,0.0004,-0.7574
1.4371,1.9927,1.0866,1.8786,1.3767,0.9047,0.5675,0.0407,0.1999,0.4544,0.2802,0.2794,0.7802,1.4091,1.5779,2.6418,2.0019,1.0457,1.9123,2.4314,1.9826,1.3773,0.9955,0.8135,0.4458,0.6121,0.5559,0.6028,-0.0142,-0.7771
1.5139,1.9335,1.1872,1.8845,1.4336,0.944,0.6148,0.0527,0.2434,0.4847,0.3036,0.2971,0.8181,1.4707,1.618,2.6868,1.9842,1.078,1.9369,2.4974,2.0708,1.4108,0.9851,0.835,0.4425,0.6305,0.5711,0.6173,-0.024,-0.7778
1.5965,1.8691,1.3053,1.8909,1.4932,0.994,0.6699,0.0842,0.2948,0.5213,0.322,0.3113,0.8559,1.5282,1.6597,2.7187,1.9607,1.1293,1.9579,2.5561,2.1509,1.4419,0.9691,0.8477,0.4214,0.627,0.5771,0.6118,-0.0324,-0.7694
1.6725,1.8193,1.429,1.906,1.5576,1.0553,0.7381,0.1391,0.358,0.572,0.3437,0.3303,0.9026,1.5877,1.7005,2.7458,1.9511,1.199,1.9871,2.6121,2.2247,1.4821,0.9611,0.8652,0.3921,0.6124,0.5864,0.597,-0.0403,-0.7637
1.7261,1.7971,1.5405,1.9322,1.6244,1.1242,0.8219,0.2175,0.4355,0.6426,0.3762,0.3621,0.9654,1.6521,1.7319,2.7715,1.9694,1.2779,2.0307,2.664,2.2896,1.5377,0.9709,0.8998,0.3649,0.5994,0.6108,0.5853,-0.0453,-0.772
