FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.3412,0.3615,0.2622,0.4547,0.2667,0.201,0.0665,0.0769,0.0528,0.1182,0.0422,0.0095,0.1215,0.265,0.2716,0.3655,0.4041,0.2867,0.4022,0.3569,0.2879,0.3998,0.3546,0.2638,0.1912,0.0781,0.2028,0.0154,0.0858,0.0904
0.304,0.2923,0.2158,0.4045,0.2214,0.1393,0.082,0.0894,0.089,0.1769,0.0963,0.0515,0.1563,0.2667,0.2362,0.3303,0.3563,0.2179,0.3729,0.3207,0.2718,0.3954,0.3333,0.2977,0.2306,0.1327,0.2876,0.0738,0.0898,0.0679
0.2697,0.2285,0.1736,0.3578,0.181,0.0803,0.102,0.1026,0.1253,0.2326,0.146,0.0926,0.1969,0.2759,0.2082,0.3004,0.3071,0.1686,0.3416,0.2897,0.2613,0.3819,0.3053,0.3213,0.2652,0.1854,0.3712,0.1302,0.1022,0.0422
0.2449,0.1817,0.1437,0.3248,0.1538,0.033,0.1292,0.1173,0.1617,0.2835,0.1898,0.1309,0.2414,0.2947,0.196,0.2839,0.2657,0.1512,0.3152,0.2718,0.2613,0.3633,0.2763,0.3338,0.2928,0.2316,0.4466,0.1811,0.1241,0.0143
0.2393,0.1658,0.138,0.3184,0.1496,0.0079,0.1662,0.1338,0.1974,0.329,0.2257,0.1648,0.2885,0.3263,0.2104,0.2919,0.2451,0.1761,0.3041,0.2777,0.279,0.3476,0.2549,0.3373,0.3136,0.2681,0.508,0.2235,0.1541,-0.0132
0.2657,0.1955,0.1702,0.353,0.1788,0.0152,0.2155,0.1518,0.2303,0.3692,0.2524,0.1924,0.3381,0.3752,0.2625,0.3376,0.2605,0.2506,0.3217,0.3199,0.3232,0.3464,0.2523,0.337,0.3297,0.2933,0.552,0.2554,0.1884,-0.0368
0.3371,0.2843,0.2526,0.442,0.2512,0.0638,0.279,0.1708,0.2583,0.4056,0.2689,0.2131,0.3925,0.4472,0.362,0.4345,0.3269,0.3781,0.3822,0.4114,0.4043,0.3734,0.2807,0.3406,0.346,0.3079,0.5787,0.2766,0.2221,-0.0527
0.4631,0.4415,0.3928,0.595,0.3743,0.1594,0.3586,0.1908,0.2796,0.4415,0.2757,0.2277,0.4562,0.5487,0.5142,0.5936,0.4565,0.5569,0.4979,0.5629,0.5317,0.442,0.3512,0.3575,0.3692,0.315,0.5925,0.2885,0.2514,-0.0579
0.6467,0.6693,0.5897,0.8144,0.5506,0.3029,0.4555,0.213,0.294,0.481,0.2754,0.2392,0.5348,0.6849,0.7176,0.8207,0.6557,0.7799,0.6765,0.7797,0.7115,0.5629,0.4715,0.3972,0.4069,0.3195,0.6012,0.295,0.2748,-0.0508
0.8817,0.9616,0.8325,1.0939,0.7765,0.4886,0.5695,0.2394,0.3033,0.5285,0.272,0.2517,0.6335,0.8577,0.9638,1.1131,0.9226,1.034,0.918,1.0594,0.9444,0.7404,0.6431,0.4669,0.466,0.3273,0.6146,0.3011,0.2941,-0.0327
