FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
0.7001,0.4751,0.6535,0.6149,0.2669,0.1777,-0.2215,-0.1618,-0.0721,-0.1523,-0.3171,-0.1664,-0.0064,0.2065,0.7624,0.7302,0.7124,0.4924,0.7476,0.738,0.4125,0.6415,0.5919,0.1211,0.1481,0.1407,0.0111,-0.0175,0.077,0.2957
0.7314,0.5263,0.6984,0.6481,0.3209,0.2174,-0.1614,-0.1427,-0.0513,-0.0965,-0.3159,-0.1473,0.0522,0.27,0.7933,0.7747,0.7665,0.554,0.7745,0.7892,0.482,0.6926,0.6247,0.161,0.1584,0.149,0.0427,0.0013,0.0605,0.2738
0.7474,0.5679,0.7318,0.6727,0.3747,0.2584,-0.0937,-0.1149,-0.0159,-0.0327,-0.2913,-0.1151,0.109,0.3264,0.8059,0.8063,0.8023,0.6053,0.7808,0.8286,0.5414,0.7249,0.6431,0.198,0.1663,0.1572,0.0764,0.0259,0.0506,0.2414
0.7555,0.607,0.7557,0.7018,0.4397,0.309,-0.0163,-0.0786,0.0331,0.0379,-0.2436,-0.0668,0.172,0.3864,0.808,0.8358,0.8285,0.6466,0.7809,0.8692,0.6021,0.7524,0.6601,0.2411,0.1765,0.169,0.1187,0.0612,0.0452,0.1922
0.7667,0.6558,0.7757,0.7524,0.53,0.3797,0.0735,-0.0341,0.0921,0.1133,-0.176,-0.001,0.2501,0.4634,0.811,0.8778,0.8578,0.6815,0.7928,0.927,0.6788,0.7921,0.6914,0.2997,0.1935,0.1874,0.1753,0.1106,0.0418,0.1206
0.7942,0.7293,0.8005,0.842,0.6588,0.4816,0.1788,0.0173,0.1558,0.1912,-0.094,0.0813,0.3514,0.5699,0.8276,0.9481,0.9049,0.717,0.8357,1.0187,0.7861,0.8615,0.7526,0.3818,0.2214,0.2141,0.2504,0.1758,0.0384,0.023
0.8505,0.8416,0.84,0.9843,0.8355,0.6228,0.3014,0.0739,0.2186,0.2693,-0.0046,0.1773,0.4813,0.7148,0.8694,1.0608,0.9838,0.7622,0.9259,1.1574,0.9355,0.9745,0.8564,0.4915,0.2631,0.249,0.3454,0.256,0.0342,-0.1014
0.9434,1.0016,0.9026,1.1852,1.0614,0.8054,0.441,0.1335,0.2753,0.3461,0.0854,0.2826,0.6408,0.9001,0.9438,1.2234,1.1042,0.8261,1.0731,1.3492,1.1313,1.138,1.0087,0.6284,0.3193,0.2903,0.4583,0.3483,0.0295,-0.2492
1.0742,1.2089,0.9929,1.4395,1.3278,1.0233,0.5936,0.1934,0.3225,0.4202,0.1708,0.3915,0.8245,1.119,1.0522,1.4347,1.2685,0.9139,1.2765,1.5902,1.3681,1.3487,1.2065,0.7857,0.3884,0.3348,0.5832,0.4472,0.026,-0.4123
1.2355,1.4527,1.1092,1.7301,1.6147,1.2606,0.7509,0.25,0.358,0.49,0.2477,0.4977,1.0206,1.3551,1.1888,1.6823,1.4697,1.0244,1.5232,1.8653,1.6297,1.5924,1.4362,0.9511,0.4658,0.3786,0.7111,0.5457,0.0259,-0.5775
1.4126,1.712,1.2435,2.0296,1.8925,1.4929,0.9,0.2992,0.3801,0.5521,0.3136,0.5939,1.2117,1.584,1.3415,1.9447,1.6917,1.1492,1.7894,2.1499,1.8904,1.8445,1.6751,1.1075,0.5445,0.4173,0.8301,0.6358,0.0313,-0.7275
1.5852,1.9592,1.3815,2.3045,2.1267,1.6903,1.0254,0.3353,0.3874,0.6016,0.3668,0.6729,1.377,1.7775,1.4937,2.1942,1.9113,1.273,2.0437,2.4133,2.1194,2.0747,1.894,1.2361,0.6161,0.4471,0.9278,0.7091,0.0436,-0.8421
1.7322,2.1653,1.5052,2.5211,2.2836,1.823,1.1106,0.3525,0.3783,0.6315,0.4061,0.7283,1.4959,1.9086,1.627,2.4022,2.1027,1.3772,2.2528,2.6246,2.2862,2.2513,2.0623,1.3195,0.6716,0.4652,0.9927,0.7586,0.0632,-0.9024
1.8343,2.3049,1.5957,2.6508,2.3372,1.8664,1.1421,0.345,0.3508,0.635,0.4304,0.7552,1.5515,1.9566,1.724,2.5445,2.2412,1.443,2.3869,2.7575,2.3666,2.3479,2.153,1.3448,0.7036,0.4704,1.0165,0.7795,0.0889,-0.8942
1.8772,2.3601,1.636,2.6748,2.2735,1.8065,1.1116,0.309,0.3041,0.6064,0.4391,0.7513,1.5337,1.911,1.771,2.6036,2.3069,1.4551,2.4244,2.7942,2.3468,2.3465,2.1472,1.3059,0.707,0.4629,0.9955,0.77,0.1185,-0.8114
1.8525,2.3214,1.6134,2.5856,2.0926,1.642,1.0177,0.2433,0.2389,0.5429,0.4323,0.717,1.4403,1.7723,1.7581,2.571,2.2866,1.4038,2.354,2.7268,2.2244,2.2405,2.0366,1.2039,0.6799,0.4444,0.9309,0.7314,0.1488,-0.6587
1.7572,2.1878,1.5209,2.3864,1.8072,1.3841,0.8654,0.1501,0.158,0.4452,0.4111,0.6552,1.2761,1.5497,1.6803,2.4458,2.1748,1.2861,2.1747,2.5564,2.0071,2.033,1.824,1.0461,0.6241,0.4172,0.8276,0.6676,0.1763,-0.4503
