FP1,F3,F7,FC3,C3,C5,P3,P7,PO7,PO3,O1,Oz,Pz,CPz,FP2,Fz,F4,F8,FC4,FCz,Cz,C4,C6,P4,P8,PO8,PO4,O2,(corr) HEOG,(corr) VEOG
-0.332,-0.5938,-0.2356,-0.6313,-0.1155,-0.4407,0.9626,0.6585,0.7869,0.9925,0.8816,0.4605,0.7888,0.6647,-0.7643,-0.4383,-0.3513,-0.6401,-0.3513,-0.3449,0.2147,-0.0472,-0.5329,0.5101,0.1226,0.1306,0.3645,0.379,0.5731,0.4073
-0.4006,-0.6649,-0.3344,-0.6109,-0.0584,-0.4223,0.862,0.5416,0.6975,0.9182,0.8365,0.4477,0.7862,0.6644,-0.6007,-0.4787,-0.4074,-0.6934,-0.3557,-0.3418,0.2137,-0.0057,-0.4917,0.4947,0.1084,0.0931,0.3245,0.3611,0.4572,0.1953
-0.4495,-0.7118,-0.41,-0.5721,0.0018,-0.3881,0.758,0.4238,0.6014,0.8327,0.7797,0.4286,0.7725,0.6542,-0.447,-0.5072,-0.4535,-0.7306,-0.3563,-0.3363,0.2095,0.0304,-0.4457,0.4751,0.0957,0.0604,0.2834,0.3403,0.3524,0.0051
-0.4633,-0.7151,-0.4422,-0.5007,0.0664,-0.3265,0.6475,0.3054,0.4939,0.7272,0.7016,0.3972,0.738,0.6251,-0.313,-0.5149,-0.4817,-0.738,-0.3516,-0.3267,0.1981,0.055,-0.3927,0.4466,0.0841,0.0349,0.2395,0.3131,0.2687,-0.1431
-0.4352,-0.6638,-0.4183,-0.3894,0.1353,-0.2316,0.5304,0.189,0.3736,0.5986,0.5977,0.3502,0.677,0.5722,-0.2037,-0.4968,-0.4886,-0.7086,-0.3415,-0.3107,0.178,0.0646,-0.3321,0.4067,0.0729,0.0178,0.1917,0.2774,0.2127,-0.2382
-0.3683,-0.5573,-0.3351,-0.2395,0.2067,-0.1054,0.4094,0.0787,0.2433,0.4494,0.4699,0.2879,0.5894,0.4953,-0.1191,-0.4526,-0.4751,-0.642,-0.327,-0.2863,0.15,0.0582,-0.2655,0.3551,0.061,0.0083,0.1397,0.2328,0.1867,-0.2784
-0.274,-0.4048,-0.199,-0.061,0.2761,0.0429,0.2889,-0.0198,0.109,0.2874,0.3249,0.2133,0.4792,0.3981,-0.0556,-0.3866,-0.4455,-0.5444,-0.31,-0.2523,0.1164,0.0369,-0.1967,0.2931,0.047,0.004,0.0843,0.181,0.1886,-0.2706
-0.1682,-0.2242,-0.0248,0.1288,0.3361,0.1974,0.1734,-0.1014,-0.0215,0.1226,0.1721,0.1312,0.3532,0.2863,-0.0082,-0.3063,-0.4057,-0.4261,-0.2929,-0.2094,0.0794,0.0027,-0.1314,0.2233,0.0291,0.0019,0.0267,0.1247,0.2122,-0.2265
-0.0674,-0.0383,0.1671,0.3082,0.3775,0.3388,0.0658,-0.1623,-0.1409,-0.0349,0.0215,0.0466,0.2189,0.1661,0.0271,-0.2215,-0.3619,-0.2996,-0.278,-0.161,0.0398,-0.0425,-0.0765,0.1479,0.005,-0.0019,-0.0314,0.0668,0.2495,-0.1588
0.0148,0.129,0.3539,0.4549,0.3905,0.4478,-0.0329,-0.201,-0.2431,-0.177,-0.1185,-0.0367,0.0829,0.0428,0.0514,-0.1428,-0.3188,-0.1777,-0.2673,-0.1133,-0.0037,-0.0982,-0.0389,0.0685,-0.0275,-0.0112,-0.089,0.0091,0.2915,-0.0787
0.0692,0.2567,0.5145,0.55,0.3666,0.5093,-0.1235,-0.2186,-0.3242,-0.2987,-0.2421,-0.1159,-0.0503,-0.0799,0.0636,-0.0794,-0.2795,-0.0716,-0.2623,-0.0744,-0.0539,-0.1644,-0.0239,-0.0143,-0.0703,-0.0289,-0.1456,-0.0474,0.3309,0.0059
0.0924,0.3303,0.6321,0.5813,0.3009,0.5149,-0.2074,-0.2175,-0.3828,-0.3977,-0.3459,-0.1896,-0.1774,-0.1994,0.061,-0.0387,-0.2458,0.0101,-0.2638,-0.0528,-0.114,-0.2417,-0.0341,-0.1007,-0.1243,-0.0569,-0.2014,-0.103,0.3625,0.0903
0.085,0.3432,0.6967,0.5442,0.1933,0.4642,-0.2852,-0.2013,-0.4188,-0.4736,-0.4279,-0.2569,-0.2964,-0.3134,0.0418,-0.0253,-0.2189,0.062,-0.2716,-0.0555,-0.1857,-0.3288,-0.0682,-0.1904,-0.1883,-0.095,-0.2569,-0.1581,0.3839,0.1714
0.0507,0.2968,0.7054,0.4425,0.0488,0.3645,-0.3563,-0.1742,-0.4337,-0.5271,-0.4874,-0.3166,-0.4055,-0.4194,0.0058,-0.0407,-0.2004,0.0824,-0.285,-0.0866,-0.2679,-0.4225,-0.1211,-0.2824,-0.2591,-0.1404,-0.312,-0.2123,0.3945,0.2469
-0.0051,0.1986,0.6613,0.2862,-0.123,0.2287,-0.4186,-0.1402,-0.4296,-0.5594,-0.5237,-0.367,-0.5025,-0.5144,-0.0447,-0.0844,-0.1927,0.073,-0.3032,-0.1469,-0.3569,-0.5162,-0.1843,-0.3737,-0.3311,-0.1884,-0.3655,-0.2634,0.3951,0.3142
-0.077,0.0597,0.5722,0.0898,-0.3092,0.0727,-0.4689,-0.103,-0.4092,-0.5717,-0.5365,-0.4057,-0.5847,-0.5947,-0.1057,-0.154,-0.1985,0.0385,-0.3254,-0.2331,-0.4464,-0.6009,-0.2477,-0.4596,-0.3969,-0.2325,-0.4148,-0.3079,0.3868,0.371
-0.1596,-0.1069,0.4483,-0.1302,-0.4949,-0.0875,-0.504,-0.066,-0.3749,-0.5649,-0.5258,-0.4304,-0.649,-0.6568,-0.1723,-0.2461,-0.2199,-0.0136,-0.3513,-0.3394,-0.529,-0.6657,-0.3005,-0.5338,-0.4489,-0.2658,-0.4561,-0.3407,0.3701,0.4156
-0.2486,-0.2881,0.3008,-0.3569,-0.665,-0.2373,-0.5212,-0.0316,-0.3293,-0.5402,-0.4927,-0.4393,-0.6922,-0.6974,-0.2394,-0.356,-0.2576,-0.0736,-0.3806,-0.4572,-0.5972,-0.7005,-0.3338,-0.5895,-0.4798,-0.2822,-0.4846,-0.3571,0.3454,0.4467
-0.3397,-0.4707,0.1412,-0.5737,-0.8055,-0.3651,-0.5193,-0.0015,-0.2743,-0.4993,-0.4395,-0.4322,-0.7119,-0.7143,-0.3022,-0.4776,-0.3099,-0.1312,-0.4121,-0.5767,-0.6453,-0.6972,-0.341,-0.6203,-0.4845,-0.2776,-0.4962,-0.3529,0.3122,0.4637
-0.4284,-0.6417,-0.0198,-0.7654,-0.9044,-0.463,-0.4988,0.0236,-0.212,-0.4444,-0.3704,-0.4105,-0.7067,-0.7068,-0.356,-0.6021,-0.3718,-0.1763,-0.4431,-0.6869,-0.6692,-0.652,-0.3193,-0.6213,-0.4603,-0.2505,-0.4871,-0.3263,0.2704,0.4667
-0.5083,-0.7884,-0.1718,-0.9178,-0.9524,-0.5261,-0.4616,0.043,-0.1447,-0.3782,-0.2911,-0.3777,-0.6761,-0.675,-0.3962,-0.7184,-0.4356,-0.2005,-0.4685,-0.7764,-0.667,-0.5662,-0.269,-0.5902,-0.4076,-0.2022,-0.4555,-0.2779,0.2198,0.4555
-0.5711,-0.8988,-0.3052,-1.019,-0.9444,-0.5524,-0.4107,0.0566,-0.0752,-0.3037,-0.2081,-0.3384,-0.6208,-0.6205,-0.4189,-0.8126,-0.491,-0.1983,-0.4815,-0.8339,-0.6387,-0.4465,-0.1942,-0.5273,-0.3295,-0.1366,-0.4008,-0.2112,0.1611,0.4304
